trial,mode_true,method,object_relative_error,object_cosine,object_abs_error,success_005,clipped,residual
0,stick,raw_joint,1.2187328049703277,0.10041727042165413,0.0932014034713814,0,0,0.0
0,stick,endpoint_ejar,0.9743974610804992,0.6640474059081074,0.07451609617898512,0,1,0.07614597567283544
0,stick,contact_ejar_known,0.9750512010482544,0.8343431770269005,0.07456609030587794,0,1,0.07456609030587794
0,stick,contact_ejar_wrong,1.0645401875079459,-0.021235298639681027,0.08140967332855513,0,1,0.07355551888527824
1,slide_x,raw_joint,4.434221140470562,0.8080198451310445,0.03312623901667867,1,0,0.0
1,slide_x,endpoint_ejar,0.17629736856327008,0.9998564061340235,0.0013170449970879496,1,1,0.008132254547853053
1,slide_x,contact_ejar_known,0.2806603915789426,0.9677961537075097,0.0020966981391848344,1,0,0.0020966981391848344
1,slide_x,contact_ejar_wrong,3.4574663120233597,0.7461552017399888,0.02582930616582781,1,0,0.0010942820166885334
2,slide_y,raw_joint,1.1635357305580007,-0.9967334485510988,0.00991749604475182,1,0,0.0
2,slide_y,endpoint_ejar,0.10725702838828576,0.9999815378625686,0.0009142144300996458,1,1,0.0012543545434530712
2,slide_y,contact_ejar_known,0.1965603434538509,0.9806924555664545,0.0016753988533070245,1,0,0.0016753988533070245
2,slide_y,contact_ejar_wrong,0.16808397374377024,0.9997901434209997,0.0014326780871530044,1,1,0.004441075138674989
3,rotate,raw_joint,1.386100391780309,-0.5706955829974016,0.03965220739003401,1,0,0.0
3,rotate,endpoint_ejar,0.005754658763682215,0.999998658642854,0.0001646236622610884,1,0,0.00024065942111110486
3,rotate,contact_ejar_known,0.015752399189801945,0.9999570892638862,0.0004506292641345921,1,0,0.0004506292641345921
3,rotate,contact_ejar_wrong,0.4965240548337518,0.8828116112253883,0.014204075630568792,1,0,0.00011769054590819273
4,stick,raw_joint,1.0675358813751785,0.3938822812438306,0.0166934163010683,1,0,0.0
4,stick,endpoint_ejar,0.3086059774260203,0.9898537934790547,0.0048257750807723125,1,1,0.004998596851474598
4,stick,contact_ejar_known,0.30717446746275934,0.9889374409982495,0.00480339007978756,1,1,0.00480339007978756
4,stick,contact_ejar_wrong,1.9459784195135992,0.7148570176490003,0.030429916630051707,1,1,0.005735886785513319
5,slide_x,raw_joint,2.1882666107375113,-0.7354274448008855,0.02541420578359782,1,0,0.0
5,slide_x,endpoint_ejar,0.004179797335708221,0.9999889168961101,4.8543549996232496e-05,1,0,9.390417060012935e-05
5,slide_x,contact_ejar_known,0.05086134619351702,0.9995789899185473,0.0005906961757997148,1,0,0.0005906961757997148
5,slide_x,contact_ejar_wrong,2.4963296681682436,0.6593010195118775,0.028992004712417686,1,0,0.002357458640066658
6,slide_y,raw_joint,0.3677315081819203,0.9996397025587037,0.013437092094759332,1,0,0.0
6,slide_y,endpoint_ejar,0.0003499139496114195,0.9999992197374652,1.2786029648140951e-05,1,0,8.02563219610597e-05
6,slide_y,contact_ejar_known,0.009779546504636888,0.9999518968405985,0.000357349490331893,1,0,0.000357349490331893
6,slide_y,contact_ejar_wrong,0.3044543878233269,0.9963809471211142,0.011124914664129813,1,1,0.01704542038454164
7,rotate,raw_joint,2.7901109603846166,0.7873788767629947,0.01116157255157585,1,0,0.0
7,rotate,endpoint_ejar,0.010469148151653371,0.9998975061905258,4.188082779036403e-05,1,0,0.00013623713947932185
7,rotate,contact_ejar_known,0.09830235295987017,0.9970505001996652,0.0003932491790222414,1,0,0.0003932491790222414
7,rotate,contact_ejar_wrong,0.634378827301038,0.7736545557632757,0.0025377719404851462,1,0,1.5728783643308213e-05
8,stick,raw_joint,2.1124779941531657,0.1904659958240903,0.020129368417187207,1,0,0.0
8,stick,endpoint_ejar,0.03449644140500117,0.9999431691296577,0.00032870949664095416,1,0,0.0005042005540864131
8,stick,contact_ejar_known,0.07746361032176668,0.9996236977865212,0.0007381348139048166,1,0,0.0007381348139048166
8,stick,contact_ejar_wrong,0.4560896295797804,0.9970101492911914,0.004345984294501573,1,0,0.006442041107728011
9,slide_x,raw_joint,0.9726181409454705,0.3083839427916845,0.017114929442776573,1,0,0.0
9,slide_x,endpoint_ejar,0.006061079638195515,0.9999966588459667,0.00010665537273849991,1,0,0.0001259365857312925
9,slide_x,contact_ejar_known,0.009556622563196896,0.999989152758007,0.00016816560785239503,1,0,0.00016816560785239503
9,slide_x,contact_ejar_wrong,2.1643520088959387,0.9967899676781964,0.03808558607140201,1,1,0.009698726143784668
10,slide_y,raw_joint,1.9676480420126676,-0.9999415325908192,0.01244227566295649,1,0,0.0
