score,n,auroc,auprc,false_reassurance_rate,mean_score
ejar_residual_score,7200,0.9958828137180713,0.9952289555928716,0.0,0.017607678409129263
static_residual_score,7200,0.7827211637174729,0.7309957651734603,0.08524693299779805,0.055152319157078515
action_norm_score,7200,0.8280509708428361,0.7833428156498079,0.028625353884869455,0.5061290189601334
condition_score,7200,0.477087458192711,0.4192638679993133,0.26108839257628186,43.39546111036999
