trial,method,dt_source,dt_target,target,relative_effect_error,effect_cosine,residual,clipped
0,raw_joint,1.0,1.0,long_4link,1.9192877960517343,0.05110895116421246,0.0,0
0,normalized_copy,1.0,1.0,long_4link,1.4717530945450426,0.05164166138506152,0.0,0
0,ejar_correct_rate,1.0,1.0,long_4link,0.9801772986526327,0.7946379854707216,0.05573651094322495,1
0,ejar_wrong_rate,1.0,1.0,long_4link,0.9801772986526327,0.7946379854707216,0.05573651094322495,1
0,ejar_latency,1.0,1.0,long_4link,0.9857058674680952,0.897567447121801,0.05208362462291968,1
1,raw_joint,1.0,0.5,short_2link,1.5297989564384822,-0.8903194041322623,0.0,0
1,normalized_copy,1.0,0.5,short_2link,1.5297989564384822,-0.8903194041322623,0.0,0
1,ejar_correct_rate,1.0,0.5,short_2link,0.07611667501951755,0.998479178796609,0.0010654808471411699,0
1,ejar_wrong_rate,1.0,0.5,short_2link,0.507582832345131,0.9998854344218303,0.00028999742968670295,0
1,ejar_latency,1.0,0.5,short_2link,0.23140330526746883,0.9728956379214997,0.0008351948112463029,0
2,raw_joint,1.0,2.0,redundant_4link,0.6139412603350205,0.8028388787119198,0.0,0
2,normalized_copy,1.0,2.0,redundant_4link,0.9787016538683166,0.6750892418697458,0.0,0
2,ejar_correct_rate,1.0,2.0,redundant_4link,0.001235034582466987,0.9999977264180249,2.5945331884769924e-05,0
2,ejar_wrong_rate,1.0,2.0,redundant_4link,0.9901881669373858,0.9999987832271043,0.0001033964090156801,0
2,ejar_latency,1.0,2.0,redundant_4link,0.027429465972790792,0.9999708827255931,2.7767963076818083e-05,0
3,raw_joint,0.5,1.5,large_6link,1.7261739950507948,-0.9473557949305894,0.0,0
3,normalized_copy,0.5,1.5,large_6link,0.9591393655675648,0.9840329069338613,0.0,0
3,ejar_correct_rate,0.5,1.5,large_6link,0.0003296594752443681,0.9999862964239116,2.816764594851069e-06,0
3,ejar_wrong_rate,0.5,1.5,large_6link,1.9913043648056983,0.9999952508931029,2.5261728156288965e-05,0
3,ejar_latency,0.5,1.5,large_6link,0.18188833700068713,0.9833095365668547,5.4083141552184e-06,0
4,raw_joint,2.0,0.75,heavy_3link,1.466679247793961,-0.16318030397334676,0.0,0
4,normalized_copy,2.0,0.75,heavy_3link,1.284786936981674,-0.23114137657828027,0.0,0
4,ejar_correct_rate,2.0,0.75,heavy_3link,0.023592668566899684,0.9999577716739418,0.0002511880913464259,0
4,ejar_wrong_rate,2.0,0.75,heavy_3link,0.6261969030166961,0.9999757382148275,3.610824772591176e-05,0
4,ejar_latency,2.0,0.75,heavy_3link,0.24493842146763373,0.9696317811701832,0.00024379252376810918,0
5,raw_joint,1.0,1.0,snake_6link,0.3055729955121636,0.9532193845188272,0.0,0
5,normalized_copy,1.0,1.0,snake_6link,0.33617598623626355,0.9528489709202882,0.0,0
5,ejar_correct_rate,1.0,1.0,snake_6link,0.32899131917584423,0.9999499237729476,0.03007008303394386,1
5,ejar_wrong_rate,1.0,1.0,snake_6link,0.32899131917584423,0.9999499237729476,0.03007008303394386,1
