trial,mismatch,method,target,assumed_relative_error,true_relative_error,residual_gap,clipped
39,drop_y,ejar_assumed_map,large_6link,0.037031005893890113,0.1799005176077562,0.002238976876107346,0
40,identity,raw_joint,long_4link,1.8360566941686587,1.8360566941686587,0.0,0
40,identity,ejar_correct_map,long_4link,0.007866534161220115,0.007866534161220115,0.0,0
40,identity,ejar_assumed_map,long_4link,0.007866534161220115,0.007866534161220115,0.0,0
41,rotate_30,raw_joint,wide_2link,0.6213132895661487,0.6213132895661487,0.0,0
41,rotate_30,ejar_correct_map,wide_2link,0.0037217536939235848,0.0037217536939235848,0.0,0
41,rotate_30,ejar_assumed_map,wide_2link,0.008357105166485199,0.5113091034009503,0.011308349922670281,0
42,scale_x2,raw_joint,snake_6link,0.5489951771384712,0.5489951771384712,0.0,0
42,scale_x2,ejar_correct_map,snake_6link,0.2591117204933296,0.2591117204933296,0.0,1
42,scale_x2,ejar_assumed_map,snake_6link,0.005408025332593119,0.30672235271034315,0.02352787662393842,0
43,swap_axes,raw_joint,redundant_4link,3.506315059587907,3.506315059587907,0.0,0
43,swap_axes,ejar_correct_map,redundant_4link,0.0014801914033199472,0.0014801914033199472,0.0,0
43,swap_axes,ejar_assumed_map,redundant_4link,0.04897106613918911,1.617371056353856,0.021330562141406342,0
44,drop_y,raw_joint,long_2link,0.3347389726541376,0.3347389726541376,0.0,0
44,drop_y,ejar_correct_map,long_2link,0.0030153377808396025,0.0030153377808396025,0.0,0
44,drop_y,ejar_assumed_map,long_2link,0.004130841604421437,0.12172033925716276,0.006884718666984773,0
45,identity,raw_joint,needle_5link,1.1796630539105337,1.1796630539105337,0.0,1
45,identity,ejar_correct_map,needle_5link,0.6566432688042995,0.6566432688042995,0.0,1
45,identity,ejar_assumed_map,needle_5link,0.6566432688042995,0.6566432688042995,0.0,1
46,rotate_30,raw_joint,heavy_3link,1.6837114936422286,1.6837114936422286,0.0,0
46,rotate_30,ejar_correct_map,heavy_3link,0.06261904117075157,0.06261904117075157,0.0,1
46,rotate_30,ejar_assumed_map,heavy_3link,0.010581644751979848,0.5184528693385194,0.01878164717107786,0
47,scale_x2,raw_joint,short_2link,1.12586899419433,1.12586899419433,0.0,0
47,scale_x2,ejar_correct_map,short_2link,0.45120165796602446,0.45120165796602446,0.0,1
47,scale_x2,ejar_assumed_map,short_2link,0.7237233499461516,0.45170167228600044,0.021243151993453595,1
48,swap_axes,raw_joint,soft_5link,0.42944905714657655,0.42944905714657655,0.0,0
48,swap_axes,ejar_correct_map,soft_5link,0.005417136768567509,0.005417136768567509,0.0,0
48,swap_axes,ejar_assumed_map,soft_5link,0.00774718151329937,0.14569088322836754,0.005152060209527215,0
49,drop_y,raw_joint,asym_3link,1.7011157107462005,1.7011157107462005,0.0,0
49,drop_y,ejar_correct_map,asym_3link,0.07820686423330334,0.07820686423330334,0.0,0
49,drop_y,ejar_assumed_map,asym_3link,0.07753211692580868,0.12692709277764222,0.0006549703826584472,0
50,identity,raw_joint,large_6link,1.2885308975187681,1.2885308975187681,0.0,0
50,identity,ejar_correct_map,large_6link,0.006250904050967229,0.006250904050967229,0.0,0
50,identity,ejar_assumed_map,large_6link,0.006250904050967229,0.006250904050967229,0.0,0
51,rotate_30,raw_joint,long_4link,3.994876585907828,3.994876585907828,0.0,0
51,rotate_30,ejar_correct_map,long_4link,0.011032364987519314,0.011032364987519314,0.0,0
51,rotate_30,ejar_assumed_map,long_4link,0.0027459911847928426,0.5149037220342906,0.01007585470558453,0
52,scale_x2,raw_joint,wide_2link,1.9280040141988404,1.9280040141988404,0.0,0
52,scale_x2,ejar_correct_map,wide_2link,0.011894136226994645,0.011894136226994645,0.0,0
52,scale_x2,ejar_assumed_map,wide_2link,0.009175890927875465,0.5188425541853556,0.008001765519834095,0
53,swap_axes,raw_joint,snake_6link,1.594935622611038,1.594935622611038,0.0,1
53,swap_axes,ejar_correct_map,snake_6link,0.6088425980094089,0.6088425980094089,0.0,1
53,swap_axes,ejar_assumed_map,snake_6link,0.5985214508431363,1.3995079728639854,0.0798460916059819,1
54,drop_y,raw_joint,redundant_4link,1.6967124885648737,1.6967124885648737,0.0,0
54,drop_y,ejar_correct_map,redundant_4link,0.5348229900510623,0.5348229900510623,0.0,1
54,drop_y,ejar_assumed_map,redundant_4link,0.49964681254162713,0.5145332373206557,0.0020940350021464438,1
55,identity,raw_joint,long_2link,2.798201734661331,2.798201734661331,0.0,0
55,identity,ejar_correct_map,long_2link,0.2148665691535227,0.2148665691535227,0.0,1
55,identity,ejar_assumed_map,long_2link,0.2148665691535227,0.2148665691535227,0.0,1
56,rotate_30,raw_joint,needle_5link,0.7840336134314342,0.7840336134314342,0.0,0
56,rotate_30,ejar_correct_map,needle_5link,0.0204091050440304,0.0204091050440304,0.0,0
56,rotate_30,ejar_assumed_map,needle_5link,0.14766669624335507,0.49916643805775673,0.010176514796101831,1
57,scale_x2,raw_joint,heavy_3link,1.0109271917537035,1.0109271917537035,0.0,0
57,scale_x2,ejar_correct_map,heavy_3link,0.002388713438101559,0.002388713438101559,0.0,0
57,scale_x2,ejar_assumed_map,heavy_3link,0.2560775303889398,0.4873539965931797,0.0011737830203904162,1
58,swap_axes,raw_joint,short_2link,0.9238636917997921,0.9238636917997921,0.0,0
58,swap_axes,ejar_correct_map,short_2link,0.7314033423335609,0.7314033423335609,0.0,1
58,swap_axes,ejar_assumed_map,short_2link,0.7134092193747292,0.7214843953509841,0.0004991986773521598,1
59,drop_y,raw_joint,soft_5link,0.6521004941195312,0.6521004941195312,0.0,0
59,drop_y,ejar_correct_map,soft_5link,0.007665834448523946,0.007665834448523946,0.0,0
59,drop_y,ejar_assumed_map,soft_5link,0.007712063965781263,0.012181749561015674,0.00018125909756425677,0
60,identity,raw_joint,asym_3link,1.7014929209598264,1.7014929209598264,0.0,0
60,identity,ejar_correct_map,asym_3link,0.9075998318484909,0.9075998318484909,0.0,1
60,identity,ejar_assumed_map,asym_3link,0.9075998318484909,0.9075998318484909,0.0,1
61,rotate_30,raw_joint,large_6link,3.0764368570753486,3.0764368570753486,0.0,0
61,rotate_30,ejar_correct_map,large_6link,0.014671949991470375,0.014671949991470375,0.0,0
61,rotate_30,ejar_assumed_map,large_6link,0.01764962299890807,0.5122079933770401,0.015997543995452078,0
62,scale_x2,raw_joint,long_4link,0.9259685870280272,0.9259685870280272,0.0,0
62,scale_x2,ejar_correct_map,long_4link,0.1539185584385299,0.1539185584385299,0.0,1
62,scale_x2,ejar_assumed_map,long_4link,0.34995832976497154,0.5035248265341105,0.005649414545502107,1
63,swap_axes,raw_joint,wide_2link,1.670422183291137,1.670422183291137,0.0,0
63,swap_axes,ejar_correct_map,wide_2link,0.557273420615742,0.557273420615742,0.0,1
63,swap_axes,ejar_assumed_map,wide_2link,0.6601421009161141,1.2485319098416536,0.033032532787933444,1
64,drop_y,raw_joint,snake_6link,1.0184447601468292,1.0184447601468292,0.0,0
64,drop_y,ejar_correct_map,snake_6link,0.030725890117744046,0.030725890117744046,0.0,0
64,drop_y,ejar_assumed_map,snake_6link,0.02604809171508446,0.9497149116464393,0.01155890454247515,0
65,identity,raw_joint,redundant_4link,1.6774688338377797,1.6774688338377797,0.0,0
65,identity,ejar_correct_map,redundant_4link,0.006693821882300676,0.006693821882300676,0.0,0
65,identity,ejar_assumed_map,redundant_4link,0.006693821882300676,0.006693821882300676,0.0,0
66,rotate_30,raw_joint,long_2link,0.9767733317795474,0.9767733317795474,0.0,0
66,rotate_30,ejar_correct_map,long_2link,0.00554751380869353,0.00554751380869353,0.0,0
66,rotate_30,ejar_assumed_map,long_2link,0.0012433727287151333,0.5183644492464183,0.021037732522573623,0
67,scale_x2,raw_joint,needle_5link,0.4085531224266418,0.4085531224266418,0.0,1
67,scale_x2,ejar_correct_map,needle_5link,0.0018804439707497762,0.0018804439707497762,0.0,0
67,scale_x2,ejar_assumed_map,needle_5link,0.008754691408499292,0.3708906150750665,0.023524016592035804,0
68,swap_axes,raw_joint,heavy_3link,1.6515693531314741,1.6515693531314741,0.0,0
68,swap_axes,ejar_correct_map,heavy_3link,0.6179790064368988,0.6179790064368988,0.0,1
68,swap_axes,ejar_assumed_map,heavy_3link,0.6155264730434782,0.6261288841691766,0.0006730203143731697,1
69,drop_y,raw_joint,short_2link,1.8631541851244877,1.8631541851244877,0.0,0
69,drop_y,ejar_correct_map,short_2link,0.5531122393208425,0.5531122393208425,0.0,1
69,drop_y,ejar_assumed_map,short_2link,0.004439009405031639,0.8120917270068746,0.041567747161176054,0
70,identity,raw_joint,soft_5link,0.7459079209086417,0.7459079209086417,0.0,0
70,identity,ejar_correct_map,soft_5link,0.002824714578809308,0.002824714578809308,0.0,0
70,identity,ejar_assumed_map,soft_5link,0.002824714578809308,0.002824714578809308,0.0,0
71,rotate_30,raw_joint,asym_3link,1.288178789433918,1.288178789433918,0.0,0
71,rotate_30,ejar_correct_map,asym_3link,0.5964869713437326,0.5964869713437326,0.0,1
71,rotate_30,ejar_assumed_map,asym_3link,0.42406318913212787,0.6057392138935112,0.0045919325347733835,1
72,scale_x2,raw_joint,large_6link,1.47137531954026,1.47137531954026,0.0,1
72,scale_x2,ejar_correct_map,large_6link,0.003966440696819336,0.003966440696819336,0.0,0
72,scale_x2,ejar_assumed_map,large_6link,0.0017742583759147888,0.8303116515003701,0.05813592586700202,0
73,swap_axes,raw_joint,long_4link,2.036501425875639,2.036501425875639,0.0,0
73,swap_axes,ejar_correct_map,long_4link,0.012126767221884058,0.012126767221884058,0.0,0
73,swap_axes,ejar_assumed_map,long_4link,0.009913452637861525,0.35043874122833457,0.008738083305711046,0
74,drop_y,raw_joint,wide_2link,0.6114276222966106,0.6114276222966106,0.0,0
74,drop_y,ejar_correct_map,wide_2link,0.07000396234581528,0.07000396234581528,0.0,1
74,drop_y,ejar_assumed_map,wide_2link,0.0776309732931356,0.7151367585976314,0.019538102273323994,0
75,identity,raw_joint,snake_6link,2.0604300940472475,2.0604300940472475,0.0,0
75,identity,ejar_correct_map,snake_6link,0.22425875112175167,0.22425875112175167,0.0,0
75,identity,ejar_assumed_map,snake_6link,0.22425875112175167,0.22425875112175167,0.0,0
76,rotate_30,raw_joint,redundant_4link,0.6842987498856653,0.6842987498856653,0.0,0
76,rotate_30,ejar_correct_map,redundant_4link,0.004952009872744254,0.004952009872744254,0.0,0
76,rotate_30,ejar_assumed_map,redundant_4link,0.00540260245281185,0.5166596759538818,0.023765951170291337,0
77,scale_x2,raw_joint,long_2link,1.2628314822680993,1.2628314822680993,0.0,0
77,scale_x2,ejar_correct_map,long_2link,0.6325765579592715,0.6325765579592715,0.0,1
77,scale_x2,ejar_assumed_map,long_2link,0.5041989214018311,0.644178702956101,0.008515316708608455,1
78,swap_axes,raw_joint,needle_5link,0.5191837309203134,0.5191837309203134,0.0,1
78,swap_axes,ejar_correct_map,needle_5link,0.31995643399068335,0.31995643399068335,0.0,1
78,swap_axes,ejar_assumed_map,needle_5link,0.6980054943848304,0.9062067904363529,0.016787057228421443,1
79,drop_y,raw_joint,heavy_3link,2.1840356304942814,2.1840356304942814,0.0,0
79,drop_y,ejar_correct_map,heavy_3link,0.008340500503895672,0.008340500503895672,0.0,0
79,drop_y,ejar_assumed_map,heavy_3link,0.007893159673471926,0.0977077946398574,0.0011887399643166572,0
80,identity,raw_joint,short_2link,0.529250502353924,0.529250502353924,0.0,0
80,identity,ejar_correct_map,short_2link,0.022296665574479978,0.022296665574479978,0.0,0
80,identity,ejar_assumed_map,short_2link,0.022296665574479978,0.022296665574479978,0.0,0
81,rotate_30,raw_joint,soft_5link,3.0138874774048094,3.0138874774048094,0.0,0
81,rotate_30,ejar_correct_map,soft_5link,0.012650283616577931,0.012650283616577931,0.0,0
81,rotate_30,ejar_assumed_map,soft_5link,0.01007308277695443,0.5075667842058134,0.021413862800194337,0
82,scale_x2,raw_joint,asym_3link,1.4962402645392496,1.4962402645392496,0.0,0
82,scale_x2,ejar_correct_map,asym_3link,0.3436466540697767,0.3436466540697767,0.0,1
82,scale_x2,ejar_assumed_map,asym_3link,0.36848240661362225,0.5206446267696033,0.005973496513464557,1
83,swap_axes,raw_joint,large_6link,0.9229949580765469,0.9229949580765469,0.0,1
83,swap_axes,ejar_correct_map,large_6link,0.11310753329089915,0.11310753329089915,0.0,1
83,swap_axes,ejar_assumed_map,large_6link,0.0009044231139348662,1.731128390954234,0.1453522049986642,0
84,drop_y,raw_joint,long_4link,1.9776313320221395,1.9776313320221395,0.0,1
84,drop_y,ejar_correct_map,long_4link,0.002768652199921834,0.002768652199921834,0.0,0
84,drop_y,ejar_assumed_map,long_4link,0.004233909682960842,0.3095973706894216,0.01894801078791252,0
85,identity,raw_joint,wide_2link,1.760635804155073,1.760635804155073,0.0,0
85,identity,ejar_correct_map,wide_2link,0.01645314990594302,0.01645314990594302,0.0,0
85,identity,ejar_assumed_map,wide_2link,0.01645314990594302,0.01645314990594302,0.0,0
86,rotate_30,raw_joint,snake_6link,0.6987559623645576,0.6987559623645576,0.0,0
86,rotate_30,ejar_correct_map,snake_6link,0.18421593420866011,0.18421593420866011,0.0,1
86,rotate_30,ejar_assumed_map,snake_6link,0.004439369368092761,0.5213175348272874,0.029565894730576362,0
87,scale_x2,raw_joint,redundant_4link,2.9024146438249585,2.9024146438249585,0.0,1
87,scale_x2,ejar_correct_map,redundant_4link,0.44971476645731084,0.44971476645731084,0.0,1
87,scale_x2,ejar_assumed_map,redundant_4link,0.3067955082835405,0.47196400161276647,0.0013332373824672776,1
88,swap_axes,raw_joint,long_2link,0.9332956674796357,0.9332956674796357,0.0,0
88,swap_axes,ejar_correct_map,long_2link,0.5682410877370341,0.5682410877370341,0.0,1
88,swap_axes,ejar_assumed_map,long_2link,0.4025043885599375,0.8693917798927836,0.030582136968416593,1
89,drop_y,raw_joint,needle_5link,0.3142409337924887,0.3142409337924887,0.0,0
89,drop_y,ejar_correct_map,needle_5link,0.3262687730874491,0.3262687730874491,0.0,1
89,drop_y,ejar_assumed_map,needle_5link,0.3078784345769828,0.7590692685688892,0.04187254155677939,1
90,identity,raw_joint,heavy_3link,0.5528764594032665,0.5528764594032665,0.0,1
90,identity,ejar_correct_map,heavy_3link,0.6751772593172347,0.6751772593172347,0.0,1
90,identity,ejar_assumed_map,heavy_3link,0.6751772593172347,0.6751772593172347,0.0,1
91,rotate_30,raw_joint,short_2link,1.4212740644814035,1.4212740644814035,0.0,0
91,rotate_30,ejar_correct_map,short_2link,0.6877851672600384,0.6877851672600384,0.0,1
91,rotate_30,ejar_assumed_map,short_2link,0.5756313197889893,0.6889623501583854,0.00317575735662148,1
92,scale_x2,raw_joint,soft_5link,0.717025447989658,0.717025447989658,0.0,0
92,scale_x2,ejar_correct_map,soft_5link,0.005723274877520086,0.005723274877520086,0.0,0
92,scale_x2,ejar_assumed_map,soft_5link,0.0005872148050085206,0.6706739462373893,0.011473491556988359,0
93,swap_axes,raw_joint,asym_3link,0.8188177057261894,0.8188177057261894,0.0,1
93,swap_axes,ejar_correct_map,asym_3link,0.004717897251827375,0.004717897251827375,0.0,0
93,swap_axes,ejar_assumed_map,asym_3link,0.002314750493117377,1.228721457784626,0.03344341869018874,0
94,drop_y,raw_joint,large_6link,1.804824657253909,1.804824657253909,0.0,1
94,drop_y,ejar_correct_map,large_6link,0.8167865009492234,0.8167865009492234,0.0,1
94,drop_y,ejar_assumed_map,large_6link,0.6467690485068551,0.8508889385553218,0.026451026414576168,1
95,identity,raw_joint,long_4link,0.9382016000408672,0.9382016000408672,0.0,0
95,identity,ejar_correct_map,long_4link,0.6728384114753888,0.6728384114753888,0.0,1
95,identity,ejar_assumed_map,long_4link,0.6728384114753888,0.6728384114753888,0.0,1
96,rotate_30,raw_joint,wide_2link,0.22823448911269834,0.22823448911269834,0.0,0
96,rotate_30,ejar_correct_map,wide_2link,0.19711414710273795,0.19711414710273795,0.0,0
96,rotate_30,ejar_assumed_map,wide_2link,0.31019780329993574,0.21976828930546635,0.005170605105049832,1
97,scale_x2,raw_joint,snake_6link,2.0229985362201077,2.0229985362201077,0.0,0
97,scale_x2,ejar_correct_map,snake_6link,0.03634743952568655,0.03634743952568655,0.0,1
97,scale_x2,ejar_assumed_map,snake_6link,0.19216895856622979,0.5725505735870273,0.012164094433798647,1
98,swap_axes,raw_joint,redundant_4link,0.48775209516121776,0.48775209516121776,0.0,0
98,swap_axes,ejar_correct_map,redundant_4link,0.11409148842223875,0.11409148842223875,0.0,1
98,swap_axes,ejar_assumed_map,redundant_4link,0.06933963266952983,1.966182476089311,0.033915916934122575,0
99,drop_y,raw_joint,long_2link,11.954687374132945,11.954687374132945,0.0,0
