trial,mismatch,method,target,assumed_relative_error,true_relative_error,residual_gap,clipped
436,rotate_30,ejar_correct_map,long_4link,0.006312227408663558,0.006312227408663558,0.0,0
436,rotate_30,ejar_assumed_map,long_4link,0.0006314075895773917,0.517426878625329,0.02950167825503406,0
437,scale_x2,raw_joint,wide_2link,0.9413306713641043,0.9413306713641043,0.0,0
437,scale_x2,ejar_correct_map,wide_2link,0.8205779821480715,0.8205779821480715,0.0,1
437,scale_x2,ejar_assumed_map,wide_2link,0.8945231850007779,0.8032975819684992,0.04866218082008299,1
438,swap_axes,raw_joint,snake_6link,1.181514518269876,1.181514518269876,0.0,0
438,swap_axes,ejar_correct_map,snake_6link,0.3562576838372454,0.3562576838372454,0.0,1
438,swap_axes,ejar_assumed_map,snake_6link,0.6009321749892264,0.6662178373962679,0.005931017141667369,1
439,drop_y,raw_joint,redundant_4link,0.5677868274775614,0.5677868274775614,0.0,0
439,drop_y,ejar_correct_map,redundant_4link,0.021997658560997148,0.021997658560997148,0.0,0
439,drop_y,ejar_assumed_map,redundant_4link,0.006785284804832717,0.9481475891556909,0.03695704847323179,0
440,identity,raw_joint,long_2link,0.8074940018921031,0.8074940018921031,0.0,0
440,identity,ejar_correct_map,long_2link,0.02179606607743384,0.02179606607743384,0.0,0
440,identity,ejar_assumed_map,long_2link,0.02179606607743384,0.02179606607743384,0.0,0
441,rotate_30,raw_joint,needle_5link,0.25667747672241864,0.25667747672241864,0.0,1
441,rotate_30,ejar_correct_map,needle_5link,0.25981131553992026,0.25981131553992026,0.0,1
441,rotate_30,ejar_assumed_map,needle_5link,0.6372731293988533,0.7054932214977241,0.005052906718563219,1
442,scale_x2,raw_joint,heavy_3link,2.0238252031074158,2.0238252031074158,0.0,0
442,scale_x2,ejar_correct_map,heavy_3link,0.2161171410647417,0.2161171410647417,0.0,1
442,scale_x2,ejar_assumed_map,heavy_3link,0.001195182663047181,0.6143510436915786,0.03304759891118991,0
443,swap_axes,raw_joint,short_2link,0.5387160673400554,0.5387160673400554,0.0,0
443,swap_axes,ejar_correct_map,short_2link,0.7736273125285814,0.7736273125285814,0.0,1
443,swap_axes,ejar_assumed_map,short_2link,0.8464863688071481,0.9921162196850953,0.008412580836363377,1
444,drop_y,raw_joint,soft_5link,0.5971913441001393,0.5971913441001393,0.0,0
444,drop_y,ejar_correct_map,soft_5link,0.00874376113027705,0.00874376113027705,0.0,0
444,drop_y,ejar_assumed_map,soft_5link,0.010571894603327175,0.8643327193459125,0.01642210205848369,0
445,identity,raw_joint,asym_3link,0.7191763386148373,0.7191763386148373,0.0,0
445,identity,ejar_correct_map,asym_3link,0.003737728921544088,0.003737728921544088,0.0,0
445,identity,ejar_assumed_map,asym_3link,0.003737728921544088,0.003737728921544088,0.0,0
446,rotate_30,raw_joint,large_6link,0.7748786343437206,0.7748786343437206,0.0,0
446,rotate_30,ejar_correct_map,large_6link,0.20576726644130497,0.20576726644130497,0.0,1
446,rotate_30,ejar_assumed_map,large_6link,0.009261110962322495,0.5173529110351881,0.050217129731022415,1
447,scale_x2,raw_joint,long_4link,2.138745145496917,2.138745145496917,0.0,0
447,scale_x2,ejar_correct_map,long_4link,0.013232221184947816,0.013232221184947816,0.0,0
447,scale_x2,ejar_assumed_map,long_4link,0.04055696219414547,0.5559123568861308,0.021604014892677922,1
448,swap_axes,raw_joint,wide_2link,0.9854048469167117,0.9854048469167117,0.0,0
448,swap_axes,ejar_correct_map,wide_2link,0.015648035966001447,0.015648035966001447,0.0,0
448,swap_axes,ejar_assumed_map,wide_2link,0.007557999942101242,1.9426363949240524,0.04818713774174934,0
449,drop_y,raw_joint,snake_6link,0.8892613422121364,0.8892613422121364,0.0,0
449,drop_y,ejar_correct_map,snake_6link,0.27052870628880227,0.27052870628880227,0.0,1
449,drop_y,ejar_assumed_map,snake_6link,0.018480168259030965,0.4561215953036163,0.018190110198599292,0
450,identity,raw_joint,redundant_4link,0.75762676241895,0.75762676241895,0.0,0
450,identity,ejar_correct_map,redundant_4link,0.6490064689224165,0.6490064689224165,0.0,1
450,identity,ejar_assumed_map,redundant_4link,0.6490064689224165,0.6490064689224165,0.0,1
451,rotate_30,raw_joint,long_2link,1.3697804962627564,1.3697804962627564,0.0,1
451,rotate_30,ejar_correct_map,long_2link,0.5490863596849587,0.5490863596849587,0.0,1
451,rotate_30,ejar_assumed_map,long_2link,0.0894441170473125,0.5054852803354035,0.03922184035445193,1
452,scale_x2,raw_joint,needle_5link,1.4057912604166571,1.4057912604166571,0.0,0
452,scale_x2,ejar_correct_map,needle_5link,0.017172452060943012,0.017172452060943012,0.0,0
452,scale_x2,ejar_assumed_map,needle_5link,0.09105281265936481,0.5450332262554676,0.01853181784062944,1
453,swap_axes,raw_joint,heavy_3link,1.9386538788550756,1.9386538788550756,0.0,1
453,swap_axes,ejar_correct_map,heavy_3link,0.253874561771754,0.253874561771754,0.0,1
453,swap_axes,ejar_assumed_map,heavy_3link,0.25926326248309156,1.7383879725375064,0.057822550967235445,1
454,drop_y,raw_joint,short_2link,1.415409398245118,1.415409398245118,0.0,0
454,drop_y,ejar_correct_map,short_2link,0.754956108561974,0.754956108561974,0.0,1
454,drop_y,ejar_assumed_map,short_2link,0.6927534628771973,0.6999413554184328,0.0008330574342956878,1
455,identity,raw_joint,soft_5link,4.76022995217113,4.76022995217113,0.0,0
455,identity,ejar_correct_map,soft_5link,0.19135093003126324,0.19135093003126324,0.0,0
455,identity,ejar_assumed_map,soft_5link,0.19135093003126324,0.19135093003126324,0.0,0
456,rotate_30,raw_joint,asym_3link,1.8674426782688118,1.8674426782688118,0.0,0
456,rotate_30,ejar_correct_map,asym_3link,0.004447262853506415,0.004447262853506415,0.0,0
456,rotate_30,ejar_assumed_map,asym_3link,0.0011125933377639857,0.517408368386446,0.03494568193550692,0
457,scale_x2,raw_joint,large_6link,1.5303931696090936,1.5303931696090936,0.0,0
457,scale_x2,ejar_correct_map,large_6link,0.0006057880597754436,0.0006057880597754436,0.0,0
457,scale_x2,ejar_assumed_map,large_6link,0.005563826543689283,0.5365475495948604,0.018760633804000088,0
458,swap_axes,raw_joint,long_4link,0.3303713121781986,0.3303713121781986,0.0,0
458,swap_axes,ejar_correct_map,long_4link,0.014994636098806758,0.014994636098806758,0.0,1
458,swap_axes,ejar_assumed_map,long_4link,0.5007515571627966,0.6418941275037173,0.012001158513023323,1
459,drop_y,raw_joint,wide_2link,2.4768472262975103,2.4768472262975103,0.0,0
459,drop_y,ejar_correct_map,wide_2link,0.00820193425337031,0.00820193425337031,0.0,0
459,drop_y,ejar_assumed_map,wide_2link,0.006940148973088161,0.2603755469866822,0.004335317648203256,0
460,identity,raw_joint,snake_6link,1.4071198360155335,1.4071198360155335,0.0,0
460,identity,ejar_correct_map,snake_6link,0.08980485198706466,0.08980485198706466,0.0,1
460,identity,ejar_assumed_map,snake_6link,0.08980485198706466,0.08980485198706466,0.0,1
461,rotate_30,raw_joint,redundant_4link,0.6932658304963345,0.6932658304963345,0.0,0
461,rotate_30,ejar_correct_map,redundant_4link,0.005391901315648428,0.005391901315648428,0.0,0
461,rotate_30,ejar_assumed_map,redundant_4link,0.3544958673355921,0.5359176349102335,0.008471808552061168,1
462,scale_x2,raw_joint,long_2link,0.38912032480430453,0.38912032480430453,0.0,0
462,scale_x2,ejar_correct_map,long_2link,0.0014592779210979144,0.0014592779210979144,0.0,0
462,scale_x2,ejar_assumed_map,long_2link,0.004680156145737589,0.5044590081261285,0.023736601951599462,0
463,swap_axes,raw_joint,needle_5link,2.21604978038257,2.21604978038257,0.0,0
463,swap_axes,ejar_correct_map,needle_5link,0.008918896482275672,0.008918896482275672,0.0,0
463,swap_axes,ejar_assumed_map,needle_5link,0.00760349836772751,1.604392706398897,0.03438606612577867,0
464,drop_y,raw_joint,heavy_3link,1.5734124531464944,1.5734124531464944,0.0,0
464,drop_y,ejar_correct_map,heavy_3link,0.4106310467359774,0.4106310467359774,0.0,1
464,drop_y,ejar_assumed_map,heavy_3link,0.005850781941413351,0.5419862388380632,0.03415596287050694,0
465,identity,raw_joint,short_2link,0.7308810366686779,0.7308810366686779,0.0,0
465,identity,ejar_correct_map,short_2link,0.7187540825304475,0.7187540825304475,0.0,0
465,identity,ejar_assumed_map,short_2link,0.7187540825304475,0.7187540825304475,0.0,0
466,rotate_30,raw_joint,soft_5link,0.8675177452947036,0.8675177452947036,0.0,0
466,rotate_30,ejar_correct_map,soft_5link,0.001964700038468137,0.001964700038468137,0.0,0
466,rotate_30,ejar_assumed_map,soft_5link,0.004046784917467444,0.5147237117974639,0.03620625881501385,0
467,scale_x2,raw_joint,asym_3link,0.20816297643646092,0.20816297643646092,0.0,0
467,scale_x2,ejar_correct_map,asym_3link,0.003215505943393018,0.003215505943393018,0.0,0
467,scale_x2,ejar_assumed_map,asym_3link,0.008993103929491836,0.665184327718367,0.016600486301059193,0
468,swap_axes,raw_joint,large_6link,1.5327508479455947,1.5327508479455947,0.0,0
468,swap_axes,ejar_correct_map,large_6link,0.005935162481435771,0.005935162481435771,0.0,0
468,swap_axes,ejar_assumed_map,large_6link,0.00856450922423057,1.919991908228376,0.04032936640916598,0
469,drop_y,raw_joint,long_4link,2.6621073402809867,2.6621073402809867,0.0,0
469,drop_y,ejar_correct_map,long_4link,0.0009779342301896646,0.0009779342301896646,0.0,0
469,drop_y,ejar_assumed_map,long_4link,0.000914407548571712,0.08694302968292761,0.002068121745743594,0
470,identity,raw_joint,wide_2link,1.0295852038602935,1.0295852038602935,0.0,0
470,identity,ejar_correct_map,wide_2link,0.9463073744967248,0.9463073744967248,0.0,1
470,identity,ejar_assumed_map,wide_2link,0.9463073744967248,0.9463073744967248,0.0,1
471,rotate_30,raw_joint,snake_6link,2.537726804559109,2.537726804559109,0.0,0
471,rotate_30,ejar_correct_map,snake_6link,0.0007560321297245527,0.0007560321297245527,0.0,0
471,rotate_30,ejar_assumed_map,snake_6link,0.004746858356058892,0.5131554392003219,0.0034554554145358575,0
472,scale_x2,raw_joint,redundant_4link,0.47366818917474834,0.47366818917474834,0.0,0
472,scale_x2,ejar_correct_map,redundant_4link,0.005953043134079298,0.005953043134079298,0.0,0
472,scale_x2,ejar_assumed_map,redundant_4link,0.005963119062377334,0.3217665265875564,0.009066130221452992,0
473,swap_axes,raw_joint,long_2link,1.0082516772530494,1.0082516772530494,0.0,0
473,swap_axes,ejar_correct_map,long_2link,0.006217667460281988,0.006217667460281988,0.0,0
473,swap_axes,ejar_assumed_map,long_2link,0.004203325320636262,0.8487479550432002,0.014351632628935946,0
474,drop_y,raw_joint,needle_5link,1.659746724293299,1.659746724293299,0.0,0
474,drop_y,ejar_correct_map,needle_5link,0.06442480163667588,0.06442480163667588,0.0,0
474,drop_y,ejar_assumed_map,needle_5link,0.04606754063548367,0.9521856201782948,0.010092047588202455,0
475,identity,raw_joint,heavy_3link,1.1812386832861106,1.1812386832861106,0.0,1
475,identity,ejar_correct_map,heavy_3link,0.017330425045450248,0.017330425045450248,0.0,1
475,identity,ejar_assumed_map,heavy_3link,0.017330425045450248,0.017330425045450248,0.0,1
476,rotate_30,raw_joint,short_2link,0.9003069274026363,0.9003069274026363,0.0,0
476,rotate_30,ejar_correct_map,short_2link,0.710539240374106,0.710539240374106,0.0,1
476,rotate_30,ejar_assumed_map,short_2link,0.7556351112550209,0.7979142128740939,0.0038246017242938857,1
477,scale_x2,raw_joint,soft_5link,2.0401217406711267,2.0401217406711267,0.0,0
477,scale_x2,ejar_correct_map,soft_5link,0.41066863632480466,0.41066863632480466,0.0,1
477,scale_x2,ejar_assumed_map,soft_5link,0.6714081616419175,0.3851017309079151,0.05179813266503849,1
478,swap_axes,raw_joint,asym_3link,1.2826509043205219,1.2826509043205219,0.0,0
478,swap_axes,ejar_correct_map,asym_3link,0.030366706926400495,0.030366706926400495,0.0,0
478,swap_axes,ejar_assumed_map,asym_3link,0.010516038417422057,1.889498696965877,0.029843845843882676,0
479,drop_y,raw_joint,large_6link,0.7860645247374305,0.7860645247374305,0.0,0
479,drop_y,ejar_correct_map,large_6link,0.012958070672982937,0.012958070672982937,0.0,0
479,drop_y,ejar_assumed_map,large_6link,0.024238573677490653,0.8857846731690187,0.019184948990318827,0
480,identity,raw_joint,long_4link,0.5098350592265776,0.5098350592265776,0.0,0
480,identity,ejar_correct_map,long_4link,0.13907492189627088,0.13907492189627088,0.0,0
480,identity,ejar_assumed_map,long_4link,0.13907492189627088,0.13907492189627088,0.0,0
481,rotate_30,raw_joint,wide_2link,1.729370317134187,1.729370317134187,0.0,1
481,rotate_30,ejar_correct_map,wide_2link,0.873702446319295,0.873702446319295,0.0,1
481,rotate_30,ejar_assumed_map,wide_2link,0.8491720964924162,0.8792795181045445,0.0019523427311202574,1
482,scale_x2,raw_joint,snake_6link,0.6070113282032621,0.6070113282032621,0.0,0
482,scale_x2,ejar_correct_map,snake_6link,0.09571822886963134,0.09571822886963134,0.0,1
482,scale_x2,ejar_assumed_map,snake_6link,0.37718756824110916,0.4810294020528756,0.0002531452237573492,1
483,swap_axes,raw_joint,redundant_4link,1.8911284532371913,1.8911284532371913,0.0,0
483,swap_axes,ejar_correct_map,redundant_4link,0.01234975462250067,0.01234975462250067,0.0,0
483,swap_axes,ejar_assumed_map,redundant_4link,0.011656952444032793,1.993064030443136,0.09867131245598981,0
484,drop_y,raw_joint,long_2link,2.471289372790138,2.471289372790138,0.0,0
484,drop_y,ejar_correct_map,long_2link,0.019619735329230625,0.019619735329230625,0.0,0
484,drop_y,ejar_assumed_map,long_2link,0.014496278112401334,0.16927131888178665,0.0031442704242946734,0
485,identity,raw_joint,needle_5link,1.3542202729958157,1.3542202729958157,0.0,0
485,identity,ejar_correct_map,needle_5link,0.5153951516026097,0.5153951516026097,0.0,1
485,identity,ejar_assumed_map,needle_5link,0.5153951516026097,0.5153951516026097,0.0,1
486,rotate_30,raw_joint,heavy_3link,2.276088041043437,2.276088041043437,0.0,0
486,rotate_30,ejar_correct_map,heavy_3link,0.008554861495616442,0.008554861495616442,0.0,0
486,rotate_30,ejar_assumed_map,heavy_3link,0.47996179544977785,0.6023384261707442,0.006283625084746645,1
487,scale_x2,raw_joint,short_2link,0.1522583801685431,0.1522583801685431,0.0,0
487,scale_x2,ejar_correct_map,short_2link,0.03888771975484213,0.03888771975484213,0.0,0
487,scale_x2,ejar_assumed_map,short_2link,0.01097435266778225,0.3039687567018557,0.017450227132646823,0
488,swap_axes,raw_joint,soft_5link,1.6811875305427042,1.6811875305427042,0.0,0
488,swap_axes,ejar_correct_map,soft_5link,0.024099504027473306,0.024099504027473306,0.0,0
488,swap_axes,ejar_assumed_map,soft_5link,0.010328764637772323,0.9967304637795588,0.011695723983798829,0
489,drop_y,raw_joint,asym_3link,1.6050710129944825,1.6050710129944825,0.0,0
489,drop_y,ejar_correct_map,asym_3link,0.012676490902232655,0.012676490902232655,0.0,0
489,drop_y,ejar_assumed_map,asym_3link,0.0010704993646756197,0.3468990966260815,0.0059331885756527475,0
490,identity,raw_joint,large_6link,0.7146995218324841,0.7146995218324841,0.0,1
490,identity,ejar_correct_map,large_6link,0.4888498468572342,0.4888498468572342,0.0,1
490,identity,ejar_assumed_map,large_6link,0.4888498468572342,0.4888498468572342,0.0,1
491,rotate_30,raw_joint,long_4link,1.9255465055222254,1.9255465055222254,0.0,0
491,rotate_30,ejar_correct_map,long_4link,0.0015501708368099217,0.0015501708368099217,0.0,0
491,rotate_30,ejar_assumed_map,long_4link,0.37946287732716805,0.5554356074402377,0.016455916700436952,1
492,scale_x2,raw_joint,wide_2link,0.3100175153958918,0.3100175153958918,0.0,0
492,scale_x2,ejar_correct_map,wide_2link,0.007989113292080217,0.007989113292080217,0.0,0
492,scale_x2,ejar_assumed_map,wide_2link,0.018931437064877557,0.38650249777453544,0.015081526062185461,0
493,swap_axes,raw_joint,snake_6link,0.5125131338432575,0.5125131338432575,0.0,0
493,swap_axes,ejar_correct_map,snake_6link,0.011742026112784982,0.011742026112784982,0.0,0
493,swap_axes,ejar_assumed_map,snake_6link,0.08205279098770223,0.7722179635387736,0.0270806004653178,1
494,drop_y,raw_joint,redundant_4link,0.931366295855812,0.931366295855812,0.0,0
494,drop_y,ejar_correct_map,redundant_4link,0.0046509277537634605,0.0046509277537634605,0.0,0
494,drop_y,ejar_assumed_map,redundant_4link,0.007898171499041281,0.8104544393316432,0.03407600121272038,0
495,identity,raw_joint,long_2link,2.1328349162115825,2.1328349162115825,0.0,0
495,identity,ejar_correct_map,long_2link,0.722032225116067,0.722032225116067,0.0,0
495,identity,ejar_assumed_map,long_2link,0.722032225116067,0.722032225116067,0.0,0
496,rotate_30,raw_joint,needle_5link,0.7572252599110079,0.7572252599110079,0.0,1
496,rotate_30,ejar_correct_map,needle_5link,0.013882891660416601,0.013882891660416601,0.0,0
496,rotate_30,ejar_assumed_map,needle_5link,0.005990765834159282,0.5213607954456742,0.018852103260241938,0
497,scale_x2,raw_joint,heavy_3link,0.7758207986072816,0.7758207986072816,0.0,0
497,scale_x2,ejar_correct_map,heavy_3link,0.009760502757974654,0.009760502757974654,0.0,0
497,scale_x2,ejar_assumed_map,heavy_3link,0.3781360900687717,0.4221007154361375,0.007550641858447834,1
498,swap_axes,raw_joint,short_2link,0.5711135314565355,0.5711135314565355,0.0,0
498,swap_axes,ejar_correct_map,short_2link,0.4375646776990601,0.4375646776990601,0.0,1
498,swap_axes,ejar_assumed_map,short_2link,0.4589674911398571,1.5415423077477661,0.04803009973791067,1
499,drop_y,raw_joint,soft_5link,1.5321233460545993,1.5321233460545993,0.0,0
499,drop_y,ejar_correct_map,soft_5link,0.0046176764187712705,0.0046176764187712705,0.0,0
499,drop_y,ejar_assumed_map,soft_5link,0.004838242772779337,0.36643503265896143,0.003359376729438751,0
500,identity,raw_joint,asym_3link,0.46857936781818926,0.46857936781818926,0.0,0
500,identity,ejar_correct_map,asym_3link,0.31423475100997666,0.31423475100997666,0.0,1
500,identity,ejar_assumed_map,asym_3link,0.31423475100997666,0.31423475100997666,0.0,1
501,rotate_30,raw_joint,large_6link,3.3966921528934892,3.3966921528934892,0.0,0
501,rotate_30,ejar_correct_map,large_6link,0.012012563668869655,0.012012563668869655,0.0,0
501,rotate_30,ejar_assumed_map,large_6link,0.01105975103446741,0.5192174095139103,0.011890665452139354,0
502,scale_x2,raw_joint,long_4link,0.7426822166815741,0.7426822166815741,0.0,0
502,scale_x2,ejar_correct_map,long_4link,0.6146157206097486,0.6146157206097486,0.0,1
502,scale_x2,ejar_assumed_map,long_4link,0.8525305092931489,0.7529060886589005,0.029515188854196496,1
503,swap_axes,raw_joint,wide_2link,1.2730867284447156,1.2730867284447156,0.0,0
503,swap_axes,ejar_correct_map,wide_2link,0.6142532331157908,0.6142532331157908,0.0,1
503,swap_axes,ejar_assumed_map,wide_2link,0.3473760244753566,0.6909370797003377,0.030785229108823326,1
504,drop_y,raw_joint,snake_6link,1.1988958238863776,1.1988958238863776,0.0,0
504,drop_y,ejar_correct_map,snake_6link,0.6169469207582389,0.6169469207582389,0.0,1
504,drop_y,ejar_assumed_map,snake_6link,0.593626612749065,0.681691753541037,0.014263003944367088,1
505,identity,raw_joint,redundant_4link,1.680848886482459,1.680848886482459,0.0,0
505,identity,ejar_correct_map,redundant_4link,0.7244357033495126,0.7244357033495126,0.0,1
505,identity,ejar_assumed_map,redundant_4link,0.7244357033495126,0.7244357033495126,0.0,1
506,rotate_30,raw_joint,long_2link,1.597073598416084,1.597073598416084,0.0,0
506,rotate_30,ejar_correct_map,long_2link,0.9453301832892794,0.9453301832892794,0.0,1
506,rotate_30,ejar_assumed_map,long_2link,0.9162216204393486,0.9653215895622269,0.001735910388174361,1
507,scale_x2,raw_joint,needle_5link,1.1362197617078367,1.1362197617078367,0.0,1
507,scale_x2,ejar_correct_map,needle_5link,0.14778032048924383,0.14778032048924383,0.0,1
507,scale_x2,ejar_assumed_map,needle_5link,0.015266118574569467,0.32934334498944856,0.014742393212904211,0
508,swap_axes,raw_joint,heavy_3link,1.1917877375556136,1.1917877375556136,0.0,0
508,swap_axes,ejar_correct_map,heavy_3link,0.10045989268237264,0.10045989268237264,0.0,1
508,swap_axes,ejar_assumed_map,heavy_3link,0.013906514168326667,1.0224757356873275,0.016822297647617564,0
509,drop_y,raw_joint,short_2link,0.942990604898904,0.942990604898904,0.0,0
509,drop_y,ejar_correct_map,short_2link,0.6894273520647267,0.6894273520647267,0.0,1
509,drop_y,ejar_assumed_map,short_2link,0.0025503304853421982,0.8024277868150792,0.03814060274514113,0
510,identity,raw_joint,soft_5link,1.092784419338626,1.092784419338626,0.0,0
510,identity,ejar_correct_map,soft_5link,0.789648074984661,0.789648074984661,0.0,1
510,identity,ejar_assumed_map,soft_5link,0.789648074984661,0.789648074984661,0.0,1
511,rotate_30,raw_joint,asym_3link,1.6799148161130393,1.6799148161130393,0.0,0
511,rotate_30,ejar_correct_map,asym_3link,0.006310471346157072,0.006310471346157072,0.0,0
511,rotate_30,ejar_assumed_map,asym_3link,0.0053214750982612516,0.5186747652342291,0.0058001063316228925,0
512,scale_x2,raw_joint,large_6link,2.2420191528342652,2.2420191528342652,0.0,0
512,scale_x2,ejar_correct_map,large_6link,0.005019273653449889,0.005019273653449889,0.0,0
512,scale_x2,ejar_assumed_map,large_6link,0.15160491285589103,0.5728944831373122,0.01333740387349153,1
513,swap_axes,raw_joint,long_4link,1.269711113857711,1.269711113857711,0.0,0
513,swap_axes,ejar_correct_map,long_4link,0.008655630458545104,0.008655630458545104,0.0,0
513,swap_axes,ejar_assumed_map,long_4link,0.0023848774358985227,1.813759234849653,0.055173347969538496,0
514,drop_y,raw_joint,wide_2link,1.013946995058095,1.013946995058095,0.0,0
514,drop_y,ejar_correct_map,wide_2link,0.12139455175602393,0.12139455175602393,0.0,1
514,drop_y,ejar_assumed_map,wide_2link,0.004732484249888737,0.7137531260824094,0.0313486162556361,0
515,identity,raw_joint,snake_6link,1.2547781408186782,1.2547781408186782,0.0,0
515,identity,ejar_correct_map,snake_6link,0.07232031916229513,0.07232031916229513,0.0,1
515,identity,ejar_assumed_map,snake_6link,0.07232031916229513,0.07232031916229513,0.0,1
516,rotate_30,raw_joint,redundant_4link,1.8241609685643971,1.8241609685643971,0.0,0
516,rotate_30,ejar_correct_map,redundant_4link,0.6621942248932549,0.6621942248932549,0.0,1
516,rotate_30,ejar_assumed_map,redundant_4link,0.537576674518368,0.6448725541075108,0.010688094838292,1
517,scale_x2,raw_joint,long_2link,1.1319510321268857,1.1319510321268857,0.0,1
517,scale_x2,ejar_correct_map,long_2link,0.004558967951811953,0.004558967951811953,0.0,0
517,scale_x2,ejar_assumed_map,long_2link,0.0022249907704351463,0.38827203893334167,0.02732827888846898,0
518,swap_axes,raw_joint,needle_5link,0.5734720785603775,0.5734720785603775,0.0,0
518,swap_axes,ejar_correct_map,needle_5link,0.023991012887254307,0.023991012887254307,0.0,0
518,swap_axes,ejar_assumed_map,needle_5link,0.029365362610493995,1.960010720176881,0.04352531850888378,0
519,drop_y,raw_joint,heavy_3link,1.5047035707992513,1.5047035707992513,0.0,1
519,drop_y,ejar_correct_map,heavy_3link,0.3797098317781367,0.3797098317781367,0.0,1
519,drop_y,ejar_assumed_map,heavy_3link,0.395421187739825,0.7633649066337452,0.023224699626962712,1
520,identity,raw_joint,short_2link,0.5980197359866822,0.5980197359866822,0.0,0
520,identity,ejar_correct_map,short_2link,0.31877312712548106,0.31877312712548106,0.0,1
520,identity,ejar_assumed_map,short_2link,0.31877312712548106,0.31877312712548106,0.0,1
521,rotate_30,raw_joint,soft_5link,0.9149830871707344,0.9149830871707344,0.0,0
521,rotate_30,ejar_correct_map,soft_5link,0.2150539387748616,0.2150539387748616,0.0,1
521,rotate_30,ejar_assumed_map,soft_5link,0.03565821680251756,0.5449102535825094,0.012086378768011979,0
522,scale_x2,raw_joint,asym_3link,0.45485230120011616,0.45485230120011616,0.0,0
522,scale_x2,ejar_correct_map,asym_3link,0.001516384414997561,0.001516384414997561,0.0,0
522,scale_x2,ejar_assumed_map,asym_3link,0.001340396413979176,0.3199722200432996,0.010630058047555914,0
523,swap_axes,raw_joint,large_6link,0.5708490419160657,0.5708490419160657,0.0,1
523,swap_axes,ejar_correct_map,large_6link,0.0018712965610841112,0.0018712965610841112,0.0,0
523,swap_axes,ejar_assumed_map,large_6link,0.002679679408818332,0.5157570459122792,0.03250940947431657,0
524,drop_y,raw_joint,long_4link,0.3287658571273485,0.3287658571273485,0.0,0
524,drop_y,ejar_correct_map,long_4link,0.004420880772538874,0.004420880772538874,0.0,0
524,drop_y,ejar_assumed_map,long_4link,0.0012567733199061347,0.2522744174182642,0.007221721763060187,0
525,identity,raw_joint,wide_2link,0.38170778999783456,0.38170778999783456,0.0,0
525,identity,ejar_correct_map,wide_2link,0.40065434715333,0.40065434715333,0.0,1
525,identity,ejar_assumed_map,wide_2link,0.40065434715333,0.40065434715333,0.0,1
526,rotate_30,raw_joint,snake_6link,2.0774121342919702,2.0774121342919702,0.0,0
526,rotate_30,ejar_correct_map,snake_6link,0.007782782966970381,0.007782782966970381,0.0,0
526,rotate_30,ejar_assumed_map,snake_6link,0.01346696440017447,0.5083997482903575,0.0048090573558889575,0
527,scale_x2,raw_joint,redundant_4link,0.3635262811742897,0.3635262811742897,0.0,0
527,scale_x2,ejar_correct_map,redundant_4link,0.0024709862977358734,0.0024709862977358734,0.0,0
527,scale_x2,ejar_assumed_map,redundant_4link,0.0036767730687595804,0.33052932336171126,0.025199812889943243,0
528,swap_axes,raw_joint,long_2link,1.529103921266463,1.529103921266463,0.0,1
528,swap_axes,ejar_correct_map,long_2link,0.7699184031972502,0.7699184031972502,0.0,1
528,swap_axes,ejar_assumed_map,long_2link,0.0005328358963124555,1.4849343108538295,0.14620139065799512,0
529,drop_y,raw_joint,needle_5link,1.837356627248369,1.837356627248369,0.0,1
529,drop_y,ejar_correct_map,needle_5link,0.23263508004037878,0.23263508004037878,0.0,1
529,drop_y,ejar_assumed_map,needle_5link,0.2870273492147252,0.4574230429796233,0.010183904875054998,1
530,identity,raw_joint,heavy_3link,1.8162800609996363,1.8162800609996363,0.0,0
530,identity,ejar_correct_map,heavy_3link,0.01081530409918529,0.01081530409918529,0.0,0
530,identity,ejar_assumed_map,heavy_3link,0.01081530409918529,0.01081530409918529,0.0,0
531,rotate_30,raw_joint,short_2link,0.4534452245582804,0.4534452245582804,0.0,0
531,rotate_30,ejar_correct_map,short_2link,0.27231486336950694,0.27231486336950694,0.0,0
531,rotate_30,ejar_assumed_map,short_2link,0.6522470582360965,0.3578667336124256,0.003367180392094186,0
532,scale_x2,raw_joint,soft_5link,5.948146633952415,5.948146633952415,0.0,0
532,scale_x2,ejar_correct_map,soft_5link,0.04024005566750645,0.04024005566750645,0.0,0
532,scale_x2,ejar_assumed_map,soft_5link,0.04634994522379734,0.88791195998255,0.006177272147377037,0
533,swap_axes,raw_joint,asym_3link,1.0483374829831862,1.0483374829831862,0.0,0
533,swap_axes,ejar_correct_map,asym_3link,0.022511386211562456,0.022511386211562456,0.0,0
533,swap_axes,ejar_assumed_map,asym_3link,0.017382894631973955,1.6493100518408996,0.04369651484379292,0
534,drop_y,raw_joint,large_6link,0.6225961009916258,0.6225961009916258,0.0,0
534,drop_y,ejar_correct_map,large_6link,0.001559583493315102,0.001559583493315102,0.0,0
534,drop_y,ejar_assumed_map,large_6link,0.0020869099481431114,0.04541959010025947,0.0020464317539134703,0
535,identity,raw_joint,long_4link,0.9836986457374575,0.9836986457374575,0.0,1
535,identity,ejar_correct_map,long_4link,0.4214259399329369,0.4214259399329369,0.0,1
535,identity,ejar_assumed_map,long_4link,0.4214259399329369,0.4214259399329369,0.0,1
