trial,scenario,method,relative_effect_error,absolute_error,effect_cosine,clipped
48,same_geometry_diff_limits,ejar_absolute,0.0906409769304265,0.0015886281690882403,0.9958818047635566,0
49,same_limits_diff_geometry,normalized_copy,0.1215732904474435,0.009824956057486175,0.997496237444698,0
49,same_limits_diff_geometry,ejar_absolute,0.1099680065567083,0.008887074028946219,0.9987809330361791,1
50,matched_morphology,normalized_copy,0.0,0.0,0.9999182195684485,0
50,matched_morphology,ejar_absolute,0.006346552615098817,2.219195437964614e-05,0.9999156787029795,0
51,random_map,normalized_copy,0.19227499922510452,0.0088924143724878,0.9996964899859083,0
51,random_map,ejar_absolute,0.20239712609851154,0.009360546718616955,0.9999302999802687,0
52,zero_effect,normalized_copy,0.0,0.0,0.0,0
52,zero_effect,ejar_absolute,0.0,0.0,0.0,0
53,same_geometry_diff_limits,normalized_copy,1.2693965728345882,0.07550609493842604,-0.3688452565636696,0
53,same_geometry_diff_limits,ejar_absolute,0.558763830432968,0.03323632325130592,0.9999968942621815,1
54,same_limits_diff_geometry,normalized_copy,1.186588407372821,0.08741300807457138,0.21911070380885447,0
54,same_limits_diff_geometry,ejar_absolute,0.8678803167850624,0.06393457804535761,0.999728112399017,1
55,matched_morphology,normalized_copy,0.0,0.0,0.9999978528786078,0
55,matched_morphology,ejar_absolute,0.021785651290626207,0.00047015580455765155,0.9997778549449688,0
56,random_map,normalized_copy,1.7836461453298964,0.10474832004574082,-0.05127297583090069,0
56,random_map,ejar_absolute,1.0558359053422388,0.062006153865299174,-0.13257773526780706,0
57,zero_effect,normalized_copy,0.0,0.0,0.0,0
57,zero_effect,ejar_absolute,0.0,0.0,0.0,0
58,same_geometry_diff_limits,normalized_copy,1.5069371993416123,0.05322713393318082,-0.8059331863085977,0
58,same_geometry_diff_limits,ejar_absolute,0.002352089401790082,8.307909424931185e-05,0.9999983376893771,0
59,same_limits_diff_geometry,normalized_copy,1.8275417604270392,0.05002740726095198,-0.5574077416420408,0
59,same_limits_diff_geometry,ejar_absolute,0.1266900669337579,0.003468033240964839,0.999862595018178,1
60,matched_morphology,normalized_copy,0.0,0.0,0.999999578554605,0
60,matched_morphology,ejar_absolute,0.0005725317845062783,2.788873802900071e-05,0.9999995039003643,0
61,random_map,normalized_copy,1.7220803847476644,0.08134431391322362,-0.6707226187307251,0
61,random_map,ejar_absolute,1.4515785656080722,0.06856687037163585,-0.7851315934418931,0
62,zero_effect,normalized_copy,0.0,0.0,0.0,0
62,zero_effect,ejar_absolute,0.0,0.0,0.0,0
63,same_geometry_diff_limits,normalized_copy,0.7724418519982861,0.07349465102853368,0.6509097997888627,0
63,same_geometry_diff_limits,ejar_absolute,0.9272296862835762,0.0882220739857832,0.9735398373183366,1
64,same_limits_diff_geometry,normalized_copy,1.298448275966174,0.02452981644236897,-0.4201207652847679,0
64,same_limits_diff_geometry,ejar_absolute,0.0021264652771562807,4.0172414939594946e-05,0.9999957980426616,0
65,matched_morphology,normalized_copy,0.0,0.0,0.9999967036768646,0
65,matched_morphology,ejar_absolute,0.008190771361513395,0.00014266230050746147,0.9999860355190293,0
66,random_map,normalized_copy,0.4628953040133803,0.0075767938792552616,0.9150472948726758,0
66,random_map,ejar_absolute,0.8024326571454603,0.013134431895205653,0.6250288074999246,0
67,zero_effect,normalized_copy,0.0,0.0,0.0,0
67,zero_effect,ejar_absolute,0.0,0.0,0.0,0
68,same_geometry_diff_limits,normalized_copy,1.1544289006778559,0.05010820688533558,0.20123677271329513,0
68,same_geometry_diff_limits,ejar_absolute,0.9752683855529624,0.042331710513588375,0.22190716254636952,0
69,same_limits_diff_geometry,normalized_copy,0.3104613207487062,0.013521399007582454,0.9994813729524311,0
69,same_limits_diff_geometry,ejar_absolute,0.012826194196350636,0.0005586141586312827,0.9999257584033117,0
70,matched_morphology,normalized_copy,0.0,0.0,0.9999941566393579,0
70,matched_morphology,ejar_absolute,0.007000591314883876,9.158031724942314e-05,0.9999925756329406,0
71,random_map,normalized_copy,0.7696044732920098,0.031796799054381035,0.6491735004741419,0
71,random_map,ejar_absolute,1.1252093621821055,0.04648888776642733,0.3856108974445565,1
72,zero_effect,normalized_copy,0.0,0.0,0.0,0
72,zero_effect,ejar_absolute,0.0,0.0,0.0,0
73,same_geometry_diff_limits,normalized_copy,1.3489021976336706,0.14050455852659824,-0.638723663447391,0
73,same_geometry_diff_limits,ejar_absolute,0.7213658611935515,0.07513902196983813,0.9999549624364881,1
74,same_limits_diff_geometry,normalized_copy,1.874067134850267,0.08129843008305727,-0.9995990465403684,0
74,same_limits_diff_geometry,ejar_absolute,0.015658107425642668,0.0006792603787261431,0.9998809340831376,0
75,matched_morphology,normalized_copy,0.0,0.0,0.9999977812295195,0
75,matched_morphology,ejar_absolute,0.0015105871777594943,3.2069275091253915e-05,0.999997133646141,0
76,random_map,normalized_copy,0.9015824600994039,0.015594384404017999,0.9487583723703721,0
76,random_map,ejar_absolute,1.6969425703451317,0.02935147468439735,-0.9592572385356289,0
77,zero_effect,normalized_copy,0.0,0.0,0.0,0
77,zero_effect,ejar_absolute,0.0,0.0,0.0,0
78,same_geometry_diff_limits,normalized_copy,1.1934677671835108,0.0474262438538177,-0.042704829544449804,0
78,same_geometry_diff_limits,ejar_absolute,0.7980331979772921,0.0317123914791856,0.9995758264057583,1
79,same_limits_diff_geometry,normalized_copy,0.44877815046191566,0.01230444306582218,0.9838361881643456,0
79,same_limits_diff_geometry,ejar_absolute,0.022877130321558053,0.0006272371933911547,0.9997819447933528,0
80,matched_morphology,normalized_copy,0.0,0.0,0.9999978997508172,0
80,matched_morphology,ejar_absolute,0.0010181180282966204,2.2215816493361393e-05,0.9999975944941448,0
81,random_map,normalized_copy,1.8461535584735058,0.012912700350209944,0.7296764768876145,0
81,random_map,ejar_absolute,1.081087242313425,0.007561535468355463,-0.18453074419811163,0
82,zero_effect,normalized_copy,0.0,0.0,0.0,0
82,zero_effect,ejar_absolute,0.0,0.0,0.0,0
83,same_geometry_diff_limits,normalized_copy,1.2813456204149296,0.11357348858668703,-0.18700892710555328,0
83,same_geometry_diff_limits,ejar_absolute,0.7730063847412016,0.06851627727608078,0.9999913165647047,1
84,same_limits_diff_geometry,normalized_copy,1.6661094225474442,0.051115590924156636,-0.6689712165590866,0
84,same_limits_diff_geometry,ejar_absolute,0.45691133255586447,0.014017862480981075,0.9995534644930171,1
85,matched_morphology,normalized_copy,0.0,0.0,0.9999997181620568,0
85,matched_morphology,ejar_absolute,0.0060090935995629965,0.0003579391350944505,0.9999819537814135,0
86,random_map,normalized_copy,0.2868208100710937,0.021196579036307343,0.9712728487143867,0
86,random_map,ejar_absolute,0.9377036390608006,0.0692980027950504,0.9915722222401502,0
87,zero_effect,normalized_copy,0.0,0.0,0.0,0
87,zero_effect,ejar_absolute,0.0,0.0,0.0,0
88,same_geometry_diff_limits,normalized_copy,0.5638446911690856,0.046805932916931074,0.8937645780852429,0
88,same_geometry_diff_limits,ejar_absolute,0.5113436974039368,0.04244771507657393,0.9999471195173291,1
89,same_limits_diff_geometry,normalized_copy,1.0230540569783388,0.03132395224820104,0.607366036260054,0
89,same_limits_diff_geometry,ejar_absolute,0.5621150615479948,0.01721088463099344,0.9979750872839805,1
90,matched_morphology,normalized_copy,0.0,0.0,0.9999998358492111,0
90,matched_morphology,ejar_absolute,0.0005541766411295273,4.325404216312672e-05,0.9999998150450597,0
91,random_map,normalized_copy,0.8650711934448369,0.010966544615440792,0.8538505804720765,0
91,random_map,ejar_absolute,2.4294876864388386,0.03079871958271895,-0.9279590546830642,0
92,zero_effect,normalized_copy,0.0,0.0,0.0,0
92,zero_effect,ejar_absolute,0.0,0.0,0.0,0
93,same_geometry_diff_limits,normalized_copy,0.7037754543085797,0.06048515346558169,0.7113562889393149,0
93,same_geometry_diff_limits,ejar_absolute,0.8473364560607318,0.07282333486916934,0.9984096391353816,1
94,same_limits_diff_geometry,normalized_copy,1.747413290650647,0.07060466354359379,-0.2542948848860307,0
94,same_limits_diff_geometry,ejar_absolute,0.5199729413014712,0.021009634508784902,0.9998824488765589,1
95,matched_morphology,normalized_copy,0.0,0.0,0.9999998204933985,0
95,matched_morphology,ejar_absolute,0.00341863568197106,0.0002551599897342561,0.9999948614119563,0
96,random_map,normalized_copy,0.6685854991273855,0.05894303527800224,0.7856447812319698,0
96,random_map,ejar_absolute,0.6891472287031077,0.06075577389309388,0.8352372679835554,0
97,zero_effect,normalized_copy,0.0,0.0,0.0,0
97,zero_effect,ejar_absolute,0.0,0.0,0.0,0
98,same_geometry_diff_limits,normalized_copy,0.9776772283861349,0.03926880929049556,0.3321173106744739,0
98,same_geometry_diff_limits,ejar_absolute,0.6028210538602283,0.02421255636628528,0.9996069595586133,1
99,same_limits_diff_geometry,normalized_copy,1.3885652588104627,0.01959668603503031,-0.5700573527826625,0
99,same_limits_diff_geometry,ejar_absolute,0.05323463598234182,0.0007512952242725514,0.9997174621554811,0
100,matched_morphology,normalized_copy,0.0,0.0,0.9999979321099816,0
100,matched_morphology,ejar_absolute,0.021812434930748425,0.0004796671767076434,0.9998130932795543,0
101,random_map,normalized_copy,7.282358300217301,0.02811218014892309,0.6828472056882007,0
101,random_map,ejar_absolute,4.664883422262947,0.01800790866558539,-0.6434706610435028,0
102,zero_effect,normalized_copy,0.0,0.0,0.0,0
102,zero_effect,ejar_absolute,0.0,0.0,0.0,0
103,same_geometry_diff_limits,normalized_copy,1.2218659146885487,0.029447063997598267,-0.1447195351834698,0
103,same_geometry_diff_limits,ejar_absolute,0.4237205323357901,0.010211697930839541,0.9987613063204119,1
104,same_limits_diff_geometry,normalized_copy,1.6401366391620071,0.043056851917024345,-0.9074383149282645,0
104,same_limits_diff_geometry,ejar_absolute,0.32366928767287806,0.0084969631533506,0.9996604810048695,1
105,matched_morphology,normalized_copy,0.0,0.0,0.9999996530692886,0
105,matched_morphology,ejar_absolute,0.0021260790559028374,0.00011414528286395948,0.99999822141424,0
106,random_map,normalized_copy,0.3378281109032387,0.01599794332325304,0.9449538939406599,0
106,random_map,ejar_absolute,0.9825893876656122,0.04653079133017072,0.19157247391350077,0
107,zero_effect,normalized_copy,0.0,0.0,0.0,0
107,zero_effect,ejar_absolute,0.0,0.0,0.0,0
108,same_geometry_diff_limits,normalized_copy,0.9444442267643012,0.03944137940781328,0.37379684722509904,0
108,same_geometry_diff_limits,ejar_absolute,0.7215780433470793,0.03013415993605547,0.9974618616322454,1
109,same_limits_diff_geometry,normalized_copy,1.0167256798285782,0.011608222973290798,0.428889199413897,0
109,same_limits_diff_geometry,ejar_absolute,0.07275776389089271,0.0008306944174223352,0.9992574065588076,0
110,matched_morphology,normalized_copy,0.0,0.0,0.9999998811767015,0
110,matched_morphology,ejar_absolute,0.0010250439925636968,9.403546609447079e-05,0.9999996879184108,0
111,random_map,normalized_copy,0.887134910005544,0.042162788410979805,0.4812075078251658,0
111,random_map,ejar_absolute,1.505874470788974,0.0715695729807036,-0.5431293392467289,0
112,zero_effect,normalized_copy,0.0,0.0,0.0,0
112,zero_effect,ejar_absolute,0.0,0.0,0.0,0
113,same_geometry_diff_limits,normalized_copy,1.5800012845742362,0.03891608541204692,-0.9380117268833684,0
113,same_geometry_diff_limits,ejar_absolute,0.16488202105711672,0.00406111240352488,0.9997282853993303,1
114,same_limits_diff_geometry,normalized_copy,1.885028190881611,0.1483124999310284,-0.8644024629551103,0
114,same_limits_diff_geometry,ejar_absolute,0.6070897333135159,0.04776533129092273,0.9996818849188882,1
115,matched_morphology,normalized_copy,0.0,0.0,0.9999992329298348,0
115,matched_morphology,ejar_absolute,0.023016933555259855,0.0008310549941795412,0.9997344697132727,0
116,random_map,normalized_copy,1.7222609235175972,0.085881937750234,-0.5831427613622128,0
116,random_map,ejar_absolute,1.185543609313609,0.059118093585555816,0.13441066101387678,1
117,zero_effect,normalized_copy,0.0,0.0,0.0,0
117,zero_effect,ejar_absolute,0.0,0.0,0.0,0
118,same_geometry_diff_limits,normalized_copy,0.4487413593767882,0.002427911240886747,0.9797377654378117,0
118,same_geometry_diff_limits,ejar_absolute,0.3181220525939626,0.001721196612096368,0.9489308676250765,0
119,same_limits_diff_geometry,normalized_copy,0.33239944145845773,0.01860379662640286,0.9431484405583276,0
119,same_limits_diff_geometry,ejar_absolute,0.3324196448965204,0.018604927376356058,0.9431328532436951,0
120,matched_morphology,normalized_copy,0.0,0.0,0.9999998447493276,0
120,matched_morphology,ejar_absolute,0.00042535919853874967,3.4138077161764605e-05,0.9999998436387707,0
121,random_map,normalized_copy,1.0671613827615294,0.01123895794969528,0.5682680749246134,0
121,random_map,ejar_absolute,6.537571479793176,0.0688513397705487,0.999349153306063,1
122,zero_effect,normalized_copy,0.0,0.0,0.0,0
122,zero_effect,ejar_absolute,0.0,0.0,0.0,0
123,same_geometry_diff_limits,normalized_copy,1.6267943994478877,0.024129717147153115,-0.289019370496622,0
123,same_geometry_diff_limits,ejar_absolute,0.015614411891625202,0.00023160354036867308,0.9999409346450027,0
124,same_limits_diff_geometry,normalized_copy,0.32768776304018754,0.008255504849096967,0.9679642027949855,0
124,same_limits_diff_geometry,ejar_absolute,0.015250046319083525,0.00038419753660653917,0.999901253868953,0
125,matched_morphology,normalized_copy,0.0,0.0,0.9999962545607816,0
125,matched_morphology,ejar_absolute,0.05819974377061393,0.000950974581892777,0.9983686841837789,0
126,random_map,normalized_copy,1.5078075729495206,0.015503198902813351,0.8997863474438145,0
126,random_map,ejar_absolute,1.0957878960185374,0.011266834052331346,0.30558107691296216,0
127,zero_effect,normalized_copy,0.0,0.0,0.0,0
127,zero_effect,ejar_absolute,0.0,0.0,0.0,0
128,same_geometry_diff_limits,normalized_copy,1.7133405594231874,0.16240325239011338,-0.980400317504935,0
128,same_geometry_diff_limits,ejar_absolute,0.39051683054043956,0.037016110453952894,0.9999780652890695,1
129,same_limits_diff_geometry,normalized_copy,1.9182212676907455,0.08613949829214984,-0.5763076126801917,0
129,same_limits_diff_geometry,ejar_absolute,0.6800433668105617,0.030537975686447352,0.9997696436192057,1
130,matched_morphology,normalized_copy,0.0,0.0,0.9999995585488072,0
130,matched_morphology,ejar_absolute,0.00046110227409639214,2.1946022995653633e-05,0.9999995559941258,0
131,random_map,normalized_copy,0.22270867639992642,0.0033094198377039944,0.9922510833778116,0
131,random_map,ejar_absolute,1.0759385596248134,0.015988296778248895,0.15226552140104668,0
132,zero_effect,normalized_copy,0.0,0.0,0.0,0
132,zero_effect,ejar_absolute,0.0,0.0,0.0,0
133,same_geometry_diff_limits,normalized_copy,1.521968701830435,0.016892339429860202,-0.5607637775793984,0
133,same_geometry_diff_limits,ejar_absolute,0.019023692142396367,0.0002111440691862049,0.9998716048404903,0
134,same_limits_diff_geometry,normalized_copy,0.653528335166668,0.012885703912285771,0.7896110348915696,0
134,same_limits_diff_geometry,ejar_absolute,0.49965179171278135,0.009851699919961418,0.9986735898836554,1
135,matched_morphology,normalized_copy,0.0,0.0,0.9999998300648434,0
135,matched_morphology,ejar_absolute,0.0016875859708547726,0.00012945661803018732,0.9999985962697151,0
136,random_map,normalized_copy,2.1410618467893845,0.029596860531659473,-0.22012397066667588,0
136,random_map,ejar_absolute,1.0535202629223137,0.014563284258110544,-0.21199120268574861,0
137,zero_effect,normalized_copy,0.0,0.0,0.0,0
137,zero_effect,ejar_absolute,0.0,0.0,0.0,0
138,same_geometry_diff_limits,normalized_copy,0.678716394964816,0.021594413853144246,0.747562043364093,0
138,same_geometry_diff_limits,ejar_absolute,0.7243220226245132,0.023045427568183435,0.99007258188485,1
139,same_limits_diff_geometry,normalized_copy,0.4679407432320374,0.016149858367783244,0.8878118934009697,0
139,same_limits_diff_geometry,ejar_absolute,0.020967926852268434,0.000723657971287742,0.9998196586461529,0
140,matched_morphology,normalized_copy,0.0,0.0,0.9999995595903238,0
140,matched_morphology,ejar_absolute,0.0037476117433701984,0.000178577228487819,0.9999934394618476,0
141,random_map,normalized_copy,0.7641640735335308,0.015558852260132892,0.6985026439703153,0
141,random_map,ejar_absolute,1.1030671694480598,0.022459128499832916,-0.9551408940900729,0
142,zero_effect,normalized_copy,0.0,0.0,0.0,0
142,zero_effect,ejar_absolute,0.0,0.0,0.0,0
143,same_geometry_diff_limits,normalized_copy,1.5295218227540766,0.046362247789737604,-0.7351773387421385,0
143,same_geometry_diff_limits,ejar_absolute,0.31227642511896725,0.009465596884515202,0.9998693909856413,1
144,same_limits_diff_geometry,normalized_copy,0.42854877752115433,0.007984218044046606,0.9055010249033912,0
144,same_limits_diff_geometry,ejar_absolute,0.012950509420611763,0.00024127869782697,0.999931328246428,0
145,matched_morphology,normalized_copy,0.0,0.0,0.9999931626855759,0
145,matched_morphology,ejar_absolute,0.004983757357256085,6.027159227795637e-05,0.9999811873257243,0
146,random_map,normalized_copy,1.1053445107238367,0.04103132203727278,0.6071080740634778,0
146,random_map,ejar_absolute,1.670604475003035,0.06201424944506248,-0.8435615102878079,0
147,zero_effect,normalized_copy,0.0,0.0,0.0,0
147,zero_effect,ejar_absolute,0.0,0.0,0.0,0
148,same_geometry_diff_limits,normalized_copy,0.5659941358592399,0.02848188724822094,0.9761485366003164,0
148,same_geometry_diff_limits,ejar_absolute,0.0036135074878262704,0.0001818384790906483,0.9999965872415533,0
149,same_limits_diff_geometry,normalized_copy,0.47994576041308823,0.01744810342553524,0.8914561687917912,0
149,same_limits_diff_geometry,ejar_absolute,0.10545147313095507,0.003833616965342776,0.9997745469244631,1
150,matched_morphology,normalized_copy,0.0,0.0,0.9999981955048421,0
150,matched_morphology,ejar_absolute,0.0026838600361676662,6.318029212999649e-05,0.9999950396479819,0
151,random_map,normalized_copy,1.4062881336920046,0.05778453585104109,-0.3109978627850304,0
151,random_map,ejar_absolute,1.5349258854675745,0.06307027538135894,-0.5559787651598941,0
152,zero_effect,normalized_copy,0.0,0.0,0.0,0
152,zero_effect,ejar_absolute,0.0,0.0,0.0,0
153,same_geometry_diff_limits,normalized_copy,0.3065510537276004,0.016665850056248894,0.9968936682320795,0
153,same_geometry_diff_limits,ejar_absolute,0.07986046724008299,0.004341666930389574,0.9968066024070473,0
154,same_limits_diff_geometry,normalized_copy,0.7790278914273936,0.033570347832947246,0.7104992010304682,0
154,same_limits_diff_geometry,ejar_absolute,0.47819155296912386,0.02060652377225812,0.9998107939890312,1
155,matched_morphology,normalized_copy,0.0,0.0,0.9999997118970518,0
155,matched_morphology,ejar_absolute,0.019673709376099018,0.0011590771524087635,0.9998062977845636,0
156,random_map,normalized_copy,1.6381511407832046,0.11008951341805205,-0.9994449156671091,0
156,random_map,ejar_absolute,0.5036390571890996,0.03384631452123879,0.9991868550189417,0
157,zero_effect,normalized_copy,0.0,0.0,0.0,0
157,zero_effect,ejar_absolute,0.0,0.0,0.0,0
158,same_geometry_diff_limits,normalized_copy,1.3667908659944084,0.026798025479247114,-0.028239728825952094,0
158,same_geometry_diff_limits,ejar_absolute,0.016476115514251117,0.00032303944541558447,0.9999106941550702,0
159,same_limits_diff_geometry,normalized_copy,0.4581182642334323,0.025116599953395567,0.8894450937523908,0
159,same_limits_diff_geometry,ejar_absolute,0.5576590634697614,0.03057398209388628,0.9993804445473058,1
160,matched_morphology,normalized_copy,0.0,0.0,0.9999990368418133,0
160,matched_morphology,ejar_absolute,0.00751136839027873,0.00024203047677595358,0.9999897915349203,0
161,random_map,normalized_copy,0.31805719140943534,0.02308171056487445,0.986118149408525,0
161,random_map,ejar_absolute,0.5996617764758453,0.04351802108324626,0.975442710967358,0
