trial,scenario,method,relative_effect_error,absolute_error,effect_cosine,clipped
701,random_map,ejar_absolute,1.5494782238199094,0.057833128023844445,-0.9743098872725391,0
702,zero_effect,normalized_copy,0.0,0.0,0.0,0
702,zero_effect,ejar_absolute,0.0,0.0,0.0,0
703,same_geometry_diff_limits,normalized_copy,1.5675505994028427,0.11078467065333487,-0.6553906609046944,0
703,same_geometry_diff_limits,ejar_absolute,0.7921220591795,0.05598223207395827,0.9986028550365587,1
704,same_limits_diff_geometry,normalized_copy,1.0509498983318053,0.058671921535331684,0.297257813415218,0
704,same_limits_diff_geometry,ejar_absolute,0.693817863289311,0.038734127382606925,0.9999214795844241,1
705,matched_morphology,normalized_copy,0.0,0.0,0.9999999224410665,0
705,matched_morphology,ejar_absolute,0.0025117376919957307,0.0002852058016888791,0.9999968656664823,0
706,random_map,normalized_copy,0.9016467616907891,0.04848742987385441,0.8141805723830182,0
706,random_map,ejar_absolute,1.1120359999766707,0.0598014320652123,-0.9999542217103677,0
707,zero_effect,normalized_copy,0.0,0.0,0.0,0
707,zero_effect,ejar_absolute,0.0,0.0,0.0,0
708,same_geometry_diff_limits,normalized_copy,0.6420892324596162,0.0107161629545326,0.7862034048131645,0
708,same_geometry_diff_limits,ejar_absolute,0.15335225403062122,0.002559375956737248,0.9986273852099048,1
709,same_limits_diff_geometry,normalized_copy,2.2272950073954183,0.03280082590890078,-0.9997400767339464,0
709,same_limits_diff_geometry,ejar_absolute,0.012569282927278864,0.000185104739034778,0.9999200693099889,0
710,matched_morphology,normalized_copy,0.0,0.0,0.9999991356781437,0
710,matched_morphology,ejar_absolute,0.0006411774116059955,2.1809227933636376e-05,0.9999990793278436,0
711,random_map,normalized_copy,1.7126696576071825,0.011823138387670634,0.22499820747698787,0
711,random_map,ejar_absolute,1.0422277595538298,0.007194851019835787,-0.05576431608473203,0
712,zero_effect,normalized_copy,0.0,0.0,0.0,0
712,zero_effect,ejar_absolute,0.0,0.0,0.0,0
713,same_geometry_diff_limits,normalized_copy,1.5016895720584618,0.20728024438702833,-0.7738154447750681,0
713,same_geometry_diff_limits,ejar_absolute,0.886338208028637,0.12234246264219534,0.9988012100815543,1
714,same_limits_diff_geometry,normalized_copy,0.08685014790023679,0.0036584119349150324,0.9996469581726943,0
714,same_limits_diff_geometry,ejar_absolute,0.028366977198937143,0.0011949097434038026,0.9995975284638058,0
715,matched_morphology,normalized_copy,0.0,0.0,0.9999982591376417,0
715,matched_morphology,ejar_absolute,0.02026054777388738,0.00048558873779381206,0.9997948068947553,0
716,random_map,normalized_copy,1.4849882035979913,0.12583803790604337,-0.2988148472203108,0
716,random_map,ejar_absolute,1.0931056098011673,0.09262987061323887,0.35587708743595364,0
717,zero_effect,normalized_copy,0.0,0.0,0.0,0
717,zero_effect,ejar_absolute,0.0,0.0,0.0,0
718,same_geometry_diff_limits,normalized_copy,1.155859351881155,0.006208326028949562,0.051204020795843,0
718,same_geometry_diff_limits,ejar_absolute,0.6683812626731658,0.003589994564271728,0.8752386045237748,0
719,same_limits_diff_geometry,normalized_copy,0.779530877013936,0.03286968064097986,0.7470446877122283,0
719,same_limits_diff_geometry,ejar_absolute,0.6129189076853582,0.025844324257698097,0.998323761338883,1
720,matched_morphology,normalized_copy,0.0,0.0,0.999999906150639,0
720,matched_morphology,ejar_absolute,0.0004557906903735877,4.7048932526130236e-05,0.9999999046040435,0
721,random_map,normalized_copy,0.41013506572018354,0.042756283679715776,0.9174550264261296,0
721,random_map,ejar_absolute,0.8651786174397127,0.09019424451289049,0.7051859916034311,1
722,zero_effect,normalized_copy,0.0,0.0,0.0,0
722,zero_effect,ejar_absolute,0.0,0.0,0.0,0
723,same_geometry_diff_limits,normalized_copy,0.4511216350823676,0.012980334102560645,0.9694424073532258,0
723,same_geometry_diff_limits,ejar_absolute,0.009594493643094773,0.00027606685946136335,0.9999558374817462,0
724,same_limits_diff_geometry,normalized_copy,1.1593749019030262,0.029491702175491435,0.04904592421030598,0
724,same_limits_diff_geometry,ejar_absolute,0.5033435483708286,0.012803846276248945,0.9993607090733135,1
725,matched_morphology,normalized_copy,0.0,0.0,0.9999998567955041,0
725,matched_morphology,ejar_absolute,0.000582917455125218,4.871118650005376e-05,0.9999998237592538,0
726,random_map,normalized_copy,0.5815477273645809,0.02344022652556105,0.8851234604510748,0
726,random_map,ejar_absolute,2.2881616837798284,0.09222807634029971,-0.9903291401050653,1
727,zero_effect,normalized_copy,0.0,0.0,0.0,0
727,zero_effect,ejar_absolute,0.0,0.0,0.0,0
728,same_geometry_diff_limits,normalized_copy,1.0425737234624106,0.03775793483940605,0.1383426792585234,0
728,same_geometry_diff_limits,ejar_absolute,0.3267333687787319,0.011833002281350688,0.9999970294452325,1
729,same_limits_diff_geometry,normalized_copy,0.31778281679948134,0.006714061519280311,0.9816137425192976,0
729,same_limits_diff_geometry,ejar_absolute,0.023844187994543086,0.0005037759646194582,0.9997604436038364,0
730,matched_morphology,normalized_copy,0.0,0.0,0.9999997965708644,0
730,matched_morphology,ejar_absolute,0.006003929794067442,0.0004209485233732706,0.9999818757617457,0
731,random_map,normalized_copy,0.5595671236933122,0.018498438058885076,0.9231862043410843,0
731,random_map,ejar_absolute,0.9240945518158293,0.030549160419737847,0.9838184933741974,0
732,zero_effect,normalized_copy,0.0,0.0,0.0,0
732,zero_effect,ejar_absolute,0.0,0.0,0.0,0
733,same_geometry_diff_limits,normalized_copy,0.783465328411455,0.05571878364056838,0.63022840230098,0
733,same_geometry_diff_limits,ejar_absolute,0.4264120063806397,0.030325730397588,0.9999711664889832,1
734,same_limits_diff_geometry,normalized_copy,0.45778106440102945,0.03302044353555802,0.8906213494908353,0
734,same_limits_diff_geometry,ejar_absolute,0.47870644775940246,0.034529823222437674,0.9998778080140001,1
735,matched_morphology,normalized_copy,0.0,0.0,0.9999998432840351,0
735,matched_morphology,ejar_absolute,0.0021121159436166942,0.000168717878537891,0.9999982888868163,0
736,random_map,normalized_copy,1.2208009725183144,0.018583773841084745,0.5781047000618715,0
736,random_map,ejar_absolute,1.2865291441101907,0.019584327988196645,-0.9482289080253435,0
737,zero_effect,normalized_copy,0.0,0.0,0.0,0
737,zero_effect,ejar_absolute,0.0,0.0,0.0,0
738,same_geometry_diff_limits,normalized_copy,0.5315811244834022,0.026962893636853395,0.9221298367391653,0
738,same_geometry_diff_limits,ejar_absolute,0.009212581705469724,0.0004672811904049415,0.9999720918033967,0
739,same_limits_diff_geometry,normalized_copy,1.9379222953711879,0.10637718294500402,-0.8853259882803712,0
739,same_limits_diff_geometry,ejar_absolute,0.5045258045594747,0.027694626322372063,0.9998460913632413,1
740,matched_morphology,normalized_copy,0.0,0.0,0.9999991375544147,0
740,matched_morphology,ejar_absolute,0.01632645793653964,0.0005559374715282306,0.9998660267668364,0
741,random_map,normalized_copy,0.49317431885944346,0.03552141190435301,0.8705248990677645,0
741,random_map,ejar_absolute,0.9112991866232719,0.06563730619836444,0.886164115480354,0
742,zero_effect,normalized_copy,0.0,0.0,0.0,0
742,zero_effect,ejar_absolute,0.0,0.0,0.0,0
743,same_geometry_diff_limits,normalized_copy,0.8086800972395434,0.005606238317697596,0.6078708350929444,0
743,same_geometry_diff_limits,ejar_absolute,0.44287676439201495,0.0030702779690359805,0.9979021851811432,1
744,same_limits_diff_geometry,normalized_copy,2.198076646217422,0.00830205303039572,-0.670816283232556,0
744,same_limits_diff_geometry,ejar_absolute,0.001940232860718245,7.328186725753489e-06,0.999928821264361,0
745,matched_morphology,normalized_copy,0.0,0.0,0.9999999481738575,0
745,matched_morphology,ejar_absolute,0.002251922483588767,0.0003128088173606932,0.9999975465655784,0
746,random_map,normalized_copy,1.3618088308990728,0.013441730816453466,0.5906581147079183,0
746,random_map,ejar_absolute,1.450511434198817,0.014317269650701328,-0.4939948055214731,0
747,zero_effect,normalized_copy,0.0,0.0,0.0,0
747,zero_effect,ejar_absolute,0.0,0.0,0.0,0
748,same_geometry_diff_limits,normalized_copy,0.9449698972761769,0.0439336263430651,0.3892405944836738,0
748,same_geometry_diff_limits,ejar_absolute,0.9266409497621,0.043081475249505174,0.4151854927312193,1
749,same_limits_diff_geometry,normalized_copy,1.5281689224793633,0.06210488285217898,-0.3208357435800228,0
749,same_limits_diff_geometry,ejar_absolute,0.6854114417769266,0.02785516487800056,0.9998906617063615,1
750,matched_morphology,normalized_copy,0.0,0.0,0.9999978231244989,0
750,matched_morphology,ejar_absolute,0.006429563684608909,0.00013780477108910711,0.9999914138940038,0
751,random_map,normalized_copy,0.2729829264060355,0.008229509478923935,0.999131848738308,0
751,random_map,ejar_absolute,1.4307204070165132,0.04313136834689595,0.5286730469866374,1
752,zero_effect,normalized_copy,0.0,0.0,0.0,0
752,zero_effect,ejar_absolute,0.0,0.0,0.0,0
753,same_geometry_diff_limits,normalized_copy,1.497242017953546,0.11098158631267051,-0.8784614033586428,0
753,same_geometry_diff_limits,ejar_absolute,0.5170966712591559,0.0383292802133497,0.9999738531017908,1
754,same_limits_diff_geometry,normalized_copy,1.1125138352515571,0.022329831425361785,-0.20478511025239912,0
754,same_limits_diff_geometry,ejar_absolute,0.022551765575065195,0.0004526479650669837,0.9997530079882222,0
755,matched_morphology,normalized_copy,0.0,0.0,0.9999991682701254,0
755,matched_morphology,ejar_absolute,0.004262324840974716,0.00014779346341468592,0.9999922979779332,0
756,random_map,normalized_copy,1.1437395440700346,0.07567025433517276,0.2325703680464591,0
756,random_map,ejar_absolute,1.288999155649447,0.08528068689373215,0.24624657883535964,0
757,zero_effect,normalized_copy,0.0,0.0,0.0,0
757,zero_effect,ejar_absolute,0.0,0.0,0.0,0
758,same_geometry_diff_limits,normalized_copy,0.8367869114281067,0.030641739740518845,0.5479254292407841,0
758,same_geometry_diff_limits,ejar_absolute,0.23092238661391393,0.008455992289371453,0.9999880162856543,1
759,same_limits_diff_geometry,normalized_copy,0.7467430924411154,0.03400073618860916,0.6797997844080238,0
759,same_limits_diff_geometry,ejar_absolute,0.6283266575411419,0.02860899436443273,0.9997984727546684,1
760,matched_morphology,normalized_copy,0.0,0.0,0.9999998869012013,0
760,matched_morphology,ejar_absolute,0.00102823851193447,9.668627978319465e-05,0.9999996054965093,0
761,random_map,normalized_copy,0.48315397616899797,0.01963209400094084,0.8999151345647148,0
761,random_map,ejar_absolute,0.9241705696130421,0.03755201114023342,0.5867466791360543,0
762,zero_effect,normalized_copy,0.0,0.0,0.0,0
762,zero_effect,ejar_absolute,0.0,0.0,0.0,0
763,same_geometry_diff_limits,normalized_copy,0.7937922302780228,0.038826594424382264,0.6083357867899057,0
763,same_geometry_diff_limits,ejar_absolute,0.49029900186860154,0.02398189320341939,0.9999970645916687,1
764,same_limits_diff_geometry,normalized_copy,0.6449684053200391,0.00655211454479808,0.766354428298197,0
764,same_limits_diff_geometry,ejar_absolute,0.33773196991498705,0.003430956515188142,0.9477939599670179,0
765,matched_morphology,normalized_copy,0.0,0.0,0.9999999363594698,0
765,matched_morphology,ejar_absolute,0.00043071650680629337,5.399140282999535e-05,0.9999999358753097,0
766,random_map,normalized_copy,3.185185233650743,0.03458828419336131,-0.09468387637675336,0
766,random_map,ejar_absolute,1.1322514507940427,0.01229524567195209,-0.2965705929461733,0
767,zero_effect,normalized_copy,0.0,0.0,0.0,0
767,zero_effect,ejar_absolute,0.0,0.0,0.0,0
768,same_geometry_diff_limits,normalized_copy,0.6597634890452304,0.04263498592531289,0.7969257201223187,0
768,same_geometry_diff_limits,ejar_absolute,0.13584205487204407,0.008778333741863263,0.9999804010215956,1
769,same_limits_diff_geometry,normalized_copy,1.8963521415386457,0.07865557611494713,-0.7535249585188963,0
769,same_limits_diff_geometry,ejar_absolute,0.7211416934448768,0.029911013949335864,0.9953247549919041,1
770,matched_morphology,normalized_copy,0.0,0.0,0.999994586610034,0
770,matched_morphology,ejar_absolute,0.021676104355535002,0.0002946086084819975,0.9998800822899009,0
771,random_map,normalized_copy,0.4327108364917564,0.009337640257059578,0.9174741760129601,0
771,random_map,ejar_absolute,0.816588280074275,0.017621485191554376,0.9742218757429554,0
772,zero_effect,normalized_copy,0.0,0.0,0.0,0
772,zero_effect,ejar_absolute,0.0,0.0,0.0,0
773,same_geometry_diff_limits,normalized_copy,0.7517101874857205,0.06236127594955925,0.6660912617570748,0
773,same_geometry_diff_limits,ejar_absolute,0.9284106774721917,0.07702020727697056,0.8563027937697509,1
774,same_limits_diff_geometry,normalized_copy,1.5329088156668116,0.03979366720617674,-0.3523545421450914,0
774,same_limits_diff_geometry,ejar_absolute,0.8898125100414251,0.02309915797899465,0.8067692201989867,1
775,matched_morphology,normalized_copy,0.0,0.0,0.9999997323109386,0
775,matched_morphology,ejar_absolute,0.0035153359191885986,0.00021485797002902623,0.9999942687141116,0
776,random_map,normalized_copy,0.52488147810211,0.007003981224137955,0.8578744569380176,0
776,random_map,ejar_absolute,0.5168116757392974,0.00689629835364305,0.9230435940434768,0
777,zero_effect,normalized_copy,0.0,0.0,0.0,0
777,zero_effect,ejar_absolute,0.0,0.0,0.0,0
778,same_geometry_diff_limits,normalized_copy,0.5799180284607791,0.040453470818074384,0.9464239989860057,0
778,same_geometry_diff_limits,ejar_absolute,0.295806205416279,0.020634619224330714,0.9999770395554093,1
779,same_limits_diff_geometry,normalized_copy,1.121553446224984,0.017532669476089405,-0.3322320864373831,0
779,same_limits_diff_geometry,ejar_absolute,0.023663331331629112,0.0003699167153710644,0.9997195205224095,0
780,matched_morphology,normalized_copy,0.0,0.0,0.9999995508946435,0
780,matched_morphology,ejar_absolute,0.004234319764029323,0.00019980642339950298,0.9999937641858525,0
781,random_map,normalized_copy,1.5465097245144384,0.08684601779785664,-0.5755632949417822,0
781,random_map,ejar_absolute,1.0312680415807016,0.057912033318509026,0.6252382106727649,0
782,zero_effect,normalized_copy,0.0,0.0,0.0,0
782,zero_effect,ejar_absolute,0.0,0.0,0.0,0
783,same_geometry_diff_limits,normalized_copy,0.4577420436276529,0.03846207110362815,0.9605004724809176,0
783,same_geometry_diff_limits,ejar_absolute,0.6587911245094018,0.05535535008431771,0.9935842322893742,1
784,same_limits_diff_geometry,normalized_copy,1.5890153640238827,0.007527353983289522,-0.6596616560699661,0
784,same_limits_diff_geometry,ejar_absolute,0.03531445305102588,0.00016728874676716796,0.9995905646677186,0
785,matched_morphology,normalized_copy,0.0,0.0,0.9999835485170586,0
785,matched_morphology,ejar_absolute,0.012585810114860468,9.812397489748348e-05,0.9999781675133577,0
786,random_map,normalized_copy,3.109295034270898,0.031610551246041056,0.5860605514604019,0
786,random_map,ejar_absolute,1.3717441355487698,0.013945794083638184,-0.3704552850614424,0
787,zero_effect,normalized_copy,0.0,0.0,0.0,0
787,zero_effect,ejar_absolute,0.0,0.0,0.0,0
788,same_geometry_diff_limits,normalized_copy,0.48915365512998715,0.053610524219232965,0.9352546591262695,0
788,same_geometry_diff_limits,ejar_absolute,0.7733639074468953,0.08475955163709196,0.9990526236333787,1
789,same_limits_diff_geometry,normalized_copy,0.85956239358113,0.020142894153782977,0.5218320407699107,0
789,same_limits_diff_geometry,ejar_absolute,0.015598903272091368,0.0003655430482664303,0.9999089964122461,0
790,matched_morphology,normalized_copy,0.0,0.0,0.99998320827022,0
790,matched_morphology,ejar_absolute,0.009804501181321212,7.566136894997809e-05,0.9999359602929059,0
791,random_map,normalized_copy,2.0120509126375192,0.02892815402950793,0.5744544934422299,0
791,random_map,ejar_absolute,1.604262888049214,0.02306520358795294,-0.39282390327714883,0
792,zero_effect,normalized_copy,0.0,0.0,0.0,0
792,zero_effect,ejar_absolute,0.0,0.0,0.0,0
793,same_geometry_diff_limits,normalized_copy,0.5081477811805108,0.03259783350135172,0.9199912222355173,0
793,same_geometry_diff_limits,ejar_absolute,0.00418889808568751,0.0002687190762383073,0.9999939016163789,0
794,same_limits_diff_geometry,normalized_copy,0.09888519722711378,0.004050987852687588,0.995216351131976,0
794,same_limits_diff_geometry,ejar_absolute,0.0025684715102314215,0.00010522148086557773,0.9999971249011006,0
795,matched_morphology,normalized_copy,0.0,0.0,0.999998584919306,0
795,matched_morphology,ejar_absolute,0.00437445565529055,0.00011628752423252629,0.999993458439998,0
796,random_map,normalized_copy,1.6584796792197987,0.01723710679721246,-0.1853858074859408,0
796,random_map,ejar_absolute,0.9810498477177025,0.010196363097107272,0.20818573238322136,0
797,zero_effect,normalized_copy,0.0,0.0,0.0,0
797,zero_effect,ejar_absolute,0.0,0.0,0.0,0
798,same_geometry_diff_limits,normalized_copy,0.3828666018923694,0.03779778254753357,0.9853091751615852,0
798,same_geometry_diff_limits,ejar_absolute,0.6280321844352371,0.062001291893328495,0.9988143486589457,1
799,same_limits_diff_geometry,normalized_copy,0.6473773046816893,0.04967667221088207,0.7732372057059197,0
799,same_limits_diff_geometry,ejar_absolute,0.7106398352275072,0.054531139567751706,0.7832902183730076,1
800,matched_morphology,normalized_copy,0.0,0.0,0.9999997717250686,0
800,matched_morphology,ejar_absolute,0.006287352780338453,0.00041613924570344223,0.999980123394881,0
801,random_map,normalized_copy,0.4318320342549084,0.00977085797032565,0.9901031947167304,0
801,random_map,ejar_absolute,1.1252379619099602,0.02546022396789327,-0.5929300925374652,0
802,zero_effect,normalized_copy,0.0,0.0,0.0,0
802,zero_effect,ejar_absolute,0.0,0.0,0.0,0
803,same_geometry_diff_limits,normalized_copy,0.7969967766992272,0.009003451780968846,0.8211580726072331,0
803,same_geometry_diff_limits,ejar_absolute,0.07107899287548092,0.0008029596903071654,0.9992418712965624,0
804,same_limits_diff_geometry,normalized_copy,1.8193649411382202,0.07155796712648661,-0.33922233207694397,0
804,same_limits_diff_geometry,ejar_absolute,0.927500386446176,0.036479785150524593,0.9069620930867296,1
805,matched_morphology,normalized_copy,0.0,0.0,0.9999998552323601,0
805,matched_morphology,ejar_absolute,0.0007409490921560396,6.158183090473023e-05,0.9999998465007347,0
806,random_map,normalized_copy,2.1682620753107664,0.09009347481311136,-0.6985652158308945,0
806,random_map,ejar_absolute,1.7071429236585356,0.07093350925900774,0.7156156331179054,1
807,zero_effect,normalized_copy,0.0,0.0,0.0,0
807,zero_effect,ejar_absolute,0.0,0.0,0.0,0
808,same_geometry_diff_limits,normalized_copy,0.40649914486791744,0.021571263094866983,0.9956790581289603,0
808,same_geometry_diff_limits,ejar_absolute,0.016223780131478165,0.0008609302972165048,0.9998783476366528,0
809,same_limits_diff_geometry,normalized_copy,0.4601976505668725,0.009294308376925046,0.9122923788327776,0
809,same_limits_diff_geometry,ejar_absolute,0.46262861427719065,0.009343404947385541,0.9629905904876501,1
810,matched_morphology,normalized_copy,0.0,0.0,0.9999987349324091,0
810,matched_morphology,ejar_absolute,0.00466050924757855,0.0001310316620628796,0.9999921214907026,0
811,random_map,normalized_copy,0.4397017815215865,0.014397363797215816,0.9228229874863526,0
811,random_map,ejar_absolute,1.6077398648199568,0.052642988265816516,0.6068955724296801,0
812,zero_effect,normalized_copy,0.0,0.0,0.0,0
812,zero_effect,ejar_absolute,0.0,0.0,0.0,0
813,same_geometry_diff_limits,normalized_copy,0.7429963491520661,0.07550455188024324,0.6731002512656376,0
813,same_geometry_diff_limits,ejar_absolute,0.7658643155548417,0.07782843349503787,0.9997873387259631,1
814,same_limits_diff_geometry,normalized_copy,0.6720533789355096,0.043645562521896525,0.7542450025246881,0
814,same_limits_diff_geometry,ejar_absolute,0.6476417141666077,0.042060181249619744,0.9997042852805984,1
815,matched_morphology,normalized_copy,0.0,0.0,0.9999998210695602,0
815,matched_morphology,ejar_absolute,0.0066017116548815185,0.0004935309620946064,0.9999783120766768,0
816,random_map,normalized_copy,0.5739060769990812,0.04205773521710164,0.9720481374131249,0
816,random_map,ejar_absolute,0.9769860561733378,0.07159676906750094,0.9038728115740343,0
817,zero_effect,normalized_copy,0.0,0.0,0.0,0
817,zero_effect,ejar_absolute,0.0,0.0,0.0,0
818,same_geometry_diff_limits,normalized_copy,1.304210566691956,0.1366890530099028,-0.2601745967789728,0
818,same_geometry_diff_limits,ejar_absolute,0.9619506474609313,0.1008181703183164,0.9806431844116718,1
819,same_limits_diff_geometry,normalized_copy,2.0515254781358343,0.04702623266654582,-0.7048282764739966,0
819,same_limits_diff_geometry,ejar_absolute,0.6924845700697522,0.015873524778100244,0.7245163642869215,1
820,matched_morphology,normalized_copy,0.0,0.0,0.9999998058693655,0
820,matched_morphology,ejar_absolute,0.0031504790533692833,0.00022611507816580658,0.9999953282668164,0
821,random_map,normalized_copy,0.6207565465131468,0.014378617532376098,0.9706809332065564,0
821,random_map,ejar_absolute,0.8354679749708396,0.019351989987269592,0.7181791006341557,0
822,zero_effect,normalized_copy,0.0,0.0,0.0,0
822,zero_effect,ejar_absolute,0.0,0.0,0.0,0
823,same_geometry_diff_limits,normalized_copy,0.5422832370297458,0.03348613319533347,0.8982406615624263,0
823,same_geometry_diff_limits,ejar_absolute,0.18670580045860985,0.011529132518908048,0.9997707898456604,1
824,same_limits_diff_geometry,normalized_copy,1.2227204290779787,0.019240888879161176,0.4582904124385645,0
824,same_limits_diff_geometry,ejar_absolute,0.2152122848719793,0.0033866087129783696,0.9984412507277179,1
825,matched_morphology,normalized_copy,0.0,0.0,0.9999995371194391,0
825,matched_morphology,ejar_absolute,0.0009898116740869657,4.600637437149768e-05,0.9999992836878968,0
826,random_map,normalized_copy,0.6986855695612054,0.02843432501181773,0.8140515131845842,0
826,random_map,ejar_absolute,1.3404461680076523,0.054551981123515024,-0.8943884343981056,0
827,zero_effect,normalized_copy,0.0,0.0,0.0,0
827,zero_effect,ejar_absolute,0.0,0.0,0.0,0
828,same_geometry_diff_limits,normalized_copy,1.5681471885383542,0.036332486597223525,-0.8858190713823062,0
828,same_geometry_diff_limits,ejar_absolute,0.4901710316713608,0.01135679901014047,0.9748529530857473,1
829,same_limits_diff_geometry,normalized_copy,1.8208950242078041,0.09950375306172858,-0.9885725506568819,0
829,same_limits_diff_geometry,ejar_absolute,0.0016443085516025242,8.985409367414148e-05,0.9999989771658999,0
830,matched_morphology,normalized_copy,0.0,0.0,0.9999991084136147,0
830,matched_morphology,ejar_absolute,0.016402966886901734,0.0005493391023057262,0.9998765809222095,0
831,random_map,normalized_copy,0.5581400648956254,0.009984610602329368,0.8578712264256264,0
831,random_map,ejar_absolute,6.234104112406145,0.11152236854452585,-0.8067715195714198,1
832,zero_effect,normalized_copy,0.0,0.0,0.0,0
832,zero_effect,ejar_absolute,0.0,0.0,0.0,0
833,same_geometry_diff_limits,normalized_copy,0.7246556061583147,0.04862574853668123,0.6893108867908667,0
833,same_geometry_diff_limits,ejar_absolute,0.826936660177799,0.055488998845589485,0.7135636138866981,1
834,same_limits_diff_geometry,normalized_copy,0.19423024391982774,0.015446312540844567,0.9971106499473587,0
834,same_limits_diff_geometry,ejar_absolute,0.01529156456617911,0.0012160736698925332,0.9998838440267327,0
835,matched_morphology,normalized_copy,0.0,0.0,0.9999592825951888,0
835,matched_morphology,ejar_absolute,0.0091829561579515,4.5507576914330615e-05,0.999958493029952,0
836,random_map,normalized_copy,0.6635550820346509,0.03641575435477868,0.7487018538602935,0
836,random_map,ejar_absolute,1.3938842120321944,0.07649605351333588,-0.2046820186826432,0
837,zero_effect,normalized_copy,0.0,0.0,0.0,0
837,zero_effect,ejar_absolute,0.0,0.0,0.0,0
838,same_geometry_diff_limits,normalized_copy,1.597432965212236,0.16893265465985924,-0.9206155805203932,0
838,same_geometry_diff_limits,ejar_absolute,0.7342844394456377,0.07765247264350625,0.9995652008187705,1
839,same_limits_diff_geometry,normalized_copy,1.0072910418114243,0.04212316295727492,0.4949254647145218,0
839,same_limits_diff_geometry,ejar_absolute,0.9101727821111351,0.03806184591019242,0.6179557778538552,1
840,matched_morphology,normalized_copy,0.0,0.0,0.9999992184818463,0
840,matched_morphology,ejar_absolute,0.006198578261451058,0.00022172894771518958,0.9999873854869714,0
841,random_map,normalized_copy,0.7733979973722249,0.044084469977270745,0.8273101381898722,0
841,random_map,ejar_absolute,2.026898765764988,0.1155352846657665,-0.7477707962474203,0
842,zero_effect,normalized_copy,0.0,0.0,0.0,0
842,zero_effect,ejar_absolute,0.0,0.0,0.0,0
843,same_geometry_diff_limits,normalized_copy,0.26807619806593724,0.019041573860969184,0.9940568863416064,0
843,same_geometry_diff_limits,ejar_absolute,0.23684004049213928,0.016822855429920524,0.9986798746943322,1
844,same_limits_diff_geometry,normalized_copy,1.333715571994322,0.012753061332662442,-0.42035954290899985,0
844,same_limits_diff_geometry,ejar_absolute,0.07036984729751948,0.0006728803332583245,0.9998428642748749,0
845,matched_morphology,normalized_copy,0.0,0.0,0.9999994025407303,0
845,matched_morphology,ejar_absolute,0.0021596407197534222,8.835420763334718e-05,0.9999979433187679,0
846,random_map,normalized_copy,0.8583499631081544,0.03790296176091419,0.8396823081745025,0
846,random_map,ejar_absolute,1.8482372691933096,0.08161434094510882,-0.8860079056513329,0
847,zero_effect,normalized_copy,0.0,0.0,0.0,0
847,zero_effect,ejar_absolute,0.0,0.0,0.0,0
848,same_geometry_diff_limits,normalized_copy,0.7025110445258008,0.02662012523041746,0.7311900105732534,0
848,same_geometry_diff_limits,ejar_absolute,0.6137194859684555,0.02325556259952537,0.9954546545661875,1
849,same_limits_diff_geometry,normalized_copy,0.19566727737323944,0.010016206407524769,0.9914735588312806,0
849,same_limits_diff_geometry,ejar_absolute,0.003472829545559363,0.00017777411743773953,0.9999947013575896,0
850,matched_morphology,normalized_copy,0.0,0.0,0.9996867721031598,0
850,matched_morphology,ejar_absolute,0.3528521794630103,0.0006303689353651047,0.9847819777393124,0
851,random_map,normalized_copy,1.019163852999078,0.04896578935123017,0.08382912312390686,0
851,random_map,ejar_absolute,0.9541888805354494,0.04584406284435523,0.30236150455490496,0
852,zero_effect,normalized_copy,0.0,0.0,0.0,0
852,zero_effect,ejar_absolute,0.0,0.0,0.0,0
853,same_geometry_diff_limits,normalized_copy,1.0152468426082815,0.08460908893655578,0.19611805930672577,0
853,same_geometry_diff_limits,ejar_absolute,0.6892538160137606,0.05744133837357773,0.9999931891347076,1
854,same_limits_diff_geometry,normalized_copy,1.083292586042296,0.06688431749111606,0.31651622083264846,0
854,same_limits_diff_geometry,ejar_absolute,0.9659773544669721,0.05964107656403249,0.6816571163395345,1
855,matched_morphology,normalized_copy,0.0,0.0,0.9999997972106801,0
855,matched_morphology,ejar_absolute,0.0011600282167477573,8.146029453979439e-05,0.9999992435328028,0
856,random_map,normalized_copy,0.5652087377609555,0.014378803963326765,0.8460469616124408,0
856,random_map,ejar_absolute,0.7691344901819277,0.01956663674303724,0.933967769912265,0
857,zero_effect,normalized_copy,0.0,0.0,0.0,0
857,zero_effect,ejar_absolute,0.0,0.0,0.0,0
858,same_geometry_diff_limits,normalized_copy,0.742071299899544,0.013002878411533771,0.6944466238301444,0
858,same_geometry_diff_limits,ejar_absolute,0.020914097612607672,0.00036646541697610453,0.9999086957901839,0
859,same_limits_diff_geometry,normalized_copy,0.2336322600605337,0.011072967053244658,0.9998297163228519,0
859,same_limits_diff_geometry,ejar_absolute,0.015441574686353262,0.0007318511908753729,0.9998880234186044,0
860,matched_morphology,normalized_copy,0.0,0.0,0.9999982038873946,0
860,matched_morphology,ejar_absolute,0.008138067499610779,0.00019202339141405372,0.9999970765658134,0
861,random_map,normalized_copy,1.9978666720437002,0.1065579966593005,-0.5726515192704964,0
861,random_map,ejar_absolute,1.8393321313447533,0.0981024158667637,0.5656057588454996,1
862,zero_effect,normalized_copy,0.0,0.0,0.0,0
862,zero_effect,ejar_absolute,0.0,0.0,0.0,0
863,same_geometry_diff_limits,normalized_copy,0.20624616704575377,0.01661384092361104,0.9971818128811268,0
863,same_geometry_diff_limits,ejar_absolute,0.11394788472115189,0.009178895576368298,0.9999419155201282,1
