episode,horizon,source,target,method,singular,final_tracking_error,mean_tracking_error,success_005,success_010,success_020,clipped_steps,residual_sum,fallback_steps
8_6,8,long_2link,long_4link,raw_joint,0,0.10795149395960428,0.06123262176989024,0,0,1,0,0.0,0
8_6,8,long_2link,long_4link,normalized_copy,0,0.10113829618827314,0.05747531723994065,0,0,1,0,0.0,0
8_6,8,long_2link,long_4link,link_scaled,0,0.10421415979344223,0.059255315638130454,0,0,1,0,0.0,0
8_6,8,long_2link,long_4link,static_home,0,0.09540417298810584,0.05406734301768877,0,1,1,0,0.024189375047314318,0
8_6,8,long_2link,long_4link,target_ik,0,0.0017643228671490462,0.0010451864019227642,1,1,1,0,8.989695947157147e-06,0
8_6,8,long_2link,long_4link,ejar_absolute,0,0.0010792623125061825,0.0006429902503440786,1,1,1,0,0.002215400220782165,0
8_6,8,long_2link,long_4link,ejar_residual_fallback,0,0.0010792623125061825,0.0006429902503440786,1,1,1,0,0.002215400220782165,0
8_7,8,wide_2link,wide_2link,raw_joint,0,0.09830409621781121,0.062252388280995746,0,1,1,0,0.0,0
8_7,8,wide_2link,wide_2link,normalized_copy,0,0.09830409621781121,0.062252388280995746,0,1,1,0,0.0,0
8_7,8,wide_2link,wide_2link,link_scaled,0,0.09830409621781121,0.062252388280995746,0,1,1,0,0.0,0
8_7,8,wide_2link,wide_2link,static_home,0,0.12227804052014404,0.07754562853936738,0,0,1,0,0.012021644595425459,0
8_7,8,wide_2link,wide_2link,target_ik,0,0.0030284371419440096,0.0019259811290948685,1,1,1,0,1.9632641486019483e-05,0
8_7,8,wide_2link,wide_2link,ejar_absolute,0,0.00483148259200231,0.002970804629495333,1,1,1,0,0.0019425849433528156,0
8_7,8,wide_2link,wide_2link,ejar_residual_fallback,0,0.00483148259200231,0.002970804629495333,1,1,1,0,0.0019425849433528156,0
8_8,8,asym_3link,snake_6link,raw_joint,0,0.15262652133261187,0.08607902544569533,0,0,1,0,0.0,0
8_8,8,asym_3link,snake_6link,normalized_copy,0,0.10968237761698856,0.06138295315704341,0,0,1,0,0.0,0
8_8,8,asym_3link,snake_6link,link_scaled,0,0.10937595018443591,0.0611873006435688,0,0,1,0,0.0,0
8_8,8,asym_3link,snake_6link,static_home,0,0.07863718859332179,0.044417898701551925,0,1,1,0,0.08092562818304025,0
8_8,8,asym_3link,snake_6link,target_ik,0,0.0008410677197703293,0.00046612688311303764,1,1,1,0,2.224233440056753e-06,0
8_8,8,asym_3link,snake_6link,ejar_absolute,0,0.0005676279402617034,0.000310057245968696,1,1,1,0,0.0005391619054805541,0
8_8,8,asym_3link,snake_6link,ejar_residual_fallback,0,0.0005676279402617034,0.000310057245968696,1,1,1,0,0.0005391619054805541,0
8_9,8,heavy_3link,redundant_4link,raw_joint,0,0.13908494377803696,0.07837800839334225,0,0,1,0,0.0,0
8_9,8,heavy_3link,redundant_4link,normalized_copy,0,0.2065566840855927,0.11491071580004739,0,0,0,0,0.0,0
8_9,8,heavy_3link,redundant_4link,link_scaled,0,0.23499749229885622,0.1310083550051462,0,0,0,0,0.0,0
8_9,8,heavy_3link,redundant_4link,static_home,0,0.2481109422275208,0.13966306473330584,0,0,0,0,0.08448477620752746,0
8_9,8,heavy_3link,redundant_4link,target_ik,0,0.001991115963285562,0.001108310930988509,1,1,1,0,1.4453580065120612e-06,0
8_9,8,heavy_3link,redundant_4link,ejar_absolute,0,0.0021223122698050207,0.001172941179882779,1,1,1,0,0.00028243350159458494,0
8_9,8,heavy_3link,redundant_4link,ejar_residual_fallback,0,0.0021223122698050207,0.001172941179882779,1,1,1,0,0.00028243350159458494,0
8_10,8,teacher_2link,long_2link,raw_joint,0,0.35665051129000236,0.2094992291557836,0,0,0,0,0.0,0
8_10,8,teacher_2link,long_2link,normalized_copy,0,0.2641246331000577,0.15468371168958955,0,0,0,0,0.0,0
8_10,8,teacher_2link,long_2link,link_scaled,0,0.22455553818176124,0.13027567901962245,0,0,0,0,0.0,0
8_10,8,teacher_2link,long_2link,static_home,0,0.22184781189132155,0.12696003820744078,0,0,0,0,0.14300104895297036,0
8_10,8,teacher_2link,long_2link,target_ik,0,0.12595994579207093,0.08132723458712796,0,0,1,8,0.13171932679120293,0
8_10,8,teacher_2link,long_2link,ejar_absolute,0,0.12344385786859194,0.07975138296614981,0,0,1,8,0.12930374278232037,0
8_10,8,teacher_2link,long_2link,ejar_residual_fallback,0,0.12344385786859194,0.07975138296614981,0,0,1,8,0.12930374278232037,0
8_11,8,short_2link,needle_5link,raw_joint,0,0.7815739250167861,0.48544239479397044,0,0,0,8,0.0,0
8_11,8,short_2link,needle_5link,normalized_copy,0,0.6798619500715465,0.4339625637861298,0,0,0,0,0.0,0
8_11,8,short_2link,needle_5link,link_scaled,0,0.6051273092455276,0.3773422310477932,0,0,0,0,0.0,0
8_11,8,short_2link,needle_5link,static_home,0,0.3915466145731362,0.23275501335090548,0,0,0,0,0.4600822772221969,0
8_11,8,short_2link,needle_5link,target_ik,0,0.06485576809674012,0.038797615501501424,0,1,1,7,0.06256431927807844,0
8_11,8,short_2link,needle_5link,ejar_absolute,0,0.01624250612806316,0.009964623552182361,1,1,1,1,0.002527325878663684,0
8_11,8,short_2link,needle_5link,ejar_residual_fallback,0,0.01624250612806316,0.009964623552182361,1,1,1,1,0.002527325878663684,0
8_12,8,long_2link,heavy_3link,raw_joint,0,0.10049712575970692,0.07413732970504067,0,0,1,0,0.0,0
8_12,8,long_2link,heavy_3link,normalized_copy,0,0.10840297117687772,0.07991629234007201,0,0,1,0,0.0,0
8_12,8,long_2link,heavy_3link,link_scaled,0,0.10840297117687787,0.07991629234007197,0,0,1,8,0.0,0
8_12,8,long_2link,heavy_3link,static_home,0,0.018667102718603504,0.011486796384278262,1,1,1,0,0.010567779926460135,0
8_12,8,long_2link,heavy_3link,target_ik,0,1.3782943175157996e-05,8.939587876179354e-06,1,1,1,0,1.467289640151143e-07,0
8_12,8,long_2link,heavy_3link,ejar_absolute,0,3.6036514743911813e-05,2.4217538298343802e-05,1,1,1,0,3.873951394501671e-05,0
8_12,8,long_2link,heavy_3link,ejar_residual_fallback,0,3.6036514743911813e-05,2.4217538298343802e-05,1,1,1,0,3.873951394501671e-05,0
8_13,8,wide_2link,short_2link,raw_joint,0,0.14607024851045206,0.07946856516753541,0,0,1,0,0.0,0
8_13,8,wide_2link,short_2link,normalized_copy,0,0.06418514722321009,0.03380056123848721,0,1,1,0,0.0,0
8_13,8,wide_2link,short_2link,link_scaled,0,0.05046567967348479,0.02679816710332776,0,1,1,0,0.0,0
8_13,8,wide_2link,short_2link,static_home,0,0.13066861861904988,0.07314850019703509,0,0,1,0,0.09429412667548075,0
8_13,8,wide_2link,short_2link,target_ik,0,0.018742036777622074,0.0060591407925719,1,1,1,5,0.014663738670253602,0
8_13,8,wide_2link,short_2link,ejar_absolute,0,0.019394938506435144,0.007323815809720296,1,1,1,4,0.015319929702274228,0
8_13,8,wide_2link,short_2link,ejar_residual_fallback,0,0.019394938506435144,0.007323815809720296,1,1,1,4,0.015319929702274228,0
8_14,8,asym_3link,soft_5link,raw_joint,0,0.34366392901968984,0.2368338281253929,0,0,0,0,0.0,0
8_14,8,asym_3link,soft_5link,normalized_copy,0,0.35186872125462626,0.23539111384080277,0,0,0,0,0.0,0
8_14,8,asym_3link,soft_5link,link_scaled,0,0.36823974012103255,0.24436922832331404,0,0,0,0,0.0,0
8_14,8,asym_3link,soft_5link,static_home,0,0.3109849334282001,0.18466642058418492,0,0,0,0,0.06430897311005919,0
8_14,8,asym_3link,soft_5link,target_ik,0,0.014643067939769397,0.00767000121039688,1,1,1,0,8.248050455785005e-06,0
8_14,8,asym_3link,soft_5link,ejar_absolute,0,0.014451206081682924,0.007599670551527969,1,1,1,0,0.0014979792027520174,0
8_14,8,asym_3link,soft_5link,ejar_residual_fallback,0,0.014451206081682924,0.007599670551527969,1,1,1,0,0.0014979792027520174,0
8_15,8,heavy_3link,asym_3link,raw_joint,0,0.07004339803740138,0.047602826494153996,0,1,1,4,0.0,0
8_15,8,heavy_3link,asym_3link,normalized_copy,0,0.09596835226870191,0.06384497012987574,0,1,1,0,0.0,0
8_15,8,heavy_3link,asym_3link,link_scaled,0,0.09596835226870193,0.06384497012987572,0,1,1,8,0.0,0
8_15,8,heavy_3link,asym_3link,static_home,0,0.008382272348680789,0.006282124809374704,1,1,1,0,0.005068611443546479,0
8_15,8,heavy_3link,asym_3link,target_ik,0,0.000543115859251327,0.00040590772361979267,1,1,1,0,4.457827465533563e-06,0
8_15,8,heavy_3link,asym_3link,ejar_absolute,0,0.0010718855542598607,0.0008136481617192742,1,1,1,0,0.0005902372632361322,0
8_15,8,heavy_3link,asym_3link,ejar_residual_fallback,0,0.0010718855542598607,0.0008136481617192742,1,1,1,0,0.0005902372632361322,0
8_16,8,teacher_2link,large_6link,raw_joint,0,0.04618696720278557,0.02974509765653023,1,1,1,0,0.0,0
8_16,8,teacher_2link,large_6link,normalized_copy,0,0.0769382263410279,0.04533595284806244,0,1,1,0,0.0,0
8_16,8,teacher_2link,large_6link,link_scaled,0,0.09328786061967552,0.05396311622016975,0,1,1,0,0.0,0
8_16,8,teacher_2link,large_6link,static_home,0,0.15854323282799848,0.08890363649435945,0,0,1,0,0.13498344511145952,0
8_16,8,teacher_2link,large_6link,target_ik,0,0.0022664708802947486,0.0012277840390642223,1,1,1,0,1.132503726681221e-06,0
8_16,8,teacher_2link,large_6link,ejar_absolute,0,0.002646425805368364,0.0014322315717509382,1,1,1,0,0.0004503814077464868,0
8_16,8,teacher_2link,large_6link,ejar_residual_fallback,0,0.002646425805368364,0.0014322315717509382,1,1,1,0,0.0004503814077464868,0
8_17,8,short_2link,long_4link,raw_joint,1,0.512026228231251,0.26899902334495307,0,0,0,8,0.0,0
8_17,8,short_2link,long_4link,normalized_copy,1,0.5511097963696474,0.2980995067010004,0,0,0,0,0.0,0
8_17,8,short_2link,long_4link,link_scaled,1,0.35143790734322466,0.18700651117240347,0,0,0,0,0.0,0
8_17,8,short_2link,long_4link,static_home,1,0.19002000946158232,0.09850499639357793,0,0,1,0,0.18959239056784963,0
8_17,8,short_2link,long_4link,target_ik,1,0.0203646508906932,0.02226421608894749,1,1,1,4,0.03763602686082099,0
8_17,8,short_2link,long_4link,ejar_absolute,1,0.031283835136839015,0.029253040382754374,1,1,1,5,0.04841579461491294,0
8_17,8,short_2link,long_4link,ejar_residual_fallback,1,0.031283835136839015,0.029253040382754374,1,1,1,5,0.04841579461491294,0
8_18,8,long_2link,wide_2link,raw_joint,0,0.18937050932257984,0.10741620464777463,0,0,1,0,0.0,0
8_18,8,long_2link,wide_2link,normalized_copy,0,0.2371562852878096,0.11616384815940052,0,0,0,0,0.0,0
8_18,8,long_2link,wide_2link,link_scaled,0,0.23715628528780963,0.11616384815940056,0,0,0,8,0.0,0
8_18,8,long_2link,wide_2link,static_home,0,0.059997875767127506,0.03984225111220002,0,1,1,0,0.010529186286498205,0
8_18,8,long_2link,wide_2link,target_ik,0,0.001704513632685952,0.0012854028113406875,1,1,1,0,9.85896561695236e-06,0
8_18,8,long_2link,wide_2link,ejar_absolute,0,0.001304916356211044,0.0009822842545244102,1,1,1,0,0.0008067663380720204,0
8_18,8,long_2link,wide_2link,ejar_residual_fallback,0,0.001304916356211044,0.0009822842545244102,1,1,1,0,0.0008067663380720204,0
8_19,8,wide_2link,snake_6link,raw_joint,0,0.29658458848300207,0.1574695460722954,0,0,0,8,0.0,0
8_19,8,wide_2link,snake_6link,normalized_copy,0,0.2444203416388291,0.12061006106804673,0,0,0,0,0.0,0
8_19,8,wide_2link,snake_6link,link_scaled,0,0.22027353315247852,0.10879941213597424,0,0,0,0,0.0,0
8_19,8,wide_2link,snake_6link,static_home,0,0.08782009279088954,0.04342127866030476,0,1,1,0,0.07427168354480569,0
8_19,8,wide_2link,snake_6link,target_ik,0,0.004126940363816163,0.0018522845007731136,1,1,1,0,6.010418565237887e-06,0
8_19,8,wide_2link,snake_6link,ejar_absolute,0,0.005029750335185355,0.002274587632624892,1,1,1,0,0.0014619364847791702,0
8_19,8,wide_2link,snake_6link,ejar_residual_fallback,0,0.005029750335185355,0.002274587632624892,1,1,1,0,0.0014619364847791702,0
8_20,8,asym_3link,redundant_4link,raw_joint,0,0.23101264733930654,0.11436957635177321,0,0,0,8,0.0,0
8_20,8,asym_3link,redundant_4link,normalized_copy,0,0.21461290008568634,0.10493726150783107,0,0,0,0,0.0,0
8_20,8,asym_3link,redundant_4link,link_scaled,0,0.2087940501205961,0.10284495868166135,0,0,0,0,0.0,0
8_20,8,asym_3link,redundant_4link,static_home,0,0.11851266765853205,0.05887635196794351,0,0,1,0,0.06827015067381091,0
8_20,8,asym_3link,redundant_4link,target_ik,0,0.004103047740064722,0.0019826908310212983,1,1,1,0,4.7581448399938e-06,0
8_20,8,asym_3link,redundant_4link,ejar_absolute,0,0.004791310861432927,0.002320634873001425,1,1,1,0,0.0008809738065472483,0
8_20,8,asym_3link,redundant_4link,ejar_residual_fallback,0,0.004791310861432927,0.002320634873001425,1,1,1,0,0.0008809738065472483,0
8_21,8,heavy_3link,long_2link,raw_joint,0,0.18206919959167242,0.10874125871585173,0,0,1,0,0.0,0
8_21,8,heavy_3link,long_2link,normalized_copy,0,0.2561877818631913,0.15381463638168796,0,0,0,0,0.0,0
8_21,8,heavy_3link,long_2link,link_scaled,0,0.25181679088643616,0.15122248950208522,0,0,0,0,0.0,0
8_21,8,heavy_3link,long_2link,static_home,0,0.23684356739157703,0.1333285183965674,0,0,0,0,0.26097753366842324,0
8_21,8,heavy_3link,long_2link,target_ik,0,0.005786045046908931,0.003581787839339051,1,1,1,1,4.2953031326306905e-05,0
8_21,8,heavy_3link,long_2link,ejar_absolute,0,0.003489250128780583,0.002050872807008536,1,1,1,0,0.002666288101333853,0
8_21,8,heavy_3link,long_2link,ejar_residual_fallback,0,0.003489250128780583,0.002050872807008536,1,1,1,0,0.002666288101333853,0
8_22,8,teacher_2link,needle_5link,raw_joint,0,0.13428248101029733,0.1027179026918694,0,0,1,8,0.0,0
8_22,8,teacher_2link,needle_5link,normalized_copy,0,0.1378201705611453,0.10630373216317077,0,0,1,0,0.0,0
8_22,8,teacher_2link,needle_5link,link_scaled,0,0.12500470290544163,0.09675413651345878,0,0,1,0,0.0,0
8_22,8,teacher_2link,needle_5link,static_home,0,0.03694252703164314,0.026163536869112866,1,1,1,0,0.01689787393046339,0
8_22,8,teacher_2link,needle_5link,target_ik,0,0.00013995660831901381,9.74843362959986e-05,1,1,1,0,5.697999776087616e-07,0
8_22,8,teacher_2link,needle_5link,ejar_absolute,0,0.0003683505599313244,0.00024733128426078813,1,1,1,0,0.00027227466220877114,0
8_22,8,teacher_2link,needle_5link,ejar_residual_fallback,0,0.0003683505599313244,0.00024733128426078813,1,1,1,0,0.00027227466220877114,0
8_23,8,short_2link,heavy_3link,raw_joint,0,0.20520496776243663,0.11800001143546647,0,0,0,0,0.0,0
8_23,8,short_2link,heavy_3link,normalized_copy,0,0.04986617731568099,0.028580547726048622,1,1,1,0,0.0,0
8_23,8,short_2link,heavy_3link,link_scaled,0,0.07655402023901685,0.041760093217821107,0,1,1,0,0.0,0
8_23,8,short_2link,heavy_3link,static_home,0,0.0510727945662151,0.02926994720948376,0,1,1,0,0.08762592888458501,0
8_23,8,short_2link,heavy_3link,target_ik,0,0.0008238949374469912,0.0004801793815399773,1,1,1,0,3.0186689191582093e-06,0
8_23,8,short_2link,heavy_3link,ejar_absolute,0,0.0004489977617358779,0.00025965327280901495,1,1,1,0,0.0006035662015546499,0
8_23,8,short_2link,heavy_3link,ejar_residual_fallback,0,0.0004489977617358779,0.00025965327280901495,1,1,1,0,0.0006035662015546499,0
8_24,8,long_2link,short_2link,raw_joint,0,0.12434347701870904,0.07515964182571855,0,0,1,0,0.0,0
8_24,8,long_2link,short_2link,normalized_copy,0,0.10897558438225,0.06588238557369366,0,0,1,0,0.0,0
8_24,8,long_2link,short_2link,link_scaled,0,0.10897558438225,0.06588238557369366,0,0,1,8,0.0,0
8_24,8,long_2link,short_2link,static_home,0,0.0778719469470731,0.04840601365867069,0,1,1,0,0.06621221792389123,0
8_24,8,long_2link,short_2link,target_ik,0,0.0019360498035256267,0.0013305129312847664,1,1,1,0,8.308909906965538e-06,0
8_24,8,long_2link,short_2link,ejar_absolute,0,0.003051590924902613,0.001984870803041267,1,1,1,0,0.0013848880398881571,0
8_24,8,long_2link,short_2link,ejar_residual_fallback,0,0.003051590924902613,0.001984870803041267,1,1,1,0,0.0013848880398881571,0
8_25,8,wide_2link,soft_5link,raw_joint,0,0.49836833856804685,0.29519105351889974,0,0,0,8,0.0,0
8_25,8,wide_2link,soft_5link,normalized_copy,0,0.36746241831778015,0.2199524801005579,0,0,0,0,0.0,0
8_25,8,wide_2link,soft_5link,link_scaled,0,0.35191665263133776,0.2106438266734398,0,0,0,0,0.0,0
8_25,8,wide_2link,soft_5link,static_home,0,0.16738572382379202,0.11033072310748923,0,0,1,0,0.09737857653120309,0
8_25,8,wide_2link,soft_5link,target_ik,0,0.001818444389218623,0.0013437220924890645,1,1,1,0,7.497522319007931e-06,0
8_25,8,wide_2link,soft_5link,ejar_absolute,0,0.0016192027587976245,0.0011575543641763543,1,1,1,0,0.001341183342176103,0
8_25,8,wide_2link,soft_5link,ejar_residual_fallback,0,0.0016192027587976245,0.0011575543641763543,1,1,1,0,0.001341183342176103,0
8_26,8,asym_3link,asym_3link,raw_joint,0,0.4254363055538897,0.24293656374961176,0,0,0,0,0.0,0
8_26,8,asym_3link,asym_3link,normalized_copy,0,0.4254363055538897,0.24293656374961176,0,0,0,0,0.0,0
8_26,8,asym_3link,asym_3link,link_scaled,0,0.4254363055538897,0.24293656374961176,0,0,0,0,0.0,0
8_26,8,asym_3link,asym_3link,static_home,0,0.41188118972757437,0.23588542788958689,0,0,0,0,0.05824846303046434,0
8_26,8,asym_3link,asym_3link,target_ik,0,0.20647622028801166,0.12346979259186552,0,0,0,8,0.21281760686968348,0
8_26,8,asym_3link,asym_3link,ejar_absolute,0,0.21199252234170016,0.12685514694391575,0,0,0,8,0.21838643580656872,0
8_26,8,asym_3link,asym_3link,ejar_residual_fallback,0,0.21199252234170016,0.12685514694391575,0,0,0,8,0.21838643580656872,0
8_27,8,heavy_3link,large_6link,raw_joint,0,0.11301224011734365,0.06484959639268571,0,0,1,0,0.0,0
8_27,8,heavy_3link,large_6link,normalized_copy,0,0.13199789390270822,0.0756757428353528,0,0,1,0,0.0,0
8_27,8,heavy_3link,large_6link,link_scaled,0,0.13181164057056524,0.07558398225590217,0,0,1,0,0.0,0
8_27,8,heavy_3link,large_6link,static_home,0,0.21271548226267262,0.12023281064659412,0,0,0,0,0.05238167106757759,0
8_27,8,heavy_3link,large_6link,target_ik,0,0.001596413420431651,0.0009390217466462496,1,1,1,0,6.945388774228681e-06,0
8_27,8,heavy_3link,large_6link,ejar_absolute,0,0.002205222056531192,0.0011825391593976717,1,1,1,0,0.0017346255190908923,0
8_27,8,heavy_3link,large_6link,ejar_residual_fallback,0,0.002205222056531192,0.0011825391593976717,1,1,1,0,0.0017346255190908923,0
8_28,8,teacher_2link,long_4link,raw_joint,0,0.06591346229959652,0.07348424933143238,0,1,1,8,0.0,0
8_28,8,teacher_2link,long_4link,normalized_copy,0,0.0787560564143159,0.08604084629580683,0,1,1,0,0.0,0
8_28,8,teacher_2link,long_4link,link_scaled,0,0.06509704134598075,0.06930033425907303,0,1,1,0,0.0,0
8_28,8,teacher_2link,long_4link,static_home,0,0.0311481578856904,0.022732030141442032,1,1,1,0,0.021118442572318912,0
8_28,8,teacher_2link,long_4link,target_ik,0,4.389110190804534e-05,3.690454060714858e-05,1,1,1,0,3.4851273575779587e-07,0
8_28,8,teacher_2link,long_4link,ejar_absolute,0,2.8747898533968324e-05,4.378931418830081e-05,1,1,1,0,7.7352070395645e-05,0
8_28,8,teacher_2link,long_4link,ejar_residual_fallback,0,2.8747898533968324e-05,4.378931418830081e-05,1,1,1,0,7.7352070395645e-05,0
8_29,8,short_2link,wide_2link,raw_joint,0,0.1961400667597132,0.11150035907001293,0,0,1,0,0.0,0
8_29,8,short_2link,wide_2link,normalized_copy,0,0.1584416962928821,0.08814308548218397,0,0,1,0,0.0,0
8_29,8,short_2link,wide_2link,link_scaled,0,0.11565623570885208,0.06437690956245634,0,0,1,0,0.0,0
8_29,8,short_2link,wide_2link,static_home,0,0.08488841566336883,0.04669800644117888,0,1,1,0,0.031086080914630304,0
8_29,8,short_2link,wide_2link,target_ik,0,0.0003440570471879322,0.00019023285697814505,1,1,1,0,2.9802875715872454e-06,0
8_29,8,short_2link,wide_2link,ejar_absolute,0,0.00037404318504565486,0.00020576596183973997,1,1,1,0,0.00023443765443113704,0
8_29,8,short_2link,wide_2link,ejar_residual_fallback,0,0.00037404318504565486,0.00020576596183973997,1,1,1,0,0.00023443765443113704,0
8_30,8,long_2link,snake_6link,raw_joint,0,0.12600480041088874,0.11416756196141799,0,0,1,0,0.0,0
8_30,8,long_2link,snake_6link,normalized_copy,0,0.15506957063339136,0.14206694532709496,0,0,1,0,0.0,0
8_30,8,long_2link,snake_6link,link_scaled,0,0.15506957063339136,0.14206694532709496,0,0,1,8,0.0,0
8_30,8,long_2link,snake_6link,static_home,0,0.024452795019205543,0.01448254465356209,1,1,1,0,0.02902161752227027,0
8_30,8,long_2link,snake_6link,target_ik,0,0.0003404475873227703,0.0001503361689401771,1,1,1,0,1.7795438000284664e-06,0
8_30,8,long_2link,snake_6link,ejar_absolute,0,0.00012795676068991994,9.970805599181186e-05,1,1,1,0,0.00038172801219534094,0
8_30,8,long_2link,snake_6link,ejar_residual_fallback,0,0.00012795676068991994,9.970805599181186e-05,1,1,1,0,0.00038172801219534094,0
8_31,8,wide_2link,redundant_4link,raw_joint,0,0.6289382853682208,0.33932905303554817,0,0,0,8,0.0,0
8_31,8,wide_2link,redundant_4link,normalized_copy,0,0.6093555551863857,0.3305509696562486,0,0,0,0,0.0,0
8_31,8,wide_2link,redundant_4link,link_scaled,0,0.5549418086490688,0.30136776953307937,0,0,0,0,0.0,0
8_31,8,wide_2link,redundant_4link,static_home,0,0.31920858503490124,0.17202784230764662,0,0,0,0,0.312607486104123,0
8_31,8,wide_2link,redundant_4link,target_ik,0,0.006339895974804176,0.0034553100968111585,1,1,1,0,8.159352484123545e-06,0
