trial,variant,source,target,relative_effect_error,effect_cosine,reported_residual,true_residual,residual_gap,clipped
0,exact,teacher_2link,wide_2link,0.977287109132376,0.4470784846313661,0.039965181771242614,0.039965181771242614,0.0,1
0,gaussian_002,teacher_2link,wide_2link,0.9878792314894226,0.16517473473581018,0.04056295923007657,0.04039833605250436,0.00055217602575484,0
0,gaussian_010,teacher_2link,wide_2link,1.022097590213739,-0.02400574318780276,0.034801549530704495,0.04179766170977716,0.010092410652798306,1
0,gaussian_020,teacher_2link,wide_2link,1.0146218876506894,-0.38157830556964784,0.03849175812855482,0.04149195030827789,0.0030433692616445647,1
0,scale_bias_110,teacher_2link,wide_2link,0.9773819529242278,0.4547536428970155,0.03992703488480785,0.039969060313531576,0.00025201892640078075,1
0,column_dropout,teacher_2link,wide_2link,1.7418526277347635,0.1211897415293317,0.04048754097638881,0.07123132622504191,0.05934243717146296,0
0,finite_diff_noisy,teacher_2link,wide_2link,0.9749564070282268,0.28584239281515395,0.031873320152113055,0.039869870032883926,0.008744932709432615,1
0,stale_q,teacher_2link,wide_2link,1.0124938273963222,-0.1625459516200707,0.03748009022732759,0.041404925406290344,0.004040976116672812,1
1,exact,short_2link,soft_5link,0.0017002092134083767,0.9999986139449238,9.934938068653877e-05,9.934938068653877e-05,0.0,0
1,gaussian_002,short_2link,soft_5link,0.00840202913745664,0.9999827435281512,9.21630995320647e-05,0.0004909609857031599,0.0004026985003683002,0
1,gaussian_010,short_2link,soft_5link,0.09196946584183283,0.998546989530183,8.072411252872715e-05,0.005374108904598209,0.0053726322412510855,0
1,gaussian_020,short_2link,soft_5link,0.07272836390358864,0.9979647698290007,5.992326174401725e-05,0.0042497816475667105,0.00423302814950484,0
1,scale_bias_110,short_2link,soft_5link,0.10586547417099736,0.9945529108702325,4.400641996020485e-05,0.006186102987814531,0.00615086920200384,0
1,column_dropout,short_2link,soft_5link,0.0012505975978487618,0.9999995250711936,0.00010468005100210927,7.307694597494493e-05,0.00012763392700357212,0
1,finite_diff_noisy,short_2link,soft_5link,0.0379909321649302,0.9999159019955282,0.00010324731482499506,0.0022199477290937054,0.0022063461709162673,0
1,stale_q,short_2link,soft_5link,0.11113282655685736,0.9938839418600524,4.769822641603451e-05,0.006493893460461064,0.006463795122571877,0
2,exact,long_2link,long_2link,0.7261953710340987,0.9999994898686999,0.07042200249037675,0.07042200249037675,0.0,1
2,gaussian_002,long_2link,long_2link,0.7270931592193695,0.9995446613714059,0.07086603539465731,0.07050906451850417,0.000889356671828796,1
2,gaussian_010,long_2link,long_2link,0.7416676092959049,0.9425629410598064,0.07605963705981439,0.07192240588712803,0.010261421064860566,1
2,gaussian_020,long_2link,long_2link,0.7558940855376002,0.7182716622776646,0.0815738201204573,0.07330200287339815,0.03172385424630996,1
2,scale_bias_110,long_2link,long_2link,0.7292131990607381,0.9956951696505779,0.06941878944469529,0.07071465306525566,0.002799363377420615,1
2,column_dropout,long_2link,long_2link,0.8727171684127925,0.48842789506070106,0.09296610123491914,0.08463079366623286,0.04441250000000001,1
2,finite_diff_noisy,long_2link,long_2link,0.7272908006053347,0.9993326957701255,0.07012561383588686,0.07052823057591764,0.0010598090971326902,1
2,stale_q,long_2link,long_2link,0.7234075158878567,0.9913532985819017,0.06997268249836791,0.07015165328425073,0.0034953074283403506,1
3,exact,wide_2link,long_4link,0.0018919808792789397,0.9999922680270535,2.1878135615394904e-05,2.1878135615394904e-05,0.0,0
3,gaussian_002,wide_2link,long_4link,0.005864758827828328,0.9999756214861716,2.2096802576538004e-05,6.781780428759582e-05,8.075157856630072e-05,0
3,gaussian_010,wide_2link,long_4link,0.0615593616562791,0.9994409754822073,1.8638379925591252e-05,0.0007118486647848687,0.0006940531599934871,0
3,gaussian_020,wide_2link,long_4link,0.041797825115968704,0.999831763255403,2.35381548038055e-05,0.0004833338942961386,0.0004996895583029714,0
3,scale_bias_110,wide_2link,long_4link,0.13326644920907654,0.9998122140698442,2.8326895749737408e-05,0.0015410417096231425,0.0015688782837505518,0
3,column_dropout,wide_2link,long_4link,0.00225570893249831,0.9999923997626694,2.2025638473706664e-05,2.608414623770613e-05,1.4632241095597842e-05,0
3,finite_diff_noisy,wide_2link,long_4link,0.006655741479146792,0.9999925690315427,2.1971186915646908e-05,7.69644219434599e-05,9.805343544789213e-05,0
3,stale_q,wide_2link,long_4link,0.3324161026906984,0.9452498808161307,1.5055180103133396e-05,0.0038439313288302595,0.003841199894627698,0
4,exact,asym_3link,short_2link,0.006657484715112017,0.9999806710544991,0.00013657236190695341,0.00013657236190695341,0.0,0
4,gaussian_002,asym_3link,short_2link,0.01853265555149924,0.9999949009615738,0.00013566538274508295,0.0003801809015544509,0.00031977411228156956,0
4,gaussian_010,asym_3link,short_2link,0.06453127023693417,0.998065650485149,0.000171368659486557,0.0013238014610996664,0.0014869519813246709,0
4,gaussian_020,asym_3link,short_2link,0.11272741763598879,0.9949683075220233,0.00011259340241103433,0.0023125024445451547,0.0022404048728538436,0
4,scale_bias_110,asym_3link,short_2link,0.10930305832909609,0.995189521768819,0.00020594974238623886,0.002242254767145489,0.0024453130983056086,0
4,column_dropout,asym_3link,short_2link,2.662891873498771,0.9614739667254674,0.000820323202076749,0.05462685206637237,0.0552732029142583,0
4,finite_diff_noisy,asym_3link,short_2link,0.026661726846972607,0.9999911269389825,0.00012775654611320644,0.0005469415498234173,0.0005095104455646641,0
4,stale_q,asym_3link,short_2link,0.039838161272406115,0.9996389645666464,0.00015504167004104678,0.0008172443515570396,0.0008660798839039719,0
5,exact,heavy_3link,redundant_4link,0.00613110059602424,0.9999916534475461,0.0001382876507699855,0.0001382876507699855,0.0,0
5,gaussian_002,heavy_3link,redundant_4link,0.02966236088462401,0.9997581991082899,0.0001391377698076271,0.0006690378242506896,0.0006635902307742607,0
5,gaussian_010,heavy_3link,redundant_4link,0.10540537273171557,0.9994957438324847,0.0001621143773775192,0.002377429817911604,0.002478236077779116,0
5,gaussian_020,heavy_3link,redundant_4link,0.35150160900638683,0.9688275903418037,0.0001616265666447879,0.007928157594230906,0.0077668253171461485,0
5,scale_bias_110,heavy_3link,redundant_4link,0.09439857386636527,0.999856208202011,0.00012956176511961885,0.0021291702544371347,0.0020505264792367154,0
5,column_dropout,heavy_3link,redundant_4link,0.14434227921691603,0.99555487946085,0.0001663070010158121,0.0032556560420222637,0.0032976623689029757,0
5,finite_diff_noisy,heavy_3link,redundant_4link,0.0281614974331777,0.9997083029116804,0.00014956893531578477,0.0006351856834194608,0.0007734270845191404,0
5,stale_q,heavy_3link,redundant_4link,0.27391065367796674,0.9622844440147129,9.6943681292353e-05,0.0061780850313497854,0.006099765532393897,0
6,exact,teacher_2link,large_6link,0.004216609273722413,0.9999991309760775,0.0002078679188950385,0.0002078679188950385,0.0,0
6,gaussian_002,teacher_2link,large_6link,0.011404680815516835,0.9999497624062695,0.00020624503331496318,0.000562221233434521,0.00045014665884879606,0
6,gaussian_010,teacher_2link,large_6link,0.027083007020538216,0.9996471382627935,0.00020576385108503,0.0013351221185853722,0.001267397848884887,0
6,gaussian_020,teacher_2link,large_6link,0.18587806598732695,0.9981650092886257,0.00015355345596092918,0.009163307348824064,0.009010464726811874,0
6,scale_bias_110,teacher_2link,large_6link,0.130345670899612,0.9998756903122641,0.0002623508013204107,0.006425704064100015,0.00667676136951891,0
6,column_dropout,teacher_2link,large_6link,0.03651536540020615,0.9996288917358608,0.00023907955147022168,0.0018001129629760507,0.001938496049649987,0
6,finite_diff_noisy,teacher_2link,large_6link,0.04632981234847767,0.9989818215771183,0.00021129071637926084,0.0022839397844358345,0.002291552894037093,0
6,stale_q,teacher_2link,large_6link,0.09816565946971023,0.9973314935141148,0.00018709852052509852,0.004839312826088287,0.0047315980591889064,0
7,exact,short_2link,heavy_3link,0.13550503572415726,0.9997870547351665,0.006057511143510508,0.006057511143510508,0.0,1
7,gaussian_002,short_2link,heavy_3link,0.16991614449876133,0.999966622230078,0.009431915085462211,0.0075957984385084725,0.00215218081321792,1
7,gaussian_010,short_2link,heavy_3link,0.1839443200802069,0.9850128615520044,0.0005144598124237563,0.008222903028781491,0.007709289917206624,0
7,gaussian_020,short_2link,heavy_3link,0.2032134864981602,0.9798433731868849,0.0003355044916404618,0.009084296774623675,0.008824206881989545,0
7,scale_bias_110,short_2link,heavy_3link,0.251462660581873,0.997662167700122,0.013374284655030126,0.01124119011895836,0.003926859881939254,1
7,column_dropout,short_2link,heavy_3link,0.32682138333126426,0.9873390150980914,0.025683056458019896,0.014609967525463084,0.012556841617863423,1
7,finite_diff_noisy,short_2link,heavy_3link,0.04970420396100502,0.9991068379067746,0.0054155094113131855,0.002221937862043832,0.0041626277537006985,1
7,stale_q,short_2link,heavy_3link,0.38866257451041514,0.9254603373346744,0.000163995630929063,0.017374467772215813,0.017212245453139166,0
8,exact,long_2link,snake_6link,0.002535297258816584,0.999986014776344,2.299295903512027e-05,2.299295903512027e-05,0.0,0
8,gaussian_002,long_2link,snake_6link,0.013035184326172605,0.9999044681726867,2.180301134760873e-05,0.00011821787689181244,0.00010096779071835059,0
8,gaussian_010,long_2link,snake_6link,0.02752483953423222,0.999926771865712,2.3703610803261075e-05,0.0002496265499668754,0.0002719702668041032,0
8,gaussian_020,long_2link,snake_6link,0.11350036837300488,0.9953891166366479,1.7061281601335696e-05,0.0010293504287894474,0.0010277968174592042,0
8,scale_bias_110,long_2link,snake_6link,0.09911587576452392,0.9967981405596011,1.604713032275246e-05,0.000898895489772878,0.0008828908411715784,0
8,column_dropout,long_2link,snake_6link,0.0014806678633826292,0.999987817819645,2.3952089999543358e-05,1.3428380206298652e-05,1.736415596262162e-05,0
8,finite_diff_noisy,long_2link,snake_6link,0.01013466403541921,0.9999699575140157,2.2239075648811327e-05,9.191266002073125e-05,7.032496669224113e-05,0
8,stale_q,long_2link,snake_6link,0.5901890601212486,0.8079840457583664,6.073349171407439e-05,0.005352505642150319,0.005373429337172615,0
9,exact,wide_2link,asym_3link,0.002399384818392019,0.9999964988212976,7.145417174275654e-05,7.145417174275654e-05,0.0,0
9,gaussian_002,wide_2link,asym_3link,0.012481020897672022,0.9999245108016154,6.287850974007601e-05,0.0003716873608231198,0.0003111187846869429,0
9,gaussian_010,wide_2link,asym_3link,0.06400054247878788,0.9983730721745754,3.0063448249138708e-05,0.001905949274520135,0.0018783960782094867,0
9,gaussian_020,wide_2link,asym_3link,0.23686720003563325,0.9987349035630427,7.53131739823209e-05,0.007053953772581853,0.007037739980451572,0
9,scale_bias_110,wide_2link,asym_3link,0.13365853081821694,0.9990272499685652,4.194359417388505e-05,0.003980378446492699,0.0040017528994926695,0
9,column_dropout,wide_2link,asym_3link,0.34741553227425037,0.9999505343578344,0.00022051983870129417,0.010346105768003403,0.010448175592891226,0
9,finite_diff_noisy,wide_2link,asym_3link,0.049243109966051135,0.9999972750655811,8.166217137223111e-05,0.0014664699091576814,0.001498786832322778,0
9,stale_q,wide_2link,asym_3link,0.07473910263177588,0.997470281178601,2.6476543574579864e-05,0.0022257457971787027,0.00222991204672188,0
