trial,target,scale,infeasible,true_relative_residual,ejar_residual_score,static_residual_score,action_norm_score,condition_score,clipped
1077,long_4link,1.35,0,0.002121726323471973,0.0001982622564052096,0.06788812291119321,0.6477570822800465,1.3164899108859485,0
1078,long_2link,1.75,1,0.3464793897819177,0.06274319594389197,0.1164283793737147,0.7778447668732034,27.894141726409167,1
1079,needle_5link,2.25,1,0.41073536341602473,0.035705185093919435,0.07684220304976455,0.4340819329527228,1.2524991394884726,1
1080,asym_3link,0.35,0,0.021832580993106407,0.0007003991639746517,0.0007621739367499614,0.1422611865879658,136.00691624614873,0
1081,large_6link,0.7,0,0.0042226875658612105,0.00016174490851265233,0.05769301691052749,0.27391106405923277,2.597847125857923,0
1082,redundant_4link,1.0,0,0.0032364597911825003,0.0002418693665927851,0.04046712532634118,0.49187205628291336,3.533720625792428,0
1083,short_2link,1.35,1,0.2578690574822146,0.028448144674078586,0.03128572559787996,0.8060104382732826,3.7781721381678373,1
1084,soft_5link,1.75,1,0.22225146495443432,0.05104301868054202,0.05463935356460847,0.6619415670446612,5.542379460902842,1
1085,wide_2link,2.25,1,0.2371186805324595,0.03436133556525029,0.06182104584888528,0.8490133160337366,110.1149690114604,1
1086,snake_6link,0.35,0,0.004389877778945198,0.00014019615998030145,0.010608864264887479,0.1542547702555246,7.2935757810042565,0
1087,heavy_3link,0.7,0,0.051352568579949166,0.0011084632967786182,0.005381573114852497,0.2987370239326521,23.264882432870447,0
1088,teacher_2link,1.0,0,0.0007206380671045562,8.57734859448646e-05,0.14779442693517086,0.7437377748096357,3.253624552419909,0
1089,long_4link,1.35,0,0.009220609254757237,0.001618231259245294,0.0020873893510042385,0.5309953103250985,245.9923086470376,0
1090,long_2link,1.75,1,0.3184679939639679,0.07951025363013692,0.09224983930971334,0.8488024062308344,38.42258601508471,1
1091,needle_5link,2.25,1,0.3660774893580364,0.04370051889027146,0.1314939084447586,0.5349068037211613,1.9687622436720444,1
1092,asym_3link,0.35,0,0.006239584835866203,0.00014731167144396072,0.007819229630355959,0.2280137389250641,5.818923240306872,0
1093,large_6link,0.7,0,0.004977772055611343,0.00016682744210148932,0.029927654786801608,0.28696326959762936,2.6299156091145064,0
1094,redundant_4link,1.0,0,0.0017545230765755385,0.00024076374066567228,0.20808679060019414,0.47073311508890625,10.041157083801467,0
1095,short_2link,1.35,1,0.06608697778742822,0.003195154407910564,0.02414634464059738,0.8520029753368706,4.940675183798901,1
1096,soft_5link,1.75,1,0.2807463486268891,0.02688310154510136,0.08163844196923513,0.5962572125492879,1.7038885030554587,1
1097,wide_2link,2.25,1,0.4822658867874378,0.09342007083354296,0.09772186038939454,0.6973898789683699,7.399422539993903,1
1098,snake_6link,0.35,0,0.02187766699080503,0.0008199639120601191,0.0008436472063945415,0.10487765322551251,304.07416857322903,0
1099,heavy_3link,0.7,0,0.001898683755910582,0.00013506468925029674,0.014464275142707038,0.3574405247948692,4.551833052072976,0
1100,teacher_2link,1.0,0,0.007703585898286973,0.0004044038805324131,0.02192364117953681,0.6561895518338006,6.107239051858207,0
1101,long_4link,1.35,0,0.007889921023033483,0.0006172828614506376,0.08786288652179844,0.6925571768101089,6.353308195232254,0
1102,long_2link,1.75,1,0.2827029302166616,0.036450634946762074,0.05206549389839598,0.8952039542214096,5.025931777781134,1
1103,needle_5link,2.25,1,0.34056555990766213,0.04572012897674099,0.18684693855399598,0.6070680823753771,2.6944745698794956,1
1104,asym_3link,0.35,0,0.00261303476131111,8.213744817929892e-05,0.030111263520261843,0.19289005236307535,4.720814256212372,0
1105,large_6link,0.7,0,0.005890114297163798,0.0002190588829844448,0.047262296649166514,0.2746900185328132,4.226030214254503,0
1106,redundant_4link,1.0,0,0.0037725553660083937,0.0002610556761367878,0.09352343098321289,0.5201752719468792,3.641351764909535,0
1107,short_2link,1.35,0,0.051924514914390756,0.0037150947748091794,0.0037227968978444225,0.5281930164426961,1008.2723336234731,0
1108,soft_5link,1.75,1,0.19210849897926144,0.008386095771747907,0.03403998903068143,0.6437227481679666,8.367268141242024,1
1109,wide_2link,2.25,1,0.47110797327466014,0.06679997958504566,0.06475990498874726,0.9397751519258661,2.5823172698931134,1
1110,snake_6link,0.35,0,0.005727496467646262,0.00015607163729405152,0.02514849520615283,0.1501603960407941,7.625642575945375,0
1111,heavy_3link,0.7,0,0.0033233429085687645,0.00012871250230324152,0.034883926857823024,0.34708083097980846,1.2470583570914424,0
1112,teacher_2link,1.0,0,0.017205054385470958,0.0016268612489310633,0.021512458599503532,0.5825507534915451,41.794723373590394,0
1113,long_4link,1.35,1,0.18952327614607362,0.017056058232176458,0.10895287756811588,0.45901534124156396,2.4430555101472806,1
1114,long_2link,1.75,1,0.3359087226062679,0.06432199949445155,0.0733510586231005,0.8389838247172408,2.9370520220216645,1
1115,needle_5link,2.25,1,0.4114630842031827,0.03812379658884219,0.05408220774524059,0.47970946455557334,3.23372664118379,1
1116,asym_3link,0.35,1,0.5486410231075556,0.001074173733196687,0.001140081871808313,0.04781612066964605,156.6895606957386,0
1117,large_6link,0.7,0,0.0016585181221108439,0.00012838820371696043,0.02089543737587012,0.2408204706307577,4.649858040244736,0
1118,redundant_4link,1.0,0,0.004283842025575288,0.0003824498157622074,0.05361958202025801,0.5027320121573995,6.988798978281482,0
1119,short_2link,1.35,1,0.1425262733872777,0.013196330537807482,0.02137528731975354,0.7501208072852518,5.273593778029878,1
1120,soft_5link,1.75,1,0.1353129415510911,0.016427047128157703,0.14521876202340916,0.6723183573873411,3.784212885077985,1
1121,wide_2link,2.25,1,0.5281829242038952,0.06088555571078649,0.05838888591492285,0.9086470991753864,2.192167275115303,1
1122,snake_6link,0.35,0,0.008713004990090728,0.00010348482836266296,0.012369211426130265,0.14654744672151837,1.3018532873045277,0
1123,heavy_3link,0.7,0,0.017000027056569878,0.0005254134232729114,0.03675162976788882,0.4802318749244309,9.967547748795385,0
1124,teacher_2link,1.0,0,0.0030851196066369138,0.0002278854681470663,0.06067018311952865,0.666350346301359,3.223579656092323,0
1125,long_4link,1.35,0,0.026470881447992353,0.00319067999790363,0.003418948703600885,0.3483162977563036,166.40586054269443,0
1126,long_2link,1.75,1,0.392358595346903,0.07706100987943994,0.04335054049598998,0.7674370619099705,12.697972185862772,1
1127,needle_5link,2.25,1,0.4368201105731058,0.06939787177608729,0.1487348423094538,0.42186328085287295,3.2661186512156175,1
1128,asym_3link,0.35,0,0.0322060897415564,0.0002066086673370565,0.006813296108603549,0.1965800945896987,7.041447200333408,0
1129,large_6link,0.7,0,0.002728609505746329,0.00020403443406673348,0.015741397507278366,0.238132415928496,6.423134539088016,0
1130,redundant_4link,1.0,0,0.0018696340199326309,0.00017821341468863452,0.1251055133520728,0.49148822808094705,3.578208603617461,0
1131,short_2link,1.35,0,0.009794930122108499,0.0006404185535250608,0.027757283767865647,0.9542398698683092,5.078918574252262,0
1132,soft_5link,1.75,1,0.3511141991187421,0.07537751352417602,0.29103692807125287,0.5525147872277363,5.893962153044891,1
1133,wide_2link,2.25,1,0.5531135706306289,0.048565609958651196,0.12860924777579552,0.8944417531611891,4.521203836033477,1
1134,snake_6link,0.35,0,0.012767986501716592,0.0005834847785298566,0.0007397320685029722,0.13667628764997522,99.35117743253832,0
1135,heavy_3link,0.7,0,0.0046690725320068,0.00019575535679188725,0.02404915548807766,0.412783025890157,3.3551906280125516,0
1136,teacher_2link,1.0,0,0.001542973091926435,0.0001839356653025301,0.028069839565437526,0.7465886319676462,4.865442111698566,0
1137,long_4link,1.35,0,0.02057739882871152,0.0009536214913692677,0.022118742893837987,0.6693322253357283,10.04118237456717,0
1138,long_2link,1.75,1,0.38705648645421403,0.08123171478246934,0.14306836717416155,0.7826343187942925,3.5849361459384728,1
1139,needle_5link,2.25,1,0.35929878370661317,0.0616892874258881,0.11909945884692696,0.4718849664335776,5.6138416795310215,1
1140,asym_3link,0.35,0,0.001424344583067764,5.472304738965618e-05,0.004066042025875502,0.17106664897775997,6.170342680638577,0
1141,large_6link,0.7,0,0.000919570568887478,6.722967296971751e-05,0.121622922341266,0.24603249837513516,3.0396602843257465,0
1142,redundant_4link,1.0,0,0.004021872702395043,0.00036606545929925304,0.0481561812723266,0.527476054108535,6.596755039074377,0
1143,short_2link,1.35,0,0.06781090194597378,0.003899518081723902,0.003944623572361726,0.4139065582581794,315.0551211852807,0
1144,soft_5link,1.75,1,0.22334771720508428,0.012795073889634145,0.05816901637372587,0.6453804662474865,3.5144495681980796,1
1145,wide_2link,2.25,1,0.5553749215423509,0.0896109543847306,0.07734144842161512,0.4478300043208313,3.0636890550034668,1
1146,snake_6link,0.35,0,0.004437228373111121,8.278822638594148e-05,0.017725113478475264,0.15224203515485185,2.054819225412181,0
1147,heavy_3link,0.7,0,0.007375121149860536,0.00019886627520303646,0.02585350125063829,0.3366761444393752,2.829992943493785,0
1148,teacher_2link,1.0,0,0.002526328296368197,0.0003076134040871659,0.02708074253446109,0.7417117961435585,8.047338907638649,0
1149,long_4link,1.35,0,0.0019268724897873923,0.00021276783397167125,0.04730023458315277,0.6906639244418662,2.1229372697934155,0
1150,long_2link,1.75,1,0.40134091972402347,0.08798135065367046,0.06222766217356657,0.7415938233415721,28.95139851136303,1
1151,needle_5link,2.25,1,0.36009831624745037,0.05260583305250194,0.07095318718487369,0.5312682725794594,2.228160123450894,1
1152,asym_3link,0.35,0,0.12466317115941339,0.001044059592314289,0.0011297532105241275,0.0608734891521462,134.982850932995,0
1153,large_6link,0.7,0,0.0035180702592680145,0.00013592682379874013,0.03321117237833719,0.24245053389657714,2.042449157188392,0
1154,redundant_4link,1.0,0,0.0008198950082428132,9.464774899043601e-05,0.18225669212728524,0.4845845855671901,3.1809540471821336,0
1155,short_2link,1.35,0,0.0037437652633102903,0.0004335835278114324,0.016779124349340677,0.9487896156920511,6.421554752157673,0
1156,soft_5link,1.75,1,0.24810773809450723,0.041306967497108674,0.26415245841910945,0.6246362210299337,3.208332435060018,1
1157,wide_2link,2.25,1,0.5361002737997782,0.07447806781157772,0.06331836551110612,0.5201632096310109,2.820487815648936,1
1158,snake_6link,0.35,0,0.006202511442337162,0.00021027007384157904,0.018678710353487213,0.14227318760460658,11.977724421454951,0
1159,heavy_3link,0.7,0,0.0009832532017416836,7.341810411861173e-05,0.09542259985614882,0.30408448899172347,4.100804000614488,0
1160,teacher_2link,1.0,0,0.002118447826658773,0.0002424865525443397,0.1280814034497475,0.7416980094438169,5.6998654936609965,0
1161,long_4link,1.35,0,0.09647227711876313,0.004106011530502189,0.004218424683241604,0.15440235754231837,269.027186779533,0
1162,long_2link,1.75,1,0.21079660163267575,0.037761974074681556,0.09422533891161676,0.827479521974134,46.33098939305773,1
1163,needle_5link,2.25,1,0.46811424602525314,0.07847150336702545,0.046211123202167886,0.36377380098760975,7.101575610287898,1
1164,asym_3link,0.35,0,0.04531616676458581,0.00039704327844316726,0.003209437694925302,0.20890779229628406,14.88348296212839,0
1165,large_6link,0.7,0,0.0016428376063126128,9.210050367107185e-05,0.07461605859976268,0.2680829122335429,1.7744012810148713,0
1166,redundant_4link,1.0,0,0.017667899581649174,0.0007676659561563084,0.012280036759475385,0.4595993572710664,11.908910534063203,0
1167,short_2link,1.35,1,0.19904169168896463,0.019146785201728633,0.0245783371452514,0.8393779409418487,4.7659204543124085,1
1168,soft_5link,1.75,1,0.34750808659806953,0.07926499339813438,0.36072137999134496,0.5627575008819522,4.145979371478856,1
1169,wide_2link,2.25,1,0.48049252751794047,0.09459363300435947,0.10386905926896929,0.7014666499099148,13.78720601885717,1
1170,snake_6link,0.35,0,0.022870486460738245,0.0006892577444680188,0.0012798870133796858,0.12498133749302838,55.49515762629786,0
1171,heavy_3link,0.7,0,0.02326921605956489,0.0008685688813431572,0.007194286031614419,0.38483926238793603,18.63526514187824,0
1172,teacher_2link,1.0,0,0.003727111485488754,0.0002707167086130679,0.11433398387661678,0.6632679492438952,4.06521816959614,0
1173,long_4link,1.35,1,0.0703665261145453,0.012121552928600076,0.08220442921529592,0.5174343650960481,8.690486013348975,1
1174,long_2link,1.75,1,0.2621865899402528,0.004813055623448118,0.006338849579149181,0.5863986370821551,82.95307275572064,0
1175,needle_5link,2.25,1,0.3096220735744668,0.03653868741558116,0.1455566150896707,0.6474142374498292,1.4590444600055321,1
1176,asym_3link,0.35,1,0.17549967689667426,0.00046432683999022846,0.0035422805467702923,0.18889531125214973,17.516802904362887,0
1177,large_6link,0.7,0,0.025997775668673888,0.0003697976721189935,0.014207966885534242,0.3085331444892703,7.186652795795341,0
1178,redundant_4link,1.0,0,0.013256077411866424,0.00042627423222389667,0.04927778313423093,0.4444525093010654,5.720969463078488,0
1179,short_2link,1.35,0,0.08158593487139584,0.0038692435535589978,0.004211842135219901,0.3780816387667623,114.20525509071199,0
1180,soft_5link,1.75,1,0.24618073961713038,0.03353302998916285,0.06786392403923049,0.5730634381060739,4.5532828054658,1
1181,wide_2link,2.25,1,0.5148244913566593,0.03967951516909411,0.08766428085480782,0.9166985395130782,2.0466575648915977,1
1182,snake_6link,0.35,0,0.001638920191538395,6.794978323971398e-05,0.0695884991533116,0.16117839319970875,4.789880187878463,0
1183,heavy_3link,0.7,0,0.0009971212634715422,7.214755376946493e-05,0.023822900690041917,0.30190957911934313,4.202158788027402,0
1184,teacher_2link,1.0,0,0.007086689666296535,0.0010136225739843655,0.0857928154455298,0.6893367874425785,87.27759479145926,0
1185,long_4link,1.35,0,0.0017000387781146789,0.00017931680396008565,0.04886661822643755,0.6139097872121333,1.484655260655046,0
1186,long_2link,1.75,1,0.25665932503973554,0.05676124172031684,0.06342624040826536,0.812668194480737,258.7415133703966,1
1187,needle_5link,2.25,1,0.5049705686488168,0.040961067590841914,0.07820424993190286,0.3719891174381795,1.209255890198744,1
1188,asym_3link,0.35,0,0.04380878081678637,0.0009296308575315918,0.0009910700208800643,0.10966446350821611,149.53552147995833,0
1189,large_6link,0.7,0,0.0008855589865330107,7.953590065806641e-05,0.020170435339331473,0.23865682612857,6.668017115442471,0
1190,redundant_4link,1.0,0,0.00215511215839192,0.0001583258827830662,0.04502769712492221,0.4815409076050328,1.8405299302346572,0
1191,short_2link,1.35,1,0.23668041711329876,0.02258090914917915,0.07753426532362179,0.8180491566665916,3.482970432505477,1
1192,soft_5link,1.75,1,0.22096527537313768,0.055071775091219057,0.38253223630932226,0.6631449516293543,4.59151417561519,1
1193,wide_2link,2.25,1,0.43898932819575537,0.05688210352528358,0.06279294851982123,0.9587646520999503,1.892808211042144,1
1194,snake_6link,0.35,0,0.0027118478653050068,6.744019633193624e-05,0.02091355132009304,0.1592190648445366,2.3866253643221143,0
1195,heavy_3link,0.7,0,0.0011172388277603607,9.099857820916174e-05,0.10556330486579589,0.3117889295656599,8.198913153536946,0
1196,teacher_2link,1.0,0,0.013775227031703838,0.0006555533350747869,0.015733873004359966,0.6813891727748094,10.510528570762027,0
1197,long_4link,1.35,0,0.012389635698115931,0.0020522443617552585,0.0021659706495192163,0.4875221644570533,210.93030320897503,0
1198,long_2link,1.75,1,0.4165212406652264,0.09059239580136023,0.20441186821126447,0.7451394800128757,12.037722171983441,1
1199,needle_5link,2.25,1,0.34305001388195505,0.020680100103463245,0.041876283693056085,0.7269808197958876,5.2907869750247505,1
1200,asym_3link,0.35,0,0.004354415565269537,7.792722950099852e-05,0.01385418523804338,0.19580566126701923,1.8941813910087557,0
1201,large_6link,0.7,0,0.0019478415598731434,0.00016926945742030318,0.011953383558376853,0.25058652033805523,7.755489876949771,0
1202,redundant_4link,1.0,0,0.0032286168540815344,0.00021376069707832796,0.037304200996966984,0.4808525989968782,2.713822416727159,0
1203,short_2link,1.35,1,0.12877333685710438,0.00522947954624116,0.02761976874888359,0.7757917819731166,4.155365477989917,1
1204,soft_5link,1.75,1,0.29863974533589843,0.06474639653443262,0.19005776100448124,0.6032282197017893,4.008284377452397,1
1205,wide_2link,2.25,1,0.5214938163977257,0.07000057336197431,0.047177317794079014,0.5616471676431137,4.998088159610199,1
1206,snake_6link,0.35,0,0.011331796124304499,0.0005330856417764857,0.0007215299684073742,0.14092631888824605,86.6259326953569,0
1207,heavy_3link,0.7,0,0.024884534048287107,0.0003794718125882393,0.02161423524080878,0.31257087760501995,6.4239991392615705,0
1208,teacher_2link,1.0,0,0.006924486895634217,0.0003836104866127545,0.024215668887167172,0.6959634651044436,5.7879714243059945,0
1209,long_4link,1.35,0,0.0011105103760677844,0.0001723314296024894,0.058131858481265467,0.6170112671083572,3.772032156747287,0
1210,long_2link,1.75,1,0.38987991331848465,0.09652566526195354,0.09634133105922252,0.7794761759598205,8.646868921621806,1
1211,needle_5link,2.25,1,0.3655961401250911,0.02738956741199224,0.08752612890466589,0.6793842391668194,1.8573249467126853,1
1212,asym_3link,0.35,0,0.005117634178541278,9.015061870972956e-05,0.01893331585460603,0.22298833204047608,2.5680025334624292,0
1213,large_6link,0.7,0,0.0011089835475584543,0.00010995959769853167,0.11839330876977136,0.24566100195243795,10.401855734496241,0
1214,redundant_4link,1.0,0,0.0009354378968932594,0.00010140623735290907,0.03344865558597977,0.48111011609066767,3.7062566545197693,0
1215,short_2link,1.35,0,0.09097204975315154,0.004064003448434633,0.0040658998270979105,0.3253288444205763,8260.071442887333,0
1216,soft_5link,1.75,1,0.319437973466879,0.06861303207346887,0.26367514616025634,0.585431972558113,3.976376786095378,1
1217,wide_2link,2.25,1,0.4822502586235962,0.011454946906305358,0.013350106710236162,0.9067482457683903,20.281917300778215,1
1218,snake_6link,0.35,0,0.0050786351176954165,0.0001258331707044223,0.01982932281218731,0.1510839686498551,5.158534835090281,0
1219,heavy_3link,0.7,0,0.0050105620108976505,0.00027687429171148985,0.012314392418841098,0.34426611315351724,6.176641491785081,0
1220,teacher_2link,1.0,0,0.010114118792621129,0.0003268234875115438,0.030540832042818402,0.6739332451218414,4.322656244840156,0
1221,long_4link,1.35,1,0.11886952272712308,0.01996668845639169,0.08704480888239695,0.47690985664086827,4.63015969383797,1
1222,long_2link,1.75,1,0.38687801694583623,0.0232328321591386,0.07370086007991242,0.7376415062098935,3.48890833628102,1
1223,needle_5link,2.25,1,0.36189179510151237,0.025383615577785616,0.0793094785964878,0.6730296741211031,2.260834782445261,1
1224,asym_3link,0.35,0,0.011914389661295302,0.00046018068454332624,0.0004716275406756875,0.16495799482794082,243.29938120022322,0
1225,large_6link,0.7,0,0.012544935753679093,0.0002928421197261604,0.016451542351272202,0.277840921228526,6.187604037844885,0
1226,redundant_4link,1.0,0,0.0005498995847719826,7.583783127974969e-05,0.05659148661960336,0.4838150908067284,6.655509129612645,0
1227,short_2link,1.35,1,0.045959060181393174,0.005506180870451959,0.021127841889812243,0.9369748853002563,5.8862147182087154,1
1228,soft_5link,1.75,1,0.17466282415742848,0.01199209897973502,0.07491943391560538,0.6686682993458827,2.5652113902992166,1
1229,wide_2link,2.25,1,0.5293329174862671,0.022680264215024892,0.0489368608500482,0.9111830736884862,4.590054520691076,1
1230,snake_6link,0.35,0,0.009062876845394724,0.00013018333723890455,0.009904663891444924,0.14382053955457583,2.958938647255738,0
1231,heavy_3link,0.7,0,0.018196509420212923,0.0007851153530873394,0.016163349805053864,0.39602137403380594,17.288123848317237,0
1232,teacher_2link,1.0,0,0.0033481800200885147,0.00047354543821295596,0.11489608358880221,0.7413779823270471,20.78968894878109,0
1233,long_4link,1.35,0,0.013714791049159474,0.00206544661803736,0.0032972844481691005,0.5772871504001295,57.83601337724412,0
1234,long_2link,1.75,1,0.35509105607679364,0.05768078661719159,0.018321546353094513,0.7330348152217199,20.750567577292156,1
1235,needle_5link,2.25,1,0.40347616545696213,0.016604683388615215,0.041242495470234605,0.6682586883165226,5.419500712672346,1
1236,asym_3link,0.35,0,0.0038130685926375117,8.41719982035479e-05,0.017941378526440562,0.1833890195928005,2.761321511965305,0
1237,large_6link,0.7,0,0.0014213196628475695,0.00012515403063363822,0.014003620086190969,0.26274457157164377,5.632998458771622,0
1238,redundant_4link,1.0,0,0.0036152988978152252,0.0002393017683301231,0.056994036168629095,0.49220539133129465,2.838743343061621,0
1239,short_2link,1.35,1,0.10560248983176504,0.014121813409259254,0.09991507869225699,0.8651332136881108,67.87096032976909,1
1240,soft_5link,1.75,1,0.22900672435529776,0.060751726150848256,0.06202045209340497,0.6554953897768583,13.14733478421411,1
1241,wide_2link,2.25,1,0.49674452409894126,0.06531195784995183,0.060278253578455794,0.9254555385198467,2.398031141204362,1
1242,snake_6link,0.35,0,0.06753658829165839,0.0009502439835386763,0.001222338691639506,0.07572743494511697,97.94441863458026,0
1243,heavy_3link,0.7,0,0.004526461669475281,0.0001636366009931709,0.026826211510651378,0.4080080437267338,2.3928301357904003,0
1244,teacher_2link,1.0,0,0.005664573354586225,0.00025077064514732975,0.03878734854246322,0.6613727197520215,2.9075326315453167,0
1245,long_4link,1.35,1,0.2025883159434331,0.008152916083487637,0.034798303060352594,0.598873773863966,4.649582376725012,1
1246,long_2link,1.75,1,0.35398038390277814,0.06304646056465547,0.023667219080863076,0.7906380532935795,19.666659574382432,1
1247,needle_5link,2.25,1,0.4417836209593724,0.06648094339818389,0.07866405138870937,0.3273880713034192,24.918448164048336,1
1248,asym_3link,0.35,0,0.0009461487772391741,3.6100845977095305e-05,0.008092044600353742,0.1713014223286513,4.3498557045648605,0
1249,large_6link,0.7,0,0.007081967926324621,0.00021207411729905245,0.027509377853308176,0.24552798240061943,2.142131873663777,0
1250,redundant_4link,1.0,0,0.0011484724266100134,0.0001455746012185915,0.09898322798136303,0.48470411917470246,5.392703618478989,0
1251,short_2link,1.35,1,0.22634316493890577,0.032709201341188404,0.03183947271950978,0.82283723885191,129.11340520125788,1
1252,soft_5link,1.75,1,0.1400009035305491,0.018769124987623696,0.1727096770995007,0.6919790117431867,3.5124749836278113,1
1253,wide_2link,2.25,1,0.11693343267370598,0.006609403000834173,0.008424996118367563,0.8987134350443308,65.99031370096671,1
1254,snake_6link,0.35,0,0.011808591966034699,0.00021069232875513762,0.009088463222597607,0.15206180753653523,8.926778716874553,0
1255,heavy_3link,0.7,0,0.0013002766355682356,9.087381435570853e-05,0.015539804495824856,0.3231466842036392,4.006737008371824,0
1256,teacher_2link,1.0,0,0.004444226121597367,0.0003710136500859555,0.06100179001541074,0.7170333614869107,6.465881334527963,0
1257,long_4link,1.35,0,0.0015813937210794832,0.00020165407437480097,0.19027500979583942,0.6629990835748433,2.585270157442218,0
1258,long_2link,1.75,1,0.21804721202521718,0.04902433037680177,0.06967142140561322,0.9539479551732639,14.993993518870164,1
1259,needle_5link,2.25,1,0.4622718757710022,0.037280949496987556,0.0897028966008273,0.4278123484822534,1.7731107188888375,1
1260,asym_3link,0.35,0,0.005241294436037175,0.0002163315072970549,0.0003909681679161378,0.16723367674931847,51.71913622739614,0
1261,large_6link,0.7,0,0.0015777938531503252,0.00011011891469889355,0.11457743411391164,0.26551461918129576,2.9911032481647717,0
1262,redundant_4link,1.0,0,0.001373864460607502,0.0001600523805491765,0.09513207576887485,0.4796481558771256,4.362704551404116,0
1263,short_2link,1.35,1,0.11909311315898362,0.015974059741160816,0.02155397464499577,0.8553923225232071,87.05361948079053,1
1264,soft_5link,1.75,1,0.35230413127648436,0.04448125637542999,0.03616718598051448,0.4951219315242215,8.774677221024048,1
1265,wide_2link,2.25,1,0.5456553638991869,0.09550861288085341,0.08769895438495406,0.4867953003590129,3.279655175049138,1
1266,snake_6link,0.35,0,0.0034406323445803954,7.06036560640912e-05,0.013491789710754928,0.1417074884626512,1.9024683028680232,0
1267,heavy_3link,0.7,0,0.0031481656781278617,0.00013417655537999848,0.03028403058409456,0.2761823142457548,1.8376030493527675,0
1268,teacher_2link,1.0,0,0.0007421037417514991,8.640303232597856e-05,0.1593855655468549,0.7382751319698824,3.072956264747477,0
1269,long_4link,1.35,1,0.09777888469088787,0.014482713384618469,0.0032005979634021605,0.4030970218420894,68.22586114110098,1
1270,long_2link,1.75,1,0.411951896701533,0.09455436576888958,0.15932622333961313,0.7378489302672491,28.01246968105867,1
1271,needle_5link,2.25,1,0.3420427677502509,0.0498699583192532,0.026634733639166214,0.4563877155417514,7.0382005857325405,1
1272,asym_3link,0.35,0,0.0021336619088481393,7.535868210701514e-05,0.015406170719862146,0.17824383392200516,6.014267949033542,0
1273,large_6link,0.7,0,0.0015905587561954376,0.0001323194336311982,0.09141066627138804,0.22054015149924297,5.231699105630526,0
1274,redundant_4link,1.0,0,0.0047463431189842,0.00024858972723910093,0.03562954695075773,0.5120438523433478,2.9167803144383346,0
1275,short_2link,1.35,1,0.04476181558355791,0.0034894758759958814,0.013846384548905757,0.9264484979117883,8.782060658274638,1
1276,soft_5link,1.75,1,0.2428827927007773,0.031383968165963595,0.1108136095961972,0.5916152058452249,2.2358682232766594,1
1277,wide_2link,2.25,1,0.5390806449928993,0.05731331151337014,0.06936304005400261,0.9031030377865958,2.0220903754666146,1
1278,snake_6link,0.35,0,0.12184243627530233,0.00107754555248835,0.001109931653391091,0.03516925449321249,296.86741173019846,0
1279,heavy_3link,0.7,0,0.0007930421538625745,6.244362630210254e-05,0.040611081656521664,0.3043161096991683,4.355526802589709,0
1280,teacher_2link,1.0,0,0.000930432517725527,0.00011243811134340707,0.1322757551830838,0.7490660156031055,3.7304743398055504,0
1281,long_4link,1.35,1,0.013923307769433488,0.0018463835800269963,0.133990951466405,0.5526124169066126,2.706090583364086,1
1282,long_2link,1.75,1,0.3620136881022867,0.0630579665903818,0.20067064892468564,0.7651061106040035,6.084123499979697,1
1283,needle_5link,2.25,1,0.35406264541859234,0.04931309124508571,0.08148037258881295,0.5252721182935397,1.7470130339513128,1
1284,asym_3link,0.35,0,0.001044297434899514,4.098087347950527e-05,0.044786446167532405,0.17422049311380308,6.326456451092872,0
1285,large_6link,0.7,0,0.0017853322324023176,0.0001457459727708223,0.020273465283808717,0.22888942812553761,5.639896034682267,0
1286,redundant_4link,1.0,0,0.019190473315372575,0.0005105952681451225,0.021731476887865364,0.5073817183209758,6.651845478336152,0
1287,short_2link,1.35,0,0.0650218141482429,0.003853822270945288,0.003946412696497411,0.46749107790058075,220.44688761265084,0
1288,soft_5link,1.75,1,0.31042638939503225,0.059033024167887714,0.050730839306176265,0.5701002792472616,6.513582446050467,1
1289,wide_2link,2.25,1,0.48130206006196385,0.024133570510643475,0.04793609767636479,0.9363041346248496,4.207517331656701,1
1290,snake_6link,0.35,0,0.0024763298045945206,8.931685330121961e-05,0.014443289700678008,0.14252263989812392,5.09609667160103,0
1291,heavy_3link,0.7,0,0.004575393025480612,0.00038076526276338443,0.03483555595483809,0.31278330960976697,41.400336727408856,0
1292,teacher_2link,1.0,0,0.0008820281426921974,0.00013521356670120028,0.04259336356956418,0.7414332654026928,46.37097570008294,0
1293,long_4link,1.35,1,0.1678396478434628,0.0134345926784868,0.05969056046516642,0.48120736562846145,2.4739616909728457,1
1294,long_2link,1.75,1,0.2891079081201979,0.06096779130573716,0.05318350870914204,0.7532620138543686,235.69780708859497,1
1295,needle_5link,2.25,1,0.324602379945788,0.05358127848791154,0.0357623009528886,0.6536728816129299,8.276717631855908,1
1296,asym_3link,0.35,0,0.043777399617558596,0.0009510773804327314,0.0009539997842129528,0.08910736177201245,791.3701924995474,0
1297,large_6link,0.7,0,0.0009061521911766233,7.449940786685798e-05,0.11901866119177092,0.2443663124318343,4.163944892222936,0
1298,redundant_4link,1.0,0,0.0035979068127296636,0.0003233384519867899,0.025186894898979077,0.47165308323331445,5.693510068542704,0
1299,short_2link,1.35,0,0.02909538129613535,0.002911312612760055,0.013870778835366632,0.7257719063093284,94.03950337245175,0
1300,soft_5link,1.75,1,0.09130619385488294,0.02101231765435551,0.2031811965668482,0.7418427278411064,9.685023779100062,1
