jacobian_noise_sigma,trial,target,singular_stress,relative_effect_error,effect_cosine,reported_residual,true_residual,residual_gap,clipped
0.0,0,short_2link,1,0.34558983026151424,0.9384230523300815,0.00228112020297813,0.00228112020297813,0.0,0
0.0,1,long_2link,0,0.0032114090256676166,0.9999988877091222,9.657567131014853e-05,9.657567131014853e-05,0.0,0
0.0,2,asymmetric_3link,0,0.6384681749451155,0.9999900674137335,0.05334264296625028,0.05334264296625028,0.0,1
0.0,3,short_2link,0,0.06334858953405793,0.9979915598838248,0.0031708018318509145,0.0031708018318509145,0.0,0
0.0,4,long_2link,0,0.0033125329176903894,0.9999997742049188,0.00022086619899990736,0.00022086619899990736,0.0,0
0.0,5,asymmetric_3link,0,0.23498414343748017,0.999987440209645,0.019563723688389486,0.019563723688389486,0.0,1
0.0,6,short_2link,0,0.003160555268355923,0.999999298495819,0.00011951860664952998,0.00011951860664952998,0.0,0
0.0,7,long_2link,0,0.0033567830273068884,0.9999789472112687,2.317917553322396e-05,2.317917553322396e-05,0.0,0
0.0,8,asymmetric_3link,0,0.40162689842682897,0.99999641578638,0.03050075677190019,0.03050075677190019,0.0,1
0.0,9,short_2link,0,0.027569500984561065,0.9996755114338507,0.0005990002746631639,0.0005990002746631639,0.0,0
0.0,10,long_2link,0,0.0014048610054958866,0.9999992825291835,0.0001090931958255101,0.0001090931958255101,0.0,0
0.0,11,asymmetric_3link,0,0.08705879096215151,0.9999553593322352,0.002292216014025939,0.002292216014025939,0.0,1
0.0,12,short_2link,0,0.42071532116289706,0.9999606696227973,0.007811757799714652,0.007811757799714652,0.0,1
0.0,13,long_2link,1,0.48766598965184715,0.9655362455691466,0.020396811205236752,0.020396811205236752,0.0,1
0.0,14,asymmetric_3link,0,0.0057250827907514654,0.9999924286406429,0.00011263957739112328,0.00011263957739112328,0.0,0
0.0,15,short_2link,0,0.004727286454451813,0.9999949203827317,0.00017036460538276296,0.00017036460538276296,0.0,0
0.0,16,long_2link,0,0.0014098801997283706,0.9999995306379214,6.931565866803771e-05,6.931565866803771e-05,0.0,0
0.0,17,asymmetric_3link,0,0.0050618523048078685,0.9999946083013721,0.00012316654533016928,0.00012316654533016928,0.0,0
0.0,18,short_2link,0,0.578983489957314,0.9999685268762817,0.03603670326239627,0.03603670326239627,0.0,1
0.0,19,long_2link,0,0.7057181091247264,0.9999993827976916,0.0940942642144026,0.0940942642144026,0.0,1
0.0,20,asymmetric_3link,0,0.35749888097238663,0.9999924827024848,0.0305482932617125,0.0305482932617125,0.0,1
0.0,21,short_2link,0,0.1538571396642954,0.99999723992387,0.010065516023654578,0.010065516023654578,0.0,1
0.0,22,long_2link,0,0.49834565739982273,0.9873333428090112,0.008470547278356595,0.008470547278356595,0.0,1
0.0,23,asymmetric_3link,0,0.00815128382990517,0.9999712936897698,0.0002967856419169649,0.0002967856419169649,0.0,0
0.0,24,short_2link,0,0.7014183812064823,0.9973346261230308,0.0357469282525352,0.0357469282525352,0.0,1
0.0,25,long_2link,0,0.11164034740327264,0.9998669451637724,0.0062356269889504564,0.0062356269889504564,0.0,1
0.0,26,asymmetric_3link,1,0.9379424525977733,0.6008598049640393,0.06657707704679314,0.06657707704679314,0.0,1
0.0,27,short_2link,0,0.002339380188121429,0.9999921141847193,2.649391954286776e-05,2.649391954286776e-05,0.0,0
0.0,28,long_2link,0,0.3379582491753477,0.9999992438369449,0.04130744268423803,0.04130744268423803,0.0,1
0.0,29,asymmetric_3link,0,0.0033803566617802133,0.9999991177492392,0.0001483443896725326,0.0001483443896725326,0.0,0
0.0,30,short_2link,0,0.6816223161055638,0.9999989441400983,0.049651996573941606,0.049651996573941606,0.0,1
0.0,31,long_2link,0,0.0014525609239537725,0.9999983157952188,4.6147544005049026e-05,4.6147544005049026e-05,0.0,0
0.0,32,asymmetric_3link,0,0.0033593375370686374,0.9999990159651354,0.0001471917100142611,0.0001471917100142611,0.0,0
0.0,33,short_2link,0,0.13413269117333257,0.9999985557670089,0.005281468162292014,0.005281468162292014,0.0,1
0.0,34,long_2link,0,0.003925159535501504,0.9999951610589253,0.00014829985759214542,0.00014829985759214542,0.0,0
0.0,35,asymmetric_3link,0,0.0634056083921696,0.9999989892725193,0.002720452197832339,0.002720452197832339,0.0,1
0.0,36,short_2link,0,0.6689267347972465,0.9999969719500135,0.06357614732884243,0.06357614732884243,0.0,1
0.0,37,long_2link,0,0.0022426367918234606,0.9999865773905516,2.0902513716034305e-05,2.0902513716034305e-05,0.0,0
0.0,38,asymmetric_3link,0,0.6529232900508697,0.9999995920143915,0.060731751619643524,0.060731751619643524,0.0,1
0.0,39,short_2link,1,0.9401457705523936,0.34548241505933125,0.01993864368208166,0.01993864368208166,0.0,0
0.0,40,long_2link,0,0.01001117481717685,0.9999973354866999,0.0002795768036825122,0.0002795768036825122,0.0,0
0.0,41,asymmetric_3link,0,0.007427918960998677,0.9999952120244472,0.0001573739316559797,0.0001573739316559797,0.0,0
0.0,42,short_2link,0,0.706343952516523,0.999953890067418,0.07883871463308982,0.07883871463308982,0.0,1
0.0,43,long_2link,0,0.004038610132217075,0.9999991332663459,0.00013947266468658886,0.00013947266468658886,0.0,0
0.0,44,asymmetric_3link,0,0.6465673926415092,0.9999961369482568,0.026237768082447994,0.026237768082447994,0.0,1
0.0,45,short_2link,0,0.012506504989083393,0.9999315721979326,0.00031419482159418847,0.00031419482159418847,0.0,0
0.0,46,long_2link,0,0.17186715269204766,0.9992910777588239,0.008946767757919081,0.008946767757919081,0.0,1
0.0,47,asymmetric_3link,0,0.007617413366120347,0.9999935483047089,0.00016830171840874687,0.00016830171840874687,0.0,0
0.0,48,short_2link,0,0.31980846959915976,0.9999984623473382,0.01359134855467494,0.01359134855467494,0.0,1
0.0,49,long_2link,0,0.004042293651752127,0.9999995411928481,0.00019700455550103685,0.00019700455550103685,0.0,0
0.0,50,asymmetric_3link,0,0.002321322089249922,0.9999986938799451,8.91242022144946e-05,8.91242022144946e-05,0.0,0
0.0,51,short_2link,0,0.3954596491987296,0.9993132059547508,0.026584285723368677,0.026584285723368677,0.0,1
0.0,52,long_2link,1,0.36720917459685976,0.9301422026524101,0.019271399207129804,0.019271399207129804,0.0,0
0.0,53,asymmetric_3link,0,0.5590980792959603,0.9999987096743351,0.05460191649777792,0.05460191649777792,0.0,1
0.0,54,short_2link,0,0.8798690784659965,0.9297220018064528,0.06625353546958632,0.06625353546958632,0.0,1
0.0,55,long_2link,0,0.22748421340106076,0.999998914927936,0.014869696735090464,0.014869696735090464,0.0,1
0.0,56,asymmetric_3link,0,0.005502650550002265,0.9999889348763563,0.00021379974473382935,0.00021379974473382935,0.0,0
0.0,57,short_2link,0,0.1934674100254086,0.9999811214306049,0.004542675236291127,0.004542675236291127,0.0,1
0.0,58,long_2link,0,0.0025169353706388253,0.9999941547793434,3.402326140150807e-05,3.402326140150807e-05,0.0,0
0.0,59,asymmetric_3link,0,0.44356217046878194,0.9999378201812746,0.03721448385924414,0.03721448385924414,0.0,1
0.0,60,short_2link,0,0.005127746949823033,0.9999928046932479,0.00010212961733245586,0.00010212961733245586,0.0,0
0.0,61,long_2link,0,0.007867890980532553,0.9999977998398913,0.00021375826132841524,0.00021375826132841524,0.0,0
0.0,62,asymmetric_3link,0,0.43329505524704437,0.9999909837621189,0.033746494987995736,0.033746494987995736,0.0,1
0.0,63,short_2link,0,0.6004248675226497,0.999998709694921,0.05218329839221524,0.05218329839221524,0.0,1
0.0,64,long_2link,0,0.0029886175791048173,0.9999942256574134,5.781676527840563e-05,5.781676527840563e-05,0.0,0
0.0,65,asymmetric_3link,1,0.5335968035125878,0.8458101568469254,0.01739881656730319,0.01739881656730319,0.0,0
0.0,66,short_2link,0,0.0028365892009274297,0.9999979476051549,7.694229742680878e-05,7.694229742680878e-05,0.0,0
0.0,67,long_2link,0,0.003272362476586324,0.9999990794184039,0.00012473591899587756,0.00012473591899587756,0.0,0
0.0,68,asymmetric_3link,0,0.0013486474595433876,0.9999993419481537,5.635834820900874e-05,5.635834820900874e-05,0.0,0
0.0,69,short_2link,0,0.009899842387829252,0.999961313106327,0.0006443677931592944,0.0006443677931592944,0.0,0
0.0,70,long_2link,0,0.002371384481837648,0.9999964220303778,4.8990332858750406e-05,4.8990332858750406e-05,0.0,0
0.0,71,asymmetric_3link,0,0.7236751599210709,0.9999210860513622,0.10514168309742068,0.10514168309742068,0.0,1
0.0,72,short_2link,0,0.6988730466300128,0.999992574885379,0.07444914094471758,0.07444914094471758,0.0,1
0.0,73,long_2link,0,0.004680959302068401,0.9999976083461091,0.00018791405510575537,0.00018791405510575537,0.0,0
0.0,74,asymmetric_3link,0,0.005099138257385148,0.9999917638893285,0.00012540265436978106,0.00012540265436978106,0.0,0
0.0,75,short_2link,0,0.007632164011126591,0.9999866690433462,6.652917555343436e-05,6.652917555343436e-05,0.0,0
0.0,76,long_2link,0,0.0011770367320974799,0.9999992247842369,4.2561030361733426e-05,4.2561030361733426e-05,0.0,0
0.0,77,asymmetric_3link,0,0.04833075981570142,0.9999932320401159,0.001361400400308554,0.001361400400308554,0.0,1
0.0,78,short_2link,1,0.9993541753174731,0.0365408943817652,0.025714933334526877,0.025714933334526877,0.0,0
0.0,79,long_2link,0,0.6613015798568618,0.999830878863638,0.0478025198352988,0.0478025198352988,0.0,1
0.0,80,asymmetric_3link,0,0.008307494342510224,0.9999980047525251,0.00025321358212321006,0.00025321358212321006,0.0,0
0.0,81,short_2link,0,0.3920703750341926,0.9999829716517523,0.007910981251156713,0.007910981251156713,0.0,1
0.0,82,long_2link,0,0.07878592491118297,0.9969291931931581,0.001745167838341125,0.001745167838341125,0.0,0
0.0,83,asymmetric_3link,0,0.003973713006109453,0.9999955418362143,0.00025940783090201626,0.00025940783090201626,0.0,0
0.0,84,short_2link,0,0.07215696957468125,0.9999995934707031,0.0037773820065449826,0.0037773820065449826,0.0,1
0.0,85,long_2link,0,0.5664435800346453,0.9997572866024854,0.02029156945389413,0.02029156945389413,0.0,1
0.0,86,asymmetric_3link,0,0.635021500046663,0.9897340333236172,0.033283468453439255,0.033283468453439255,0.0,1
0.0,87,short_2link,0,0.8958623046924242,0.8953620226215672,0.03331172127477999,0.03331172127477999,0.0,1
0.0,88,long_2link,0,0.0038627473159421506,0.9999929695056299,4.7277364798706516e-05,4.7277364798706516e-05,0.0,0
