trial,target,method,singular_stress,desired_norm,actual_norm,relative_effect_error,effect_cosine,clipped,residual,token_error
9,short_2link,raw_copy,0,0.029043131757389772,0.0093808453283471,1.1618579860228504,-0.3801677192802045,0,nan,
9,short_2link,ejar_absolute,0,0.029043131757389772,0.028964460632693555,0.009879548308013894,0.9999535546869657,0,0.00028693303309269304,
9,short_2link,ejar_capability_token,0,0.06804630873977985,0.06797574052147479,0.0016898065121059645,0.999998892908779,0,0.00011498509732305951,0.009871544651036696
10,long_2link,raw_copy,0,0.03505855372425965,0.029877225563373983,0.7464443468650812,0.6859115363257361,0,nan,
10,long_2link,ejar_absolute,0,0.03505855372425965,0.03489179288789552,0.00476271640003541,0.9999991534383353,0,0.00016697395354677035,
10,long_2link,ejar_capability_token,0,0.037756235652497735,0.03768355196623152,0.0023714984972820386,0.999998336265822,0,8.953885848442341e-05,0.0034079749279598876
11,asymmetric_3link,raw_copy,0,0.051261782240666826,0.06407894488599016,1.911027403270229,-0.4357650446526159,0,nan,
11,asymmetric_3link,ejar_absolute,0,0.051261782240666826,0.012782913803570833,0.7508326409082399,0.9994022738342415,1,0.038489020088255624,
11,asymmetric_3link,ejar_capability_token,0,0.05120421227971905,0.051077100033320284,0.012124271673935403,0.9999290247383502,0,0.0006208137926534447,0.06735747882880057
12,short_2link,raw_copy,0,0.05722219860789416,0.03987630887427917,1.0246778149924431,0.31258432007467,0,nan,
12,short_2link,ejar_absolute,0,0.05722219860789416,0.012498559475266334,0.7816556388256218,0.9997224496149134,1,0.04472805498951576,
12,short_2link,ejar_capability_token,0,0.01906102659937103,0.01898157852099842,0.01561981237359616,0.9998834594010789,0,0.0002977296747501135,0.06406534814384685
13,long_2link,raw_copy,1,0.06262474113240561,0.05993853803930718,1.4838187427669827,-0.14923392158731044,0,nan,
13,long_2link,ejar_absolute,1,0.06262474113240561,0.0023508775596415687,0.9651320089498042,0.9314135402512242,1,0.06044114318421207,
13,long_2link,ejar_capability_token,1,0.0032903815975615334,0.002936419303047852,0.3427292062671114,0.9405749688589248,0,0.0011277102159773806,0.7325853183416104
14,asymmetric_3link,raw_copy,0,0.030126339487109903,0.027844841376876105,1.1313579625116483,0.31067879774844354,0,nan,
14,asymmetric_3link,ejar_absolute,0,0.030126339487109903,0.029893400516178396,0.008816521311308041,0.999989846621105,0,0.0002656095229363267,
14,asymmetric_3link,ejar_capability_token,0,0.0375043446238981,0.03736588391670837,0.005576883719572379,0.9999905181448777,0,0.0002091573745231329,0.009240549600864944
15,short_2link,raw_copy,0,0.06910386559707023,0.02716254908909045,0.7031342956234369,0.8396814930764716,0,nan,
15,short_2link,ejar_absolute,0,0.06910386559707023,0.054552320553987774,0.21060432714260907,0.9999919048980724,1,0.014553573327628593,
15,short_2link,ejar_capability_token,0,0.023844453712027085,0.023758741094309137,0.004429657518767246,0.9999948725856951,0,0.00010562276809603587,0.00680057889297325
16,long_2link,raw_copy,0,0.04255294168786796,0.10738607020650684,1.9091034214067046,0.737802212584412,0,nan,
16,long_2link,ejar_absolute,0,0.04255294168786796,0.007955934263898437,0.8231569198710058,0.9557047019865952,1,0.03502774923439283,
16,long_2link,ejar_capability_token,0,0.08667225072277346,0.08661183649590207,0.01224501346941133,0.9999250874286358,0,0.0010613028897695704,0.3053705591807263
17,asymmetric_3link,raw_copy,0,0.08177652920732888,0.04968402377740989,1.0765735418470208,0.1729188566957717,0,nan,
17,asymmetric_3link,ejar_absolute,0,0.08177652920732888,0.032479269844596544,0.6028298290974297,0.9999982803499216,1,0.049297331729064864,
17,asymmetric_3link,ejar_capability_token,0,0.034551341592115974,0.0343814810360521,0.00651594580018468,0.9999899686564313,0,0.00022513467565384013,0.009398666753586884
18,short_2link,raw_copy,0,0.03599439466850276,0.010596430888724046,0.7184879888038895,0.9688464616292081,0,nan,
18,short_2link,ejar_absolute,0,0.03599439466850276,0.03143055168019809,0.12681097895073823,0.9999965277878343,1,0.004564484551463047,
18,short_2link,ejar_capability_token,0,0.012567830976237176,0.012463238777634002,0.008377552508053521,0.9999931498700989,0,0.000105287672293321,0.00851278151513543
19,long_2link,raw_copy,0,0.05240518609771734,0.03151693439765916,1.5845110067020807,-0.9552423606598256,0,nan,
19,long_2link,ejar_absolute,0,0.05240518609771734,0.052244970839637306,0.0033150729172104028,0.999998810744128,0,0.00017372701646898678,
19,long_2link,ejar_capability_token,0,0.0366892549102292,0.036627369218369184,0.001723394889321747,0.9999991932757019,0,6.323007612870671e-05,0.00184461351536197
20,asymmetric_3link,raw_copy,0,0.05411539867927351,0.028217669958885888,1.0384241194706791,0.18561251948181434,0,nan,
20,asymmetric_3link,ejar_absolute,0,0.05411539867927351,0.0366075754769256,0.3235280622557684,0.9999992548794323,1,0.01750785039643179,
20,asymmetric_3link,ejar_capability_token,0,0.01606534204463406,0.015875467401288066,0.011963665234864505,0.9999943370797287,0,0.00019220038606926077,0.012145906110988224
21,short_2link,raw_copy,0,0.04132918942916594,0.08604428505942723,2.087610733295177,0.23446900132591128,0,nan,
21,short_2link,ejar_absolute,0,0.04132918942916594,0.014998529230915773,0.637151861621906,0.999900242262351,1,0.02633297062126934,
21,short_2link,ejar_capability_token,0,0.02859597949782751,0.02831741977865462,0.021701510898697048,0.9998088835051078,0,0.0006205759824325319,0.049472082105056506
22,long_2link,raw_copy,0,0.0770480998700514,0.07314618783679186,1.746474259987308,-0.6050896000752646,0,nan,
22,long_2link,ejar_absolute,0,0.0770480998700514,0.008394214483351195,0.8919780873484617,0.9924225577992368,1,0.0687252176478998,
22,long_2link,ejar_capability_token,0,0.03068493009666857,0.03047137340504602,0.040671254980157154,0.9991904474789849,0,0.0012479946566811607,0.21950892718260326
23,asymmetric_3link,raw_copy,0,0.10024609266545118,0.07366361399763864,0.5916616318010467,0.8096510798693888,0,nan,
23,asymmetric_3link,ejar_absolute,0,0.10024609266545118,0.062221725540633,0.3793166366473416,0.9999959139896426,1,0.03802501108621332,
23,asymmetric_3link,ejar_capability_token,0,0.07700929094224704,0.07692065312992147,0.0011996350600397142,0.9999997739581652,0,9.238304656275341e-05,0.0015019530914267883
24,short_2link,raw_copy,0,0.041691645190399876,0.03802265155331259,0.976246012726521,0.48173490291091275,0,nan,
24,short_2link,ejar_absolute,0,0.041691645190399876,0.02621942501637939,0.3711636076937216,0.9999679209533053,1,0.015474421810719022,
24,short_2link,ejar_capability_token,0,0.023151080697773437,0.023059123213603466,0.007380904020188127,0.9999786994216604,0,0.00017087591197479973,0.015948223845605007
25,long_2link,raw_copy,0,0.0665688079645633,0.07492603757288631,0.3901828715336432,0.9393705264913279,0,nan,
25,long_2link,ejar_absolute,0,0.0665688079645633,0.06646137459816881,0.0021418609919226315,0.9999987808737603,0,0.0001425811351999477,
25,long_2link,ejar_capability_token,0,0.07094847935008,0.07086341927862283,0.0013953582360778781,0.999999545961448,0,9.899854639369363e-05,0.0021548765596645894
26,asymmetric_3link,raw_copy,1,0.029628159820355878,0.03455759120249182,0.7287704415399929,0.7841919005124339,0,nan,
26,asymmetric_3link,ejar_absolute,1,0.029628159820355878,0.02320502781282381,0.5681209603718318,0.8239518764882061,1,0.01683237917931166,
26,asymmetric_3link,ejar_capability_token,1,0.04166810215785251,0.041598620231310626,0.041493671110636836,0.9991385158838733,0,0.00172896256823602,0.7956551704378839
27,short_2link,raw_copy,0,0.04686239688110102,0.024799908581368272,0.7621758085930334,0.6605614236261694,0,nan,
27,short_2link,ejar_absolute,0,0.04686239688110102,0.0220978024360225,0.5284551427234888,0.9999971040792579,1,0.024764675160622158,
27,short_2link,ejar_capability_token,0,0.023092481969642916,0.02276320954404107,0.0173620494478681,0.9999483251490981,0,0.0004009328311929923,0.021395393360370392
28,long_2link,raw_copy,0,0.048803080737460855,0.044632300816011584,1.6947983241712505,-0.5663840597256815,0,nan,
28,long_2link,ejar_absolute,0,0.048803080737460855,0.031301208698148515,0.3586222767645407,0.9999993425526312,1,0.01750187228581419,
28,long_2link,ejar_capability_token,0,0.05522001938220405,0.055069127703562315,0.005105412751587782,0.9999903464801857,0,0.00028192099620224175,0.010391577608854634
29,asymmetric_3link,raw_copy,0,0.02616182617395872,0.02170609927192446,1.1223682874208218,0.2583310814142261,0,nan,
29,asymmetric_3link,ejar_absolute,0,0.02616182617395872,0.02552869601378223,0.02424062809637413,0.9999975075099083,0,0.000634179122845548,
29,asymmetric_3link,ejar_capability_token,0,0.013456384057369585,0.013351934442709247,0.013230115683335899,0.9999365925791182,0,0.00017802953098851218,0.023277684322759146
30,short_2link,raw_copy,0,0.028910478907916697,0.010992431371505008,1.1678550784854038,-0.2884034503037995,0,nan,
30,short_2link,ejar_absolute,0,0.028910478907916697,0.028604004280788527,0.010604558733179711,0.9999987506194878,0,0.0003065828821879146,
30,short_2link,ejar_capability_token,0,0.006675906068133742,0.006615822739741749,0.009482692735669252,0.999972858057411,0,6.330557545899486e-05,0.01018730923875577
31,long_2link,raw_copy,0,0.06966374619896407,0.06762188831239858,1.887969861762061,-0.8355868403477914,0,nan,
31,long_2link,ejar_absolute,0,0.06966374619896407,0.05101675944674845,0.26768181982815786,0.9999958786063976,1,0.018647718626267434,
31,long_2link,ejar_capability_token,0,0.07186779506225789,0.07179267692516776,0.001429930403258703,0.9999993295867052,0,0.00010276594660461865,0.002942751701840711
32,asymmetric_3link,raw_copy,0,0.07582401184143936,0.03487188217689316,0.7823594275104488,0.6516844674091095,0,nan,
32,asymmetric_3link,ejar_absolute,0,0.07582401184143936,0.056935985580143386,0.2491771448425043,0.9999753305533481,1,0.018893611030331242,
32,asymmetric_3link,ejar_capability_token,0,0.03125893438228561,0.03110710185769218,0.007355389197227691,0.9999836427227107,0,0.000229921635627702,0.013468890736714183
33,short_2link,raw_copy,0,0.021178862693254995,0.01819932081529794,0.5602920922078921,0.8288528267928781,0,nan,
33,short_2link,ejar_absolute,0,0.021178862693254995,0.02082550603639717,0.019037361796895032,0.9999549938084794,0,0.00040318969057561983,
33,short_2link,ejar_capability_token,0,0.022326817096324985,0.022249637885064448,0.007203040681905255,0.9999779505656725,0,0.0001608209790453273,0.017892852523770937
34,long_2link,raw_copy,0,0.03510636519609769,0.030267330117810676,1.4383558644382748,-0.18879672217377638,0,nan,
34,long_2link,ejar_absolute,0,0.03510636519609769,0.034983440188470195,0.0037096753838692207,0.9999984325373604,0,0.00013023322249476211,
34,long_2link,ejar_capability_token,0,0.03755911863920212,0.037489871088691194,0.002014795254321082,0.9999989591125177,0,7.567393600554218e-05,0.0024799773293656116
35,asymmetric_3link,raw_copy,0,0.011900340133222206,0.0074803584290522316,0.5986676635481589,0.824633884590263,0,nan,
35,asymmetric_3link,ejar_absolute,0,0.011900340133222206,0.01183305518675897,0.006742831782057349,0.9999861114925283,0,8.024199841041506e-05,
35,asymmetric_3link,ejar_capability_token,0,0.0071111095768851065,0.007071893232209298,0.006632875654442037,0.9999732867928541,0,4.716711222146649e-05,0.008357164603354492
36,short_2link,raw_copy,0,0.04139431149249246,0.02593238752415111,1.0937392682175118,0.15659245410184558,0,nan,
36,short_2link,ejar_absolute,0,0.04139431149249246,0.02092258395793257,0.49456891649264423,0.9999843615374633,1,0.020472340278369923,
36,short_2link,ejar_capability_token,0,0.006471987142008423,0.006328443453898468,0.02346186560366975,0.9999456513698606,0,0.00015184491597634592,0.024859364650235184
37,long_2link,raw_copy,0,0.0704024473541475,0.050318188849746905,0.3131469404565496,0.9883325578855539,0,nan,
37,long_2link,ejar_absolute,0,0.0704024473541475,0.07029768798989272,0.0019596931786741868,0.9999989836170493,0,0.00013796719780158456,
37,long_2link,ejar_capability_token,0,0.045544848484262886,0.04547910167269938,0.001885841448819693,0.9999987798931947,0,8.589036493767717e-05,0.0031702511437434956
38,asymmetric_3link,raw_copy,0,0.03946319680315125,0.02295382813452231,0.4209934524413655,0.998090504991865,0,nan,
38,asymmetric_3link,ejar_absolute,0,0.03946319680315125,0.03907061121175263,0.010233539563326791,0.9999964426166429,0,0.00040384819601393924,
38,asymmetric_3link,ejar_capability_token,0,0.035432191244071015,0.03515583584241568,0.00834513884312171,0.9999947584621149,0,0.0002956865637929528,0.009377673817862257
39,short_2link,raw_copy,1,0.01406428146882725,0.004576915904610573,1.286447577570743,-0.8435581384456076,0,nan,
39,short_2link,ejar_absolute,1,0.01406428146882725,0.011791904454411046,0.5429998995030689,0.8397286855441044,0,0.00763690396715597,
39,short_2link,ejar_capability_token,1,0.028511338688736777,0.028483873780561348,0.014098139614307184,0.9998997585859838,0,0.0004019568475227486,0.4314021207157946
40,long_2link,raw_copy,0,0.03855273906003388,0.028242735700053694,1.5795054105505903,-0.6539761325314993,0,nan,
40,long_2link,ejar_absolute,0,0.03855273906003388,0.03847225257640725,0.0021526560384101927,0.9999991877771272,0,8.299078868749047e-05,
40,long_2link,ejar_capability_token,0,0.03232834997419121,0.03226505948287331,0.0019657774059908886,0.9999990254988831,0,6.355034191800862e-05,0.001989825130437892
41,asymmetric_3link,raw_copy,0,0.054780247674458216,0.020190506694134514,1.253741358751472,-0.5914994801642467,0,nan,
41,asymmetric_3link,ejar_absolute,0,0.054780247674458216,0.03686735457536464,0.3269975249060368,0.9999985058669364,1,0.01791300573028504,
41,asymmetric_3link,ejar_capability_token,0,0.023321623624268793,0.02311356900825994,0.009073518484480817,0.9999967612033608,0,0.00021160919211642588,0.009367421901024742
42,short_2link,raw_copy,0,0.02203093278844979,0.023008579076401317,0.9058547289726898,0.6080884294145809,0,nan,
42,short_2link,ejar_absolute,0,0.02203093278844979,0.021877717323721346,0.0070553039124662065,0.9999972146168069,0,0.00015543493335293376,
42,short_2link,ejar_capability_token,0,0.02724723740336216,0.027067432509198623,0.006640243599379324,0.9999983693525086,0,0.0001809283004086881,0.00673831948182983
43,long_2link,raw_copy,0,0.01710382672457394,0.012920134475886157,1.641508273983002,-0.7439319261904088,0,nan,
43,long_2link,ejar_absolute,0,0.01710382672457394,0.01702350341846599,0.006456278832367835,0.9999867047455624,0,0.00011042708089063285,
43,long_2link,ejar_capability_token,0,0.036808109217066,0.036765104633892126,0.002358064725274757,0.9999971608694397,0,8.679590630688872e-05,0.006491556226271981
44,asymmetric_3link,raw_copy,0,0.01681049233007902,0.018071221692338484,2.0456903935929134,-0.9438287582689388,0,nan,
44,asymmetric_3link,ejar_absolute,0,0.01681049233007902,0.016728974106171995,0.006048303172139043,0.9999898789025069,0,0.00010167496013353915,
44,asymmetric_3link,ejar_capability_token,0,0.041544405004867266,0.04140718068909924,0.0033492330250932613,0.9999992646497129,0,0.00013914189659938424,0.003568051915276119
45,short_2link,raw_copy,0,0.021482205579275344,0.016310407459043035,1.7131125775215468,-0.8944905739391725,0,nan,
45,short_2link,ejar_absolute,0,0.021482205579275344,0.02104265917622171,0.03952419813072128,0.9994140901908277,0,0.0008490669891243628,
45,short_2link,ejar_capability_token,0,0.01996642251333133,0.01994732147289205,0.0009774652818023714,0.9999974690476869,0,1.9516485786043903e-05,0.0020551314034134055
46,long_2link,raw_copy,0,0.07293907468059213,0.10347497572336524,0.5477736374605021,0.9560183825928771,0,nan,
46,long_2link,ejar_absolute,0,0.07293907468059213,0.03186465563839204,0.5643750865738554,0.998397049180929,1,0.04116499715185117,
46,long_2link,ejar_capability_token,0,0.09766707118348504,0.09760768496415086,0.005847411595975709,0.9999829735638873,0,0.000571099570430707,0.10711653209876683
47,asymmetric_3link,raw_copy,0,0.020855260472922937,0.012572127355038423,1.5994065634259071,-0.9909100180583876,0,nan,
47,asymmetric_3link,ejar_absolute,0,0.020855260472922937,0.020717748927944552,0.008760720875928083,0.9999809379547019,0,0.00018270712455877464,
47,asymmetric_3link,ejar_capability_token,0,0.025479637252290247,0.02542063860196913,0.004074806240437626,0.9999928218573494,0,0.00010382458895452553,0.009185135518427767
48,short_2link,raw_copy,0,0.004010571930185613,0.004273519284364769,0.9463753886513008,0.5817234123114011,0,nan,
48,short_2link,ejar_absolute,0,0.004010571930185613,0.00397321465839957,0.011613848411149708,0.9999129648131047,0,4.657818605303621e-05,
48,short_2link,ejar_capability_token,0,0.0030575973224129154,0.0030460388021608235,0.006208506885135743,0.9998804688872541,0,1.8983120236680083e-05,0.012215321892489014
49,long_2link,raw_copy,0,0.027562946334559725,0.028228063531607766,1.489640036116988,-0.08308674215262016,0,nan,
49,long_2link,ejar_absolute,0,0.027562946334559725,0.027475913583816493,0.003176160147472201,0.9999986205857362,0,8.754433487090373e-05,
49,long_2link,ejar_capability_token,0,0.02680927572444269,0.026711531879732662,0.0036466545344399494,0.9999986008071601,0,9.776417053224433e-05,0.003648016515101776
50,asymmetric_3link,raw_copy,0,0.06891101296836137,0.06955715131587763,0.23455083804178212,0.9727918203471759,0,nan,
50,asymmetric_3link,ejar_absolute,0,0.06891101296836137,0.06869341844006978,0.009288611922295142,0.9999615140143534,0,0.0006400876659239684,
50,asymmetric_3link,ejar_capability_token,0,0.06826378011515587,0.068202977716511,0.001972012236667337,0.999998236089495,0,0.00013461701168026804,0.01130772028661414
51,short_2link,raw_copy,0,0.05670863073401978,0.07039901375587271,0.2949298034547223,0.9884396476939853,0,nan,
51,short_2link,ejar_absolute,0,0.05670863073401978,0.05610845043464145,0.11589634118371128,0.9932684723680263,0,0.006572322931507393,
51,short_2link,ejar_capability_token,0,0.08230413406211037,0.08222733758261594,0.009721877979832228,0.9999529863793163,0,0.0008001507583094684,0.2799821856502759
52,long_2link,raw_copy,1,0.010047887010479175,0.009020977083502682,1.030191667572831,0.41475830598740737,0,nan,
52,long_2link,ejar_absolute,1,0.010047887010479175,0.004665344468722184,0.7790592814162622,0.6554208666918175,0,0.007827900413194982,
52,long_2link,ejar_capability_token,1,0.041287883551044464,0.04126754506386671,0.007200738655421534,0.9999735964003105,0,0.0002973032662872874,0.29481810527933294
53,asymmetric_3link,raw_copy,0,0.12225943561973066,0.06355447455090105,1.3453474986942764,-0.5191414871891123,0,nan,
53,asymmetric_3link,ejar_absolute,0,0.12225943561973066,0.035524178494375676,0.7094391808131113,0.999992232131371,1,0.08673563456217422,
53,asymmetric_3link,ejar_capability_token,0,0.03567059450117926,0.03545995802209816,0.007417847708335406,0.9999890721037059,0,0.0002645990450933818,0.009897450597223667
54,short_2link,raw_copy,0,0.05676343866832661,0.03769994766591987,0.5506268288687727,0.8566598788435821,0,nan,
54,short_2link,ejar_absolute,0,0.05676343866832661,0.042273125282665185,0.2553512341328689,0.9999736069669606,1,0.014494614372933846,
54,short_2link,ejar_capability_token,0,0.032022842672377455,0.031954353448654826,0.003746100260733388,0.999994283125161,0,0.00011996078303051771,0.00998164361425331
55,long_2link,raw_copy,0,0.06689888096249434,0.06158863013982004,1.5906022042460695,-0.3706562199431368,0,nan,
55,long_2link,ejar_absolute,0,0.06689888096249434,0.05428343137429598,0.18859028207405462,0.9999961483506352,1,0.012616479019745693,
55,long_2link,ejar_capability_token,0,0.04219560176933435,0.04202969195192972,0.0047412831599045035,0.9999959124023592,0,0.0002000613008322648,0.005927344731876512
56,asymmetric_3link,raw_copy,0,0.035337651055958215,0.021468571304385457,1.1269485721895927,0.0815400758978167,0,nan,
56,asymmetric_3link,ejar_absolute,0,0.035337651055958215,0.02146481026573995,0.39272037650271824,0.9999076712172289,1,0.013877816020137965,
56,asymmetric_3link,ejar_capability_token,0,0.026467088836582976,0.02630960562603929,0.01425991542708068,0.9999140909676512,0,0.00037741846267061983,0.0356365574685305
57,short_2link,raw_copy,0,0.05982286475765489,0.05456382946638498,1.0237457437990634,0.4297012509986181,0,nan,
57,short_2link,ejar_absolute,0,0.05982286475765489,0.022505358537079478,0.6238537460458446,0.9999102048656241,1,0.03732071890211069,
57,short_2link,ejar_capability_token,0,0.04211303413353845,0.042014693804376765,0.00630423474820699,0.9999822494837428,0,0.0002654904594413149,0.022494860219687808
58,long_2link,raw_copy,0,0.13306071602748906,0.09116881457876704,0.5268613213859713,0.8697666811740975,0,nan,
58,long_2link,ejar_absolute,0,0.13306071602748906,0.08441087429639288,0.36562537094426034,0.9999976053667928,1,0.04865037402128495,
58,long_2link,ejar_capability_token,0,0.0840866037740428,0.08399731828636195,0.0013923839276657778,0.999999452359544,0,0.00011708083701936166,0.0027043746073443144
59,asymmetric_3link,raw_copy,0,0.03197813215759591,0.01914919623795468,0.9165083569228879,0.43301614422728113,0,nan,
59,asymmetric_3link,ejar_absolute,0,0.03197813215759591,0.03174883916115608,0.007338281036545944,0.9999977876996118,0,0.0002346645281345271,
59,asymmetric_3link,ejar_capability_token,0,0.022648892658610326,0.02251855946685429,0.006278838818635495,0.9999948663055114,0,0.0001422087527028298,0.007109220682558087
60,short_2link,raw_copy,0,0.030246240329400598,0.0295623687596305,0.1566454620593185,0.9877076976239286,0,nan,
60,short_2link,ejar_absolute,0,0.030246240329400598,0.03020128264580549,0.003615058242054233,0.9999934675570435,0,0.00010934192400901101,
60,short_2link,ejar_capability_token,0,0.04909936155393257,0.049040445647070836,0.0018368328163445404,0.9999986164725246,0,9.018732040066162e-05,0.007548526456247026
61,long_2link,raw_copy,0,0.030280736188513076,0.030342634254357046,1.5717270965186103,-0.23264108056204094,0,nan,
61,long_2link,ejar_absolute,0,0.030280736188513076,0.030229060975770123,0.0017159658713809208,0.9999988913707923,0,5.1960711575743496e-05,
61,long_2link,ejar_capability_token,0,0.04549844098677781,0.04541888753059843,0.001786147361440128,0.9999994494140532,0,8.126692210431992e-05,0.001906577912133271
62,asymmetric_3link,raw_copy,0,0.04987838270806218,0.01970444060132492,0.9709785041249813,0.2699214270891446,0,nan,
62,asymmetric_3link,ejar_absolute,0,0.04987838270806218,0.04977561315524094,0.0021760220326068726,0.9999993518052588,0,0.00010853646189956298,
62,asymmetric_3link,ejar_capability_token,0,0.03372803720021572,0.033661064362347705,0.0020411516869585783,0.9999990072684828,0,6.884404207017369e-05,0.0022403871197801697
63,short_2link,raw_copy,0,0.03409119068985928,0.02359041325009846,0.3840468190312198,0.9619807204096061,0,nan,
63,short_2link,ejar_absolute,0,0.03409119068985928,0.03338302574349555,0.02087087136574076,0.9999970331379394,1,0.0007115128764638634,
63,short_2link,ejar_capability_token,0,0.024342086854449912,0.024089198588420714,0.010602147671727735,0.9999960333129604,0,0.0002580784100710481,0.010882816673763205
64,long_2link,raw_copy,0,0.047144391197250564,0.03904161132220737,1.7359102380667337,-0.8015586538923875,0,nan,
64,long_2link,ejar_absolute,0,0.047144391197250564,0.04700091484239382,0.003080613609728868,0.9999994342187999,0,0.00014523365622524554,
64,long_2link,ejar_capability_token,0,0.04376255486680973,0.04364196764175852,0.002766493888382312,0.999999445938897,0,0.00012106884334551861,0.0027917346090608215
65,asymmetric_3link,raw_copy,1,0.06165862920187909,0.07388315545211409,1.1024592741896195,0.5092434866278298,0,nan,
65,asymmetric_3link,ejar_absolute,1,0.06165862920187909,0.00814972939541861,0.9272044194731686,0.5967915720807424,1,0.05717015442184408,
65,asymmetric_3link,ejar_capability_token,1,0.0414756507537943,0.04140740190963419,0.041329051597469586,0.9991453213589578,0,0.0017141493513712445,0.8001500369258546
66,short_2link,raw_copy,0,0.026818258912328617,0.013246541881209906,0.8145979435037852,0.587526533410048,0,nan,
66,short_2link,ejar_absolute,0,0.026818258912328617,0.026616571073674686,0.007610348561627379,0.9999979144918153,0,0.00020409630574913927,
66,short_2link,ejar_capability_token,0,0.013189673576294018,0.01309134703208391,0.0075388491822986695,0.9999935739185796,0,9.943496739427971e-05,0.007719876383070427
67,long_2link,raw_copy,0,0.031249177155497344,0.02322907322343972,0.9740840421078406,0.4060863338446421,0,nan,
67,long_2link,ejar_absolute,0,0.031249177155497344,0.021362094261150117,0.3163995454356195,0.9999963859264493,1,0.00988722576363605,
67,long_2link,ejar_capability_token,0,0.011828038471783596,0.011542970583594683,0.02445070162788656,0.9999839774424086,0,0.00028920386396744563,0.024804150859254383
68,asymmetric_3link,raw_copy,0,0.03746024419385942,0.04124949853002502,1.7061503562795521,-0.3171257379775027,0,nan,
68,asymmetric_3link,ejar_absolute,0,0.03746024419385942,0.03706473649874997,0.013365075392225163,0.9999653452603584,0,0.0005006590012271714,
