episode,target,method,horizon,final_tracking_error,mean_tracking_error,success_5cm_equiv,success_10cm_equiv,clipped_steps,residual_sum
145,long_2link,raw_copy,18,0.12601752376672126,0.1702444474036103,0,0,0,nan
145,long_2link,ejar_absolute,18,0.02142633139112658,0.039079499792832526,1,1,8,0.23604111493427682
146,asymmetric_3link,raw_copy,18,0.5799802771139859,0.2923482751489185,0,0,0,nan
146,asymmetric_3link,ejar_absolute,18,0.298623523356214,0.1397950403061284,0,0,11,0.3751597909862986
147,short_2link,raw_copy,18,0.12918379546751677,0.05526195356447852,0,0,0,nan
147,short_2link,ejar_absolute,18,0.03305492835708551,0.030068352538487126,1,1,13,0.4238372142849375
148,long_2link,raw_copy,18,0.09681373824461124,0.05054467178147548,0,1,0,nan
148,long_2link,ejar_absolute,18,0.012954576572836964,0.0058950854640569365,1,1,3,0.011959185625772046
149,asymmetric_3link,raw_copy,18,0.04260714194315468,0.032534280215400516,1,1,0,nan
149,asymmetric_3link,ejar_absolute,18,0.010042938419480629,0.00565876164257128,1,1,1,0.009376760102948096
150,short_2link,raw_copy,18,0.021874187998025738,0.03362658750461505,1,1,0,nan
150,short_2link,ejar_absolute,18,0.055483296797145705,0.0422030597161287,0,1,4,0.07109489507280854
151,long_2link,raw_copy,18,0.035155212060004055,0.06517983947800872,1,1,0,nan
151,long_2link,ejar_absolute,18,0.017480695308278112,0.01357884037203343,1,1,5,0.0224553146701684
152,asymmetric_3link,raw_copy,18,0.11168420113128269,0.04354030998376768,0,0,0,nan
152,asymmetric_3link,ejar_absolute,18,0.06295522523007878,0.0234712337834659,0,1,8,0.13278183821713432
153,short_2link,raw_copy,18,0.026190495823339786,0.048392379895302595,1,1,0,nan
153,short_2link,ejar_absolute,18,0.02577388051582689,0.05909564649530689,1,1,14,0.6380785432764644
154,long_2link,raw_copy,18,0.2825518207826005,0.30450422146170164,0,0,0,nan
154,long_2link,ejar_absolute,18,0.05046143698900907,0.035264190238579504,0,1,2,0.051777906898532844
155,asymmetric_3link,raw_copy,18,0.2511876960401403,0.16404040218731775,0,0,0,nan
155,asymmetric_3link,ejar_absolute,18,0.013829118945440495,0.00742339274910398,1,1,1,0.005547377259569661
156,short_2link,raw_copy,18,0.20093972489154063,0.17039579845430694,0,0,0,nan
156,short_2link,ejar_absolute,18,0.07451847301304862,0.04866853771323091,0,1,6,0.13788846701543522
157,long_2link,raw_copy,18,0.17182804370318272,0.10509965131087179,0,0,0,nan
157,long_2link,ejar_absolute,18,0.12350378828265589,0.07361214545271463,0,0,14,0.42822686473774774
158,asymmetric_3link,raw_copy,18,0.19169720165403964,0.09382030465063312,0,0,0,nan
158,asymmetric_3link,ejar_absolute,18,0.0793277078490767,0.04794431172156137,0,1,9,0.2792093733476239
159,short_2link,raw_copy,18,0.08407444349873766,0.11017861396806268,0,1,0,nan
159,short_2link,ejar_absolute,18,0.05617496928904347,0.06186393736299763,0,1,14,0.5808082734439959
160,long_2link,raw_copy,18,0.17173527557195106,0.2243966143112694,0,0,0,nan
160,long_2link,ejar_absolute,18,0.04970303929743581,0.07629783050440642,1,1,11,0.27564451405072343
161,asymmetric_3link,raw_copy,18,0.3040078329121078,0.16145701501672668,0,0,0,nan
161,asymmetric_3link,ejar_absolute,18,0.13910424601669336,0.06551455142627362,0,0,12,0.2448177920165529
162,short_2link,raw_copy,18,0.4313058045773988,0.27308821936897426,0,0,0,nan
162,short_2link,ejar_absolute,18,0.2628644524820456,0.17061834990677932,0,0,15,0.4888908279250743
163,long_2link,raw_copy,18,0.1573654917206151,0.1091449102419674,0,0,0,nan
163,long_2link,ejar_absolute,18,0.014119941535234706,0.007639748972125339,1,1,4,0.08256588592195745
164,asymmetric_3link,raw_copy,18,0.10888211379675065,0.13952502936771533,0,0,0,nan
164,asymmetric_3link,ejar_absolute,18,0.011091448122439031,0.006273191080858654,1,1,1,0.00820746863136786
165,short_2link,raw_copy,18,0.030926948118136302,0.01770862717294522,1,1,0,nan
165,short_2link,ejar_absolute,18,0.0010432006717751988,0.010312710733782642,1,1,4,0.049859737421813016
166,long_2link,raw_copy,18,0.10557345596572056,0.07487495089143686,0,0,0,nan
166,long_2link,ejar_absolute,18,0.01107156450842461,0.009387643719241973,1,1,2,0.030145566672384813
167,asymmetric_3link,raw_copy,18,0.25783058725868274,0.1283554439460532,0,0,0,nan
167,asymmetric_3link,ejar_absolute,18,0.03851299697123378,0.01873611957242758,1,1,3,0.029889405828980878
168,short_2link,raw_copy,18,0.1768711530676456,0.12022794104510533,0,0,0,nan
168,short_2link,ejar_absolute,18,0.16397575986393967,0.11249589308247593,0,0,13,0.8302214724052044
169,long_2link,raw_copy,18,0.07105624332838205,0.07222163589495573,0,1,0,nan
169,long_2link,ejar_absolute,18,0.026896190196098152,0.014796218095913354,1,1,2,0.018157209316483625
170,asymmetric_3link,raw_copy,18,0.32773751954626984,0.2153069691545365,0,0,0,nan
170,asymmetric_3link,ejar_absolute,18,0.07382492759625085,0.03512959594810419,0,1,11,0.3724847343938676
171,short_2link,raw_copy,18,0.18124167363226465,0.14103199022721108,0,0,0,nan
171,short_2link,ejar_absolute,18,0.11471738918095067,0.09086416858983781,0,0,16,0.4399973452528594
172,long_2link,raw_copy,18,0.15089812662773647,0.08144612116080581,0,0,0,nan
172,long_2link,ejar_absolute,18,0.023911822684967207,0.008481562102055328,1,1,4,0.02000904428288031
173,asymmetric_3link,raw_copy,18,0.05344149504421749,0.07013294868498135,0,1,0,nan
173,asymmetric_3link,ejar_absolute,18,0.03478423634800363,0.017863262913339183,1,1,4,0.09257863037510222
174,short_2link,raw_copy,18,0.38642879501925703,0.16371688562729508,0,0,0,nan
174,short_2link,ejar_absolute,18,0.02247199782194301,0.01597516992355024,1,1,3,0.032299492925672
175,long_2link,raw_copy,18,0.17846118264417435,0.11285584143670246,0,0,0,nan
175,long_2link,ejar_absolute,18,0.060360315269846185,0.052585419247295484,0,1,6,0.18963815654773689
176,asymmetric_3link,raw_copy,18,0.06778166030069697,0.09194101520043192,0,1,0,nan
176,asymmetric_3link,ejar_absolute,18,0.05128613465648972,0.023189159220154527,0,1,7,0.1501066889046411
177,short_2link,raw_copy,18,0.13548068052943327,0.062105907336805086,0,0,0,nan
177,short_2link,ejar_absolute,18,0.155076847282714,0.06705441108176298,0,0,10,0.35712171337055193
178,long_2link,raw_copy,18,0.022501064077660844,0.1907511916016621,1,1,0,nan
178,long_2link,ejar_absolute,18,0.02802738157568227,0.06743673103604185,1,1,12,0.2494694085099525
179,asymmetric_3link,raw_copy,18,0.05380907936003368,0.03559267550786189,0,1,0,nan
179,asymmetric_3link,ejar_absolute,18,0.02102826206581916,0.011578729718411998,1,1,0,0.002197116804707978
180,short_2link,raw_copy,18,0.08192800823593124,0.07131000726372676,0,1,0,nan
180,short_2link,ejar_absolute,18,0.01650631440246083,0.014942271124923086,1,1,8,0.22055118520382927
181,long_2link,raw_copy,18,0.7361702580286693,0.3452647958262811,0,0,0,nan
181,long_2link,ejar_absolute,18,0.032964318816479536,0.027127586126428002,1,1,4,0.05438111543151513
182,asymmetric_3link,raw_copy,18,0.19464260317089965,0.13439229869407956,0,0,0,nan
182,asymmetric_3link,ejar_absolute,18,0.027481686846819498,0.0201524726243275,1,1,2,0.021823183964550158
183,short_2link,raw_copy,18,0.17481873055222497,0.08431749809477725,0,0,0,nan
183,short_2link,ejar_absolute,18,0.021102003804172542,0.02540500462199465,1,1,9,0.164079935346817
184,long_2link,raw_copy,18,0.286897531320211,0.20666692648687449,0,0,0,nan
184,long_2link,ejar_absolute,18,0.09305545915462854,0.04675652687718675,0,1,5,0.10419160721331026
185,asymmetric_3link,raw_copy,18,0.13037695865579713,0.0890474843621084,0,0,0,nan
185,asymmetric_3link,ejar_absolute,18,0.053386776686138324,0.05126259983421714,0,1,9,0.2811489230331006
186,short_2link,raw_copy,18,0.15935737992053953,0.2501486720760484,0,0,0,nan
186,short_2link,ejar_absolute,18,0.12231092097165987,0.10952919686228328,0,0,7,0.36498519273750263
187,long_2link,raw_copy,18,0.3227261976080056,0.2820962754396879,0,0,0,nan
187,long_2link,ejar_absolute,18,0.12945845233613698,0.0983218724860227,0,0,16,0.45912758843096074
188,asymmetric_3link,raw_copy,18,0.03952330095960217,0.07443802771538538,1,1,0,nan
188,asymmetric_3link,ejar_absolute,18,0.006957750924579664,0.03236459572597086,1,1,11,0.30457615187005604
189,short_2link,raw_copy,18,0.01721993756351629,0.01746847592118457,1,1,0,nan
189,short_2link,ejar_absolute,18,0.053315917686055946,0.03223622490327687,0,1,9,0.11418819117505863
190,long_2link,raw_copy,18,0.37504459931569256,0.29930950350721364,0,0,0,nan
190,long_2link,ejar_absolute,18,0.2458236347259543,0.19475611009048277,0,0,15,0.5975494196265098
191,asymmetric_3link,raw_copy,18,0.06361281264159911,0.09814165260506737,0,1,0,nan
191,asymmetric_3link,ejar_absolute,18,0.06477210763809413,0.029762929816329664,0,1,10,0.18267711411663717
192,short_2link,raw_copy,18,0.13641293634835241,0.060980602564717,0,0,0,nan
192,short_2link,ejar_absolute,18,0.05524116909268062,0.03241702864308728,0,1,15,0.4582778921509541
193,long_2link,raw_copy,18,0.19424411053695959,0.14037969054959007,0,0,0,nan
193,long_2link,ejar_absolute,18,0.058627808471550885,0.044865009727919195,0,1,4,0.08725737591267053
194,asymmetric_3link,raw_copy,18,0.12418177886919125,0.08191043548282781,0,0,0,nan
194,asymmetric_3link,ejar_absolute,18,0.008840581559426281,0.004998323611520274,1,1,0,0.0024083423441716607
195,short_2link,raw_copy,18,0.16725487358922075,0.10923616059697883,0,0,0,nan
195,short_2link,ejar_absolute,18,0.09219157006866635,0.043081793487898916,0,1,9,0.16792276536440445
196,long_2link,raw_copy,18,0.45322574738479665,0.10019007772820257,0,0,0,nan
196,long_2link,ejar_absolute,18,0.037686065164282016,0.012548455678546172,1,1,7,0.08099523753493074
197,asymmetric_3link,raw_copy,18,0.4152658246457946,0.21672457391990319,0,0,0,nan
197,asymmetric_3link,ejar_absolute,18,0.00754896256010611,0.004461527995609843,1,1,1,0.0037786973621489863
198,short_2link,raw_copy,18,0.4919347454386452,0.2928151413922937,0,0,0,nan
198,short_2link,ejar_absolute,18,0.3150364306272393,0.1914151132481415,0,0,14,0.5339021364653991
199,long_2link,raw_copy,18,0.21204492135445213,0.13422612203337492,0,0,0,nan
199,long_2link,ejar_absolute,18,0.05837414858461403,0.05501517689901942,0,1,10,0.24626875582418595
200,asymmetric_3link,raw_copy,18,0.06972774138146895,0.06457304983595545,0,1,0,nan
200,asymmetric_3link,ejar_absolute,18,0.009671382296030392,0.02207722971589489,1,1,11,0.19908540491396165
201,short_2link,raw_copy,18,0.1789953411030511,0.11354520128877627,0,0,0,nan
201,short_2link,ejar_absolute,18,0.10421219390856752,0.06825116202026577,0,0,17,0.5510586768062883
202,long_2link,raw_copy,18,0.12593948874886007,0.32025599619186396,0,0,0,nan
202,long_2link,ejar_absolute,18,0.06490675632258379,0.12230896121753403,0,1,13,0.5106469704422176
203,asymmetric_3link,raw_copy,18,0.06623137678238208,0.06821581178322202,0,1,0,nan
203,asymmetric_3link,ejar_absolute,18,0.022799818779554816,0.013964210882070153,1,1,1,0.00831484813421769
204,short_2link,raw_copy,18,0.27736944439703953,0.2166304738973827,0,0,0,nan
204,short_2link,ejar_absolute,18,0.2898796740176398,0.2094502966757928,0,0,13,0.5486706323286256
205,long_2link,raw_copy,18,0.29635440100499555,0.24359728672295372,0,0,0,nan
205,long_2link,ejar_absolute,18,0.1546131538049475,0.11193063778368773,0,0,15,0.4750183973008085
206,asymmetric_3link,raw_copy,18,0.5669165682409912,0.24039372344527316,0,0,0,nan
206,asymmetric_3link,ejar_absolute,18,0.030094884698937462,0.010547601418228088,1,1,4,0.025767500646942845
207,short_2link,raw_copy,18,0.13435891780006057,0.10432572278844555,0,0,0,nan
207,short_2link,ejar_absolute,18,0.006593174952915544,0.0036917183210885413,1,1,1,0.0036399434765594786
208,long_2link,raw_copy,18,0.2949850247860626,0.16439712054205352,0,0,0,nan
208,long_2link,ejar_absolute,18,0.18246234527173977,0.11511367440949309,0,0,13,0.5314430344390773
209,asymmetric_3link,raw_copy,18,0.17384955417862677,0.12467486933525615,0,0,0,nan
209,asymmetric_3link,ejar_absolute,18,0.03493026226760469,0.04698104649070308,1,1,8,0.28681164631202277
210,short_2link,raw_copy,18,0.07518115046935667,0.10094377142610568,0,1,0,nan
210,short_2link,ejar_absolute,18,0.030505978961962225,0.021892857560442437,1,1,6,0.05328404406354841
211,long_2link,raw_copy,18,0.040688422636280405,0.10642793400950046,1,1,0,nan
211,long_2link,ejar_absolute,18,0.009669566384340333,0.024198623532803634,1,1,8,0.2052503946461871
212,asymmetric_3link,raw_copy,18,0.2505054607717668,0.0994156383225761,0,0,0,nan
212,asymmetric_3link,ejar_absolute,18,0.14195620413118082,0.04429383746038687,0,0,8,0.30211659685557707
213,short_2link,raw_copy,18,0.09615840001442973,0.09351652343659171,0,1,0,nan
213,short_2link,ejar_absolute,18,0.04551383807935132,0.04143970247715962,1,1,15,0.23924700227082832
214,long_2link,raw_copy,18,0.07326447366244827,0.25082427820960956,0,1,0,nan
214,long_2link,ejar_absolute,18,0.02762181946395617,0.016844070659408367,1,1,1,0.030276094148078837
215,asymmetric_3link,raw_copy,18,0.06523228660945128,0.07436227754777108,0,1,0,nan
215,asymmetric_3link,ejar_absolute,18,0.019232765988938944,0.009818345060041629,1,1,1,0.017281174600141343
216,short_2link,raw_copy,18,0.08592881225604214,0.05704692536655715,0,1,0,nan
216,short_2link,ejar_absolute,18,0.012983096630116271,0.007771631401475659,1,1,3,0.014449417525256612
217,long_2link,raw_copy,18,0.21097321471596317,0.12414862844481406,0,0,0,nan
217,long_2link,ejar_absolute,18,0.013281424340146718,0.006224277245143868,1,1,1,0.01016250436228555
218,asymmetric_3link,raw_copy,18,0.09235047965683922,0.07324496512578381,0,1,0,nan
218,asymmetric_3link,ejar_absolute,18,0.011714891818169607,0.007534140167477275,1,1,4,0.029517718687778544
219,short_2link,raw_copy,18,0.1003558313605054,0.05542914445272435,0,0,0,nan
219,short_2link,ejar_absolute,18,0.054157312416804514,0.04111205818949761,0,1,13,0.403560944528604
220,long_2link,raw_copy,18,0.12726651624614768,0.14619007694790553,0,0,0,nan
220,long_2link,ejar_absolute,18,0.034484903193499665,0.027381108660735586,1,1,12,0.29333784462629797
221,asymmetric_3link,raw_copy,18,0.23373448421846793,0.22832037245377806,0,0,0,nan
221,asymmetric_3link,ejar_absolute,18,0.13889886262458284,0.10635314685833114,0,0,14,0.5054788788446248
222,short_2link,raw_copy,18,0.04356644373387754,0.047645342778740746,1,1,0,nan
222,short_2link,ejar_absolute,18,0.029651334836843093,0.055290056341649386,1,1,9,0.3535663325811179
223,long_2link,raw_copy,18,0.12720422221495553,0.04739178798502821,0,0,0,nan
223,long_2link,ejar_absolute,18,0.019041322296673914,0.00971438820099388,1,1,3,0.027077657940269513
224,asymmetric_3link,raw_copy,18,0.12543561284255988,0.09090138730560378,0,0,0,nan
224,asymmetric_3link,ejar_absolute,18,0.014171514049422615,0.007314973080534786,1,1,4,0.030913568835231522
225,short_2link,raw_copy,18,0.037937340788855196,0.22572895714092744,1,1,0,nan
225,short_2link,ejar_absolute,18,0.033008598071215436,0.14637575619888926,1,1,15,0.7785168313040747
226,long_2link,raw_copy,18,0.01497469959916486,0.09936736680568843,1,1,0,nan
226,long_2link,ejar_absolute,18,0.0013957508564922559,0.010392197580989417,1,1,6,0.05760156599514374
227,asymmetric_3link,raw_copy,18,0.07825934043035575,0.14030679463832504,0,1,0,nan
227,asymmetric_3link,ejar_absolute,18,0.06822119519654476,0.025284913812329654,0,1,12,0.25978406685198197
228,short_2link,raw_copy,18,0.2959461919364517,0.2794661078040746,0,0,0,nan
228,short_2link,ejar_absolute,18,0.18690190108352386,0.15922985267308257,0,0,13,0.4459937577711715
229,long_2link,raw_copy,18,0.2170370690303297,0.13210206754364762,0,0,0,nan
229,long_2link,ejar_absolute,18,0.1531590631303988,0.09864218277187478,0,0,8,0.24389519239719276
230,asymmetric_3link,raw_copy,18,0.29667388613061413,0.14387000830132146,0,0,0,nan
230,asymmetric_3link,ejar_absolute,18,0.1065390387207711,0.04977876428822707,0,0,5,0.10394075061423705
231,short_2link,raw_copy,18,0.09078360900988602,0.03987695747082247,0,1,0,nan
231,short_2link,ejar_absolute,18,0.054230479213192795,0.03513936420188703,0,1,11,0.2916834726930112
232,long_2link,raw_copy,18,0.39975227831057586,0.22028417660622515,0,0,0,nan
232,long_2link,ejar_absolute,18,0.17927102232541733,0.10444040691167168,0,0,13,0.36184138860773574
233,asymmetric_3link,raw_copy,18,0.0962136190694413,0.06705579701309852,0,1,0,nan
233,asymmetric_3link,ejar_absolute,18,0.06163136999523282,0.03263318012140587,0,1,12,0.33459079949289106
234,short_2link,raw_copy,18,0.13396688041030969,0.07933723965974826,0,0,0,nan
234,short_2link,ejar_absolute,18,0.027236032722514,0.01475630344401857,1,1,3,0.025335485390904886
235,long_2link,raw_copy,18,0.04785460370204826,0.06650549558211843,1,1,0,nan
235,long_2link,ejar_absolute,18,0.015171513386776234,0.013687403988986284,1,1,2,0.028586207789816447
236,asymmetric_3link,raw_copy,18,0.2522785394156902,0.20961840398168777,0,0,0,nan
236,asymmetric_3link,ejar_absolute,18,0.006111728712385259,0.0034163420932332086,1,1,0,0.0018815169464802505
237,short_2link,raw_copy,18,0.17072012186868205,0.19031312632241057,0,0,0,nan
237,short_2link,ejar_absolute,18,0.062389811433850154,0.04624982018812573,0,1,8,0.22821577988955757
238,long_2link,raw_copy,18,0.6820815233150677,0.40974664786994996,0,0,0,nan
238,long_2link,ejar_absolute,18,0.340370228186252,0.19906310650709003,0,0,17,0.7505269480110573
239,asymmetric_3link,raw_copy,18,0.015710045755372444,0.07675646907612083,1,1,0,nan
239,asymmetric_3link,ejar_absolute,18,0.05089722795945368,0.035601017807961516,0,1,7,0.16246589952073662
